name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty,saves_per_game,last_season_total_saves
Zack Steffen,Man City,Burnley,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,False,Manchester United,-1.52,0.0,0
Zack Steffen,Man City,Manchester United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,True,Bournemouth,-4.45,0.0,0
Zack Steffen,Man City,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,False,Chelsea,-0.75,0.0,0
Zack Steffen,Man City,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,True,Liverpool,-1.11,0.0,0
Zack Steffen,Man City,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,True,Tottenham,1.5,0.0,0
Zack Steffen,Man City,Tottenham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,False,Aston Villa,0.61,0.0,0
Zack Steffen,Man City,Aston Villa,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,False,Luton,-2.0,0.0,0
Zack Steffen,Man City,Luton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,True,Crystal Palace,1.84,0.0,0
Zack Steffen,Man City,Crystal Palace,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,False,Everton,-2.05,0.0,0
Zack Steffen,Man City,Everton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,True,Newcastle United,-3.3,0.0,0
Zack Steffen,Man City,Newcastle United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,True,Sheffield,-0.83,0.0,0
Zack Steffen,Man City,Sheffield,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,False,Newcastle United,-1.93,0.0,0
Zack Steffen,Man City,Newcastle United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,True,Burnley,-2.04,0.0,0
Zack Steffen,Man City,Burnley,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,False,Brentford,-1.08,0.0,0
Zack Steffen,Man City,Brentford,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Man City,True,Everton,-1.11,0.0,0
