name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Arijanet Muric,Burnley,Manchester City,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,False,Bournemouth,
Arijanet Muric,Burnley,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,True,Crystal Palace,0.07
Arijanet Muric,Burnley,Crystal Palace,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,False,Arsenal,-1.08
Arijanet Muric,Burnley,Arsenal,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,True,West Ham,-0.48
Arijanet Muric,Burnley,West Ham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,True,Sheffield,
Arijanet Muric,Burnley,Sheffield,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,False,Wolverhampton,0.24
Arijanet Muric,Burnley,Wolverhampton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,False,Brighton,-6.77
Arijanet Muric,Burnley,Brighton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,True,Everton,-1.19
Arijanet Muric,Burnley,Everton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,False,Fulham,
Arijanet Muric,Burnley,Fulham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,True,Liverpool,1.07
Arijanet Muric,Burnley,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,False,Aston Villa,-2.94
Arijanet Muric,Burnley,Aston Villa,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,True,Luton,
Arijanet Muric,Burnley,Luton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,False,Manchester City,1.29
Arijanet Muric,Burnley,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,True,Fulham,
Arijanet Muric,Burnley,Fulham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,False,Liverpool,3.66
Arijanet Muric,Burnley,Liverpool,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,True,Arsenal,2.1
Arijanet Muric,Burnley,Arsenal,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,False,Crystal Palace,1.42
Arijanet Muric,Burnley,Crystal Palace,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,True,Bournemouth,
Arijanet Muric,Burnley,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Burnley,False,West Ham,-0.06
Arijanet Muric,Burnley,West Ham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,3.0,Burnley,True,Brentford,-6.41
Arijanet Muric,Burnley,Brentford,2024-03-16,True,90,1,1.07,5,0,3,0,False,0.0,True,0.0,0.0,0.24,0,0,0,0,0.0,Burnley,True,Aston Villa,3.88
Arijanet Muric,Burnley,Aston Villa,,True,0,0,0.0,0,0,0,0,False,,False,0.6,0.0,0.23,0,0,0,0,5.0,Burnley,False,Chelsea,1.09
Arijanet Muric,Burnley,Chelsea,2024-03-30,False,90,2,4.11,11,0,5,1,False,0.03,True,0.6,0.0,0.7,0,0,0,0,2.0,Burnley,True,Wolverhampton,
Arijanet Muric,Burnley,Wolverhampton,2024-04-02,True,90,1,0.84,1,0,2,0,False,0.0,True,1.6,0.0,0.71,0,0,0,0,2.0,Burnley,False,Everton,2.03
Arijanet Muric,Burnley,Everton,2024-04-06,False,90,1,0.83,2,0,2,0,False,0.0,True,2.0,0.0,0.76,0,0,0,0,3.0,Burnley,True,Brighton,-0.51
Arijanet Muric,Burnley,Brighton,2024-04-13,True,90,1,0.91,8,0,3,1,False,0.0,True,2.4,0.0,1.04,0,0,0,0,7.0,Burnley,False,Sheffield,
Arijanet Muric,Burnley,Sheffield,2024-04-20,False,90,1,2.43,10,0,7,2,False,0.0,True,2.4,0.0,1.37,0,0,0,0,8.0,Burnley,False,Manchester United,4.49
Arijanet Muric,Burnley,Manchester United,2024-04-27,False,90,1,2.71,9,0,8,3,False,0.03,True,3.8,0.0,1.64,0,0,0,0,10.0,Burnley,True,Newcastle United,
Arijanet Muric,Burnley,Newcastle United,2024-05-04,True,90,4,3.58,7,1,10,3,False,0.32,True,4.4,0.0,1.83,0,0,0,0,5.0,Burnley,False,Tottenham,
