name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty,saves_per_game,last_season_total_saves
Denis Franchi,Burnley,Manchester City,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Bournemouth,0.12,0.0,0
Denis Franchi,Burnley,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Crystal Palace,1.35,0.0,0
Denis Franchi,Burnley,Crystal Palace,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Arsenal,0.24,0.0,0
Denis Franchi,Burnley,Arsenal,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,West Ham,-0.08,0.0,0
Denis Franchi,Burnley,West Ham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Sheffield,-6.23,0.0,0
Denis Franchi,Burnley,Sheffield,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Wolverhampton,0.3,0.0,0
Denis Franchi,Burnley,Wolverhampton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Brighton,-4.46,0.0,0
Denis Franchi,Burnley,Brighton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Everton,1.09,0.0,0
Denis Franchi,Burnley,Everton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Fulham,-2.75,0.0,0
Denis Franchi,Burnley,Fulham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Liverpool,0.6,0.0,0
Denis Franchi,Burnley,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Aston Villa,-1.62,0.0,0
Denis Franchi,Burnley,Aston Villa,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Luton,-2.04,0.0,0
Denis Franchi,Burnley,Luton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Manchester City,0.91,0.0,0
Denis Franchi,Burnley,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Fulham,-1.12,0.0,0
Denis Franchi,Burnley,Fulham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Liverpool,2.65,0.0,0
Denis Franchi,Burnley,Liverpool,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Arsenal,3.02,0.0,0
Denis Franchi,Burnley,Arsenal,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Crystal Palace,2.27,0.0,0
Denis Franchi,Burnley,Crystal Palace,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Bournemouth,2.12,0.0,0
Denis Franchi,Burnley,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,West Ham,0.48,0.0,0
Denis Franchi,Burnley,West Ham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Brentford,-4.37,0.0,0
Denis Franchi,Burnley,Brentford,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Aston Villa,3.55,0.0,0
Denis Franchi,Burnley,Aston Villa,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Chelsea,-0.08,0.0,0
Denis Franchi,Burnley,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Wolverhampton,-1.75,0.0,0
Denis Franchi,Burnley,Wolverhampton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Everton,1.47,0.0,0
Denis Franchi,Burnley,Everton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Brighton,-1.01,0.0,0
Denis Franchi,Burnley,Brighton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Sheffield,-4.75,0.0,0
Denis Franchi,Burnley,Sheffield,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Manchester United,2.09,0.0,0
Denis Franchi,Burnley,Manchester United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Newcastle United,1.92,0.0,0
Denis Franchi,Burnley,Newcastle United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Tottenham,1.68,0.0,0
Denis Franchi,Burnley,Tottenham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Nottingham Forest,2.96,0.0,0
Denis Franchi,Burnley,Nottingham Forest,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Tottenham,-0.76,0.0,0
Denis Franchi,Burnley,Tottenham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Nottingham Forest,-1.33,0.0,0
Denis Franchi,Burnley,Nottingham Forest,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Manchester United,-0.19,0.0,0
Denis Franchi,Burnley,Manchester United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Newcastle United,3.29,0.0,0
Denis Franchi,Burnley,Newcastle United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Luton,-0.73,0.0,0
Denis Franchi,Burnley,Luton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,True,Chelsea,3.83,0.0,0
Denis Franchi,Burnley,Chelsea,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Burnley,False,Brentford,3.5,0.0,0
Denis Franchi,Burnley,Brentford,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,,,,,,0.0,0
