name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Alphonse Areola,West Ham,Bournemouth,2023-08-12,False,90,1,1.37,4,0,3,0,False,0.0,True,0.0,0.0,4.0,0,5.33,0.0,9,3.0,West Ham,True,Everton,-3.49
Alphonse Areola,West Ham,Everton,2023-10-29,True,90,1,0.82,3,0,3,0,False,0.0,True,3.0,0.0,3.5,0,5.33,0.0,9,1.0,West Ham,False,Brentford,4.68
Alphonse Areola,West Ham,Brentford,2023-11-04,False,90,3,1.4,2,0,1,0,False,0.0,True,3.0,0.0,3.0,0,5.33,0.0,9,2.0,West Ham,True,Nottingham Forest,-5.45
Alphonse Areola,West Ham,Nottingham Forest,2023-11-12,True,90,2,1.68,3,0,2,0,False,0.0,True,2.33,0.0,3.0,0,5.33,0.0,9,3.0,West Ham,False,Burnley,0.79
Alphonse Areola,West Ham,Burnley,2023-11-25,False,90,1,1.27,4,0,3,0,False,0.0,True,2.25,0.0,3.2,0,5.33,0.0,9,2.0,West Ham,True,Crystal Palace,1.83
Alphonse Areola,West Ham,Crystal Palace,2023-12-03,True,90,1,0.88,1,0,2,0,False,0.0,True,2.4,0.0,2.83,0,5.33,0.0,9,0.0,West Ham,False,Tottenham,3.93
Alphonse Areola,West Ham,Tottenham,,False,0,0,0.0,0,0,0,0,False,,False,2.2,0.0,2.43,0,5.33,0.0,9,0.0,West Ham,False,Fulham,-3.42
Alphonse Areola,West Ham,Fulham,,False,0,0,0.0,0,0,0,0,False,,False,1.6,0.0,2.12,0,5.33,0.0,9,0.0,West Ham,True,Wolverhampton,-1.49
Alphonse Areola,West Ham,Wolverhampton,,True,0,0,0.0,0,0,0,0,False,,False,1.4,0.0,1.89,0,5.33,0.0,9,8.0,West Ham,True,Manchester United,-1.13
Alphonse Areola,West Ham,Manchester United,2023-12-23,True,90,0,0.91,3,0,8,1,True,0.0,True,1.0,0.14,2.0,0,5.33,0.0,9,10.0,West Ham,False,Arsenal,2.21
