name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Martin Dubravka,Newcastle,Manchester United,2023-12-02,True,4,0,0.18,0,0,1,0,False,0.0,False,0.0,0.0,0,3.33,0.5,2
Martin Dubravka,Newcastle,Everton,2023-12-07,False,90,3,3.23,3,0,2,0,False,0.0,True,1.0,0.0,0,3.33,0.5,2
Martin Dubravka,Newcastle,Tottenham,2023-12-10,False,90,4,3.88,7,0,2,0,False,0.0,True,1.5,0.0,0,3.33,0.5,7
Martin Dubravka,Newcastle,Fulham,2023-12-16,True,90,0,0.29,4,0,7,0,True,0.0,True,1.67,0.33,0,3.33,0.5,3
Martin Dubravka,Newcastle,Luton,2023-12-23,False,90,1,1.88,4,0,3,0,False,0.0,True,3.0,0.25,0,3.33,0.5,2
Martin Dubravka,Newcastle,Nottingham Forest,2023-12-26,True,90,3,3.46,3,0,2,0,False,0.12,True,3.0,0.2,0,3.33,0.5,8
Martin Dubravka,Newcastle,Liverpool,2024-01-01,False,90,4,7.27,10,1,8,1,False,0.0,True,3.2,0.17,0,3.33,0.5,3
Martin Dubravka,Newcastle,Manchester City,2024-01-13,True,90,3,2.84,8,0,3,0,False,0.0,True,4.4,0.14,0,3.33,0.5,3
Martin Dubravka,Newcastle,Aston Villa,2024-01-30,False,90,1,1.44,4,0,3,0,False,0.0,True,4.6,0.12,0,3.33,0.5,1
Martin Dubravka,Newcastle,Luton,2024-02-03,True,90,4,2.27,4,0,1,0,False,0.0,True,3.8,0.11,0,3.33,0.5,1
Martin Dubravka,Newcastle,Nottingham Forest,2024-02-10,False,90,2,1.5,1,0,1,0,False,0.0,True,3.4,0.1,0,3.33,0.5,2
Martin Dubravka,Newcastle,Bournemouth,2024-02-17,True,90,2,2.59,4,0,2,0,False,0.0,True,3.2,0.09,0,3.33,0.5,7
Martin Dubravka,Newcastle,Wolverhampton,2024-03-02,True,90,0,0.8,3,0,7,0,True,0.0,True,2.0,0.17,0,3.33,0.5,2
Martin Dubravka,Newcastle,Chelsea,2024-03-11,False,90,3,1.67,4,0,2,0,False,0.0,True,2.8,0.15,0,3.33,0.5,1
Martin Dubravka,Newcastle,West Ham,2024-03-30,True,90,3,1.42,1,0,1,0,False,0.0,True,2.6,0.14,0,3.33,0.5,2
Martin Dubravka,Newcastle,Everton,2024-04-02,True,90,1,1.42,2,0,2,0,False,0.0,True,2.6,0.13,0,3.33,0.5,9
Martin Dubravka,Newcastle,Fulham,2024-04-06,False,90,0,1.27,4,0,9,2,True,0.0,True,2.8,0.19,0,3.33,0.5,6
Martin Dubravka,Newcastle,Tottenham,2024-04-13,True,90,0,0.73,2,0,6,0,True,0.0,True,4.2,0.24,0,3.33,0.5,2
Martin Dubravka,Newcastle,Crystal Palace,2024-04-24,False,90,2,0.88,5,0,2,0,False,0.0,True,4.0,0.22,0,3.33,0.5,3
Martin Dubravka,Newcastle,Sheffield,2024-04-27,True,90,1,1.48,3,0,3,0,False,0.0,True,4.0,0.21,0,3.33,0.5,3
Martin Dubravka,Newcastle,Burnley,2024-05-04,False,90,1,1.08,4,0,3,0,False,0.0,True,4.4,0.2,0,3.33,0.5,3
Martin Dubravka,Newcastle,Brighton,2024-05-11,True,90,1,1.32,3,0,3,0,False,0.0,True,4.6,0.19,0,3.33,0.5,2
Martin Dubravka,Newcastle,Manchester United,2024-05-15,False,90,3,1.44,5,0,2,0,False,0.0,True,3.4,0.18,0,3.33,0.5,
