name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Wes Foderingham,Sheffield Utd,Crystal Palace,2023-08-12,True,90,1,2.01,7,0,4,0,False,0.0,True,0.0,0.0,0,0,0,0
Wes Foderingham,Sheffield Utd,Arsenal,2023-10-28,False,90,5,2.78,2,0,0,0,False,0.0,True,4.0,0.0,0,0,0,2
Wes Foderingham,Sheffield Utd,Wolverhampton,2023-11-04,True,90,1,1.33,2,0,2,0,False,0.0,True,2.0,0.0,0,0,0,5
Wes Foderingham,Sheffield Utd,Brighton,2023-11-12,False,90,1,1.54,5,0,5,2,False,0.0,True,2.0,0.0,0,0,0,3
Wes Foderingham,Sheffield Utd,Bournemouth,2023-11-25,True,90,3,2.71,8,0,3,0,False,0.0,True,2.75,0.0,0,0,0,0
Wes Foderingham,Sheffield Utd,Burnley,2023-12-02,False,90,5,1.81,2,0,0,0,False,0.0,True,2.8,0.0,0,0,0,3
Wes Foderingham,Sheffield Utd,Liverpool,2023-12-06,True,90,2,1.78,6,0,3,0,False,0.0,True,2.0,0.0,0,0,0,9
Wes Foderingham,Sheffield Utd,Brentford,2023-12-09,True,90,0,0.64,4,0,9,3,True,0.0,True,2.6,0.12,0,0,0,2
Wes Foderingham,Sheffield Utd,Chelsea,2023-12-16,False,90,2,2.75,4,0,2,0,False,0.0,True,4.0,0.11,0,0,0,3
Wes Foderingham,Sheffield Utd,Aston Villa,2023-12-22,False,90,1,0.89,3,0,3,0,False,0.0,True,3.4,0.1,0,0,0,2
Wes Foderingham,Sheffield Utd,Luton,2023-12-26,True,90,3,0.63,3,0,2,0,False,0.0,True,3.4,0.09,0,0,0,1
Wes Foderingham,Sheffield Utd,Nottingham Forest,2023-08-18,False,90,2,1.36,2,0,1,0,False,0.0,True,3.8,0.08,0,0,0,1
Wes Foderingham,Sheffield Utd,Manchester City,2023-12-30,False,90,2,2.26,2,0,1,0,False,0.0,True,3.4,0.08,0,0,0,2
Wes Foderingham,Sheffield Utd,West Ham,2024-01-21,True,90,2,2.27,3,0,2,0,False,0.0,True,1.8,0.07,0,0,0,1
Wes Foderingham,Sheffield Utd,Crystal Palace,2024-01-30,False,38,1,0.2,1,0,1,0,False,0.0,False,1.8,0.07,0,0,0,1
Wes Foderingham,Sheffield Utd,Aston Villa,2024-02-03,True,90,5,2.27,4,0,1,0,False,0.0,True,1.4,0.07,0,0,0,3
Wes Foderingham,Sheffield Utd,Luton,2024-02-10,False,90,1,1.88,4,0,3,0,False,0.0,True,1.2,0.06,0,0,0,2
Wes Foderingham,Sheffield Utd,Brighton,2024-02-18,True,90,5,2.93,7,0,2,0,False,0.0,True,1.6,0.06,0,0,0,4
Wes Foderingham,Sheffield Utd,Manchester City,2023-08-27,True,90,2,3.52,7,0,4,1,False,0.0,True,1.8,0.06,0,0,0,3
Wes Foderingham,Sheffield Utd,Manchester United,2024-04-24,False,90,4,2.99,9,0,3,0,False,0.0,True,2.2,0.05,0,0,0,1
Wes Foderingham,Sheffield Utd,Newcastle United,2024-04-27,False,90,5,2.82,3,0,1,0,False,0.0,True,2.6,0.05,0,0,0,1
Wes Foderingham,Sheffield Utd,Nottingham Forest,2024-05-04,True,90,3,1.49,1,0,1,0,False,0.0,True,2.6,0.05,0,0,0,4
Wes Foderingham,Sheffield Utd,Everton,2024-05-11,False,90,1,2.16,6,0,4,0,False,0.0,True,2.2,0.05,0,0,0,3
Wes Foderingham,Sheffield Utd,Tottenham,2024-05-19,True,90,3,3.28,6,0,3,0,False,0.07,True,2.6,0.04,0,0,0,2
Wes Foderingham,Sheffield Utd,Everton,2023-09-02,True,90,2,2.59,4,0,2,0,False,0.0,True,2.4,0.04,0,0,0,3
Wes Foderingham,Sheffield Utd,Tottenham,2023-09-16,False,90,2,1.87,8,0,3,1,False,0.0,True,2.2,0.04,0,0,0,0
Wes Foderingham,Sheffield Utd,Newcastle United,2023-09-24,True,90,8,3.94,7,0,0,0,False,0.0,True,2.6,0.04,0,0,0,3
Wes Foderingham,Sheffield Utd,West Ham,2023-09-30,False,90,2,2.14,6,0,3,0,False,0.0,True,2.4,0.04,0,0,0,0
Wes Foderingham,Sheffield Utd,Fulham,2023-10-07,False,90,3,2.14,4,0,0,0,False,0.0,True,2.2,0.04,0,0,0,2
Wes Foderingham,Sheffield Utd,Manchester United,2023-10-21,True,90,2,1.05,3,0,2,0,False,0.0,True,1.6,0.03,0,0,0,
