name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty,saves_per_game,last_season_total_saves
Matthew Cox,Brentford,Tottenham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,False,Chelsea,-4.41,0.0,0
Matthew Cox,Brentford,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,True,West Ham,-1.97,0.0,0
Matthew Cox,Brentford,West Ham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,False,Liverpool,3.48,0.0,0
Matthew Cox,Brentford,Liverpool,2023-11-12,False,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0.0,Brentford,True,Arsenal,0.17,0.0,0
Matthew Cox,Brentford,Arsenal,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,True,Luton,-2.71,0.0,0
Matthew Cox,Brentford,Luton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,False,Brighton,1.2,0.0,0
Matthew Cox,Brentford,Brighton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,False,Sheffield,1.89,0.0,0
Matthew Cox,Brentford,Sheffield,2023-12-09,False,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0.0,Brentford,True,Aston Villa,0.51,0.0,0
Matthew Cox,Brentford,Aston Villa,2023-12-17,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0.0,Brentford,True,Wolverhampton,2.5,0.0,0
Matthew Cox,Brentford,Wolverhampton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,False,Fulham,-1.2,0.0,0
Matthew Cox,Brentford,Fulham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,False,Crystal Palace,1.07,0.0,0
Matthew Cox,Brentford,Crystal Palace,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,True,Nottingham Forest,-0.34,0.0,0
Matthew Cox,Brentford,Nottingham Forest,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,False,Tottenham,2.11,0.0,0
Matthew Cox,Brentford,Tottenham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,True,Manchester City,1.02,0.0,0
Matthew Cox,Brentford,Manchester City,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,False,Wolverhampton,-1.6,0.0,0
Matthew Cox,Brentford,Wolverhampton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,True,Liverpool,-0.79,0.0,0
Matthew Cox,Brentford,Liverpool,2024-02-17,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0.0,Brentford,False,Manchester City,-0.6,0.0,0
Matthew Cox,Brentford,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,False,West Ham,-0.27,0.0,0
Matthew Cox,Brentford,West Ham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0.0,0,0.0,Brentford,True,Chelsea,-0.25,0.0,0
Matthew Cox,Brentford,Chelsea,2024-03-02,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0.0,Brentford,False,Arsenal,0.3,0.0,0
