name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Sam Johnstone,Crystal Palace,Sheffield,2023-08-12,False,90,0,0.49,1,0,6,0,True,0.0,True,0.0,1.0,0,8.81,0.33,1
Sam Johnstone,Crystal Palace,Tottenham,2023-10-27,True,90,2,1.12,0,0,1,0,False,0.0,True,6.0,0.5,0,8.81,0.33,9
Sam Johnstone,Crystal Palace,Burnley,2023-11-04,False,90,0,1.12,5,0,9,2,True,0.0,True,3.5,0.67,0,8.81,0.33,1
Sam Johnstone,Crystal Palace,Everton,2023-11-11,True,90,3,1.6,1,0,1,0,False,0.0,True,5.33,0.5,0,8.81,0.33,1
Sam Johnstone,Crystal Palace,Luton,2023-11-25,False,90,2,0.83,1,0,1,0,False,0.0,True,4.25,0.4,0,8.81,0.33,2
Sam Johnstone,Crystal Palace,West Ham,2023-12-03,False,90,1,1.26,2,0,2,0,False,0.0,True,3.6,0.33,0,8.81,0.33,1
Sam Johnstone,Crystal Palace,Bournemouth,2023-12-06,True,90,2,1.74,2,0,1,0,False,0.0,True,2.8,0.29,0,8.81,0.33,2
Sam Johnstone,Crystal Palace,Liverpool,2023-12-09,True,86,1,1.18,0,0,2,0,False,0.0,True,2.8,0.25,0,8.81,0.33,2
Sam Johnstone,Crystal Palace,Arsenal,2023-08-21,True,90,1,2.0,2,0,2,0,False,0.0,True,1.4,0.22,0,8.81,0.33,3
Sam Johnstone,Crystal Palace,Everton,2024-02-19,False,90,1,1.66,3,0,3,0,False,0.0,True,1.6,0.2,0,8.81,0.33,6
Sam Johnstone,Crystal Palace,Burnley,2024-02-24,True,90,0,0.1,0,0,6,0,True,0.0,True,2.0,0.27,0,8.81,0.33,1
Sam Johnstone,Crystal Palace,Tottenham,2024-03-02,False,90,3,1.87,3,0,1,0,False,0.0,True,2.8,0.25,0,8.81,0.33,2
Sam Johnstone,Crystal Palace,Luton,2024-03-09,True,90,1,0.83,1,0,2,0,False,0.0,True,2.8,0.23,0,8.81,0.33,2
Sam Johnstone,Crystal Palace,Brentford,2023-08-26,False,90,1,0.97,0,0,2,0,False,0.0,True,2.8,0.21,0,8.81,0.33,1
Sam Johnstone,Crystal Palace,Wolverhampton,2023-09-03,True,90,2,1.34,2,0,1,0,False,0.0,True,2.8,0.2,0,8.81,0.33,1
Sam Johnstone,Crystal Palace,Aston Villa,2023-09-16,False,90,3,3.21,2,0,1,0,False,0.0,True,2.4,0.19,0,8.81,0.33,8
Sam Johnstone,Crystal Palace,Fulham,2023-09-23,True,90,0,0.59,5,0,8,1,True,0.0,True,1.4,0.24,0,8.81,0.33,9
Sam Johnstone,Crystal Palace,Manchester United,2023-09-30,False,90,0,1.69,3,0,9,2,True,0.0,True,2.8,0.28,0,8.81,0.33,9
Sam Johnstone,Crystal Palace,Nottingham Forest,2023-10-07,True,90,0,1.18,5,0,9,2,True,0.0,True,4.2,0.32,0,8.81,0.33,1
Sam Johnstone,Crystal Palace,Newcastle United,2023-10-21,False,90,4,2.39,3,0,1,0,False,0.0,True,5.6,0.3,0,8.81,0.33,
