name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Lukasz Fabianski,West Ham,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,1,33.93,0.26,109,0.0,West Ham,True,Everton,-3.49,0.53
Lukasz Fabianski,West Ham,Everton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,1,33.93,0.26,109,0.0,West Ham,False,Brentford,4.68,-0.53
Lukasz Fabianski,West Ham,Brentford,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,1,33.93,0.26,109,0.0,West Ham,True,Nottingham Forest,-5.45,
Lukasz Fabianski,West Ham,Nottingham Forest,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,1,33.93,0.26,109,0.0,West Ham,False,Burnley,0.79,0.0
Lukasz Fabianski,West Ham,Burnley,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,1,33.93,0.26,109,0.0,West Ham,True,Crystal Palace,1.83,
Lukasz Fabianski,West Ham,Crystal Palace,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,1,33.93,0.26,109,3.0,West Ham,False,Tottenham,3.93,-0.36
Lukasz Fabianski,West Ham,Tottenham,2023-12-07,False,90,1,1.74,5,0,3,0,False,0.0,True,0.0,0.0,0.71,1,33.93,0.26,109,1.0,West Ham,False,Fulham,-3.42,0.86
Lukasz Fabianski,West Ham,Fulham,2023-12-10,False,90,5,2.34,3,0,1,0,False,0.0,True,0.6,0.0,1.0,1,33.93,0.26,109,8.0,West Ham,True,Wolverhampton,-1.49,0.05
Lukasz Fabianski,West Ham,Wolverhampton,2023-12-17,True,90,0,0.65,3,0,8,1,True,0.0,True,0.8,0.33,1.22,1,33.93,0.26,109,0.0,West Ham,True,Manchester United,-1.13,
Lukasz Fabianski,West Ham,Manchester United,,True,0,0,0.0,0,0,0,0,False,,False,2.4,0.33,1.1,1,33.93,0.26,109,0.0,West Ham,False,Arsenal,2.21,-0.48
Lukasz Fabianski,West Ham,Arsenal,,False,0,0,0.0,0,0,0,0,False,,False,2.4,0.33,1.0,1,33.93,0.26,109,0.0,West Ham,True,Chelsea,-1.89,-0.25
Lukasz Fabianski,West Ham,Chelsea,,True,0,0,0.0,0,0,0,0,False,,False,2.4,0.33,0.92,1,33.93,0.26,109,0.0,West Ham,True,Brighton,1.39,-0.66
Lukasz Fabianski,West Ham,Brighton,,True,0,0,0.0,0,0,0,0,False,,False,1.8,0.33,0.85,1,33.93,0.26,109,1.0,West Ham,False,Sheffield,,-0.61
Lukasz Fabianski,West Ham,Sheffield,2024-01-21,False,1,1,0.79,0,0,1,0,False,0.0,False,1.6,0.33,0.79,1,33.93,0.26,109,0.0,West Ham,True,Bournemouth,-2.69,1.22
Lukasz Fabianski,West Ham,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.2,0.33,0.73,1,33.93,0.26,109,0.0,West Ham,False,Manchester United,2.04,
Lukasz Fabianski,West Ham,Manchester United,2024-02-04,False,45,2,0.63,0,0,0,0,False,0.0,False,0.2,0.33,0.69,1,33.93,0.26,109,0.0,West Ham,True,Arsenal,0.59,-0.11
Lukasz Fabianski,West Ham,Arsenal,,True,0,0,0.0,0,0,0,0,False,,False,0.2,0.33,0.65,1,33.93,0.26,109,0.0,West Ham,False,Nottingham Forest,1.5,
Lukasz Fabianski,West Ham,Nottingham Forest,,False,0,0,0.0,0,0,0,0,False,,False,0.2,0.33,0.61,1,33.93,0.26,109,0.0,West Ham,True,Brentford,3.72,0.79
Lukasz Fabianski,West Ham,Brentford,,True,0,0,0.0,0,0,0,0,False,,False,0.2,0.33,0.58,1,33.93,0.26,109,0.0,West Ham,False,Everton,-0.01,-0.24
Lukasz Fabianski,West Ham,Everton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.33,0.55,1,33.93,0.26,109,0.0,West Ham,True,Burnley,1.4,0.39
Lukasz Fabianski,West Ham,Burnley,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.33,0.52,1,33.93,0.26,109,0.0,West Ham,True,Aston Villa,,
Lukasz Fabianski,West Ham,Aston Villa,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.33,0.5,1,33.93,0.26,109,0.0,West Ham,False,Brighton,-6.17,-0.6
Lukasz Fabianski,West Ham,Brighton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.33,0.48,1,33.93,0.26,109,0.0,West Ham,False,Newcastle United,-0.75,
Lukasz Fabianski,West Ham,Newcastle United,2024-03-30,False,45,3,2.63,2,0,0,0,False,0.0,False,0.0,0.33,0.54,1,33.93,0.26,109,3.0,West Ham,True,Tottenham,-2.08,0.69
Lukasz Fabianski,West Ham,Tottenham,2024-04-02,True,90,1,0.96,3,0,3,0,False,0.0,True,0.0,0.25,0.64,1,33.93,0.26,109,4.0,West Ham,False,Wolverhampton,2.78,-0.52
Lukasz Fabianski,West Ham,Wolverhampton,2024-04-06,False,90,1,1.5,6,0,4,0,False,0.0,True,0.6,0.2,0.85,1,33.93,0.26,109,3.0,West Ham,True,Fulham,-5.99,-0.13
Lukasz Fabianski,West Ham,Fulham,2024-04-14,True,90,2,3.29,8,0,3,0,False,0.0,True,1.4,0.17,1.11,1,33.93,0.26,109,1.0,West Ham,False,Crystal Palace,,
Lukasz Fabianski,West Ham,Crystal Palace,2024-04-21,False,90,5,2.47,3,0,1,0,False,0.0,True,2.0,0.14,1.18,1,33.93,0.26,109,0.0,West Ham,True,Liverpool,-1.96,0.18
Lukasz Fabianski,West Ham,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,2.2,0.14,1.14,1,33.93,0.26,109,0.0,West Ham,False,Chelsea,-1.22,-0.85
Lukasz Fabianski,West Ham,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,2.2,0.14,1.1,1,33.93,0.26,109,0.0,West Ham,True,Luton,,
Lukasz Fabianski,West Ham,Luton,,True,0,0,0.0,0,0,0,0,False,,False,1.6,0.14,1.06,1,33.93,0.26,109,0.0,West Ham,False,Manchester City,3.95,
Lukasz Fabianski,West Ham,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,0.8,0.14,1.03,1,33.93,0.26,109,0.0,West Ham,False,Luton,0.92,
Lukasz Fabianski,West Ham,Luton,,False,0,0,0.0,0,0,0,0,False,,False,0.2,0.14,1.0,1,33.93,0.26,109,0.0,West Ham,True,Manchester City,2.35,
Lukasz Fabianski,West Ham,Manchester City,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.14,0.97,1,33.93,0.26,109,0.0,West Ham,False,Liverpool,0.49,-1.01
Lukasz Fabianski,West Ham,Liverpool,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.14,0.94,1,33.93,0.26,109,0.0,West Ham,True,Sheffield,-1.28,0.68
