name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty,saves_per_game,last_season_total_saves
Robin Olsen,Aston Villa,Newcastle United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,True,Luton,-1.34,0.0,11
Robin Olsen,Aston Villa,Luton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,False,Nottingham Forest,3.75,0.0,11
Robin Olsen,Aston Villa,Nottingham Forest,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,True,Fulham,-2.12,0.0,11
Robin Olsen,Aston Villa,Fulham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,False,Tottenham,-1.04,0.0,11
Robin Olsen,Aston Villa,Tottenham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,False,Bournemouth,2.75,0.0,11
Robin Olsen,Aston Villa,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,True,Manchester City,-0.81,0.0,11
Robin Olsen,Aston Villa,Manchester City,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,True,Arsenal,0.99,0.0,11
Robin Olsen,Aston Villa,Arsenal,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,False,Brentford,-0.06,0.0,11
Robin Olsen,Aston Villa,Brentford,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,True,Sheffield,1.17,0.0,11
Robin Olsen,Aston Villa,Sheffield,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,False,Manchester United,0.18,0.0,11
Robin Olsen,Aston Villa,Manchester United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,True,Everton,-2.45,0.0,11
Robin Olsen,Aston Villa,Everton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,True,Burnley,1.43,0.0,11
Robin Olsen,Aston Villa,Burnley,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,False,Everton,-1.12,0.0,11
Robin Olsen,Aston Villa,Everton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,True,Newcastle United,-1.18,0.0,11
Robin Olsen,Aston Villa,Newcastle United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,False,Sheffield,-4.41,0.0,11
Robin Olsen,Aston Villa,Sheffield,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,True,Manchester United,-0.48,0.0,11
Robin Olsen,Aston Villa,Manchester United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,False,Fulham,1.52,0.0,11
Robin Olsen,Aston Villa,Fulham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,True,Nottingham Forest,-1.71,0.0,11
Robin Olsen,Aston Villa,Nottingham Forest,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,False,Luton,0.31,0.0,11
Robin Olsen,Aston Villa,Luton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,True,Tottenham,2.74,0.0,11
Robin Olsen,Aston Villa,Tottenham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,False,West Ham,1.42,0.0,11
Robin Olsen,Aston Villa,West Ham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,2.0,Aston Villa,False,Burnley,-3.63,0.0,11
Robin Olsen,Aston Villa,Burnley,2023-08-27,False,90,1,0.73,1,0,2,0,False,0.0,True,0.0,0.0,0,5.67,0.5,0.0,Aston Villa,True,Wolverhampton,0.03,0.04,11
Robin Olsen,Aston Villa,Wolverhampton,,True,0,0,0.0,0,0,0,0,False,,False,0.4,0.0,0,5.67,0.5,2.0,Aston Villa,False,Manchester City,2.54,0.04,11
Robin Olsen,Aston Villa,Manchester City,2024-04-03,False,90,4,3.28,7,0,2,0,False,0.0,True,0.4,0.0,0,5.67,0.5,0.0,Aston Villa,True,Brentford,-1.66,0.32,11
Robin Olsen,Aston Villa,Brentford,,True,0,0,0.0,0,0,0,0,False,,False,0.8,0.0,0,5.67,0.5,0.0,Aston Villa,False,Arsenal,0.89,0.31,11
Robin Olsen,Aston Villa,Arsenal,,False,0,0,0.0,0,0,0,0,False,,False,0.8,0.0,0,5.67,0.5,0.0,Aston Villa,True,Bournemouth,-2.54,0.3,11
Robin Olsen,Aston Villa,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.8,0.0,0,5.67,0.5,0.0,Aston Villa,True,Chelsea,1.5,0.29,11
Robin Olsen,Aston Villa,Chelsea,2024-04-27,True,45,2,0.85,2,0,0,0,False,0.0,False,0.4,0.0,0,5.67,0.5,12.0,Aston Villa,False,Brighton,-1.16,0.34,11
Robin Olsen,Aston Villa,Brighton,2024-05-05,False,90,1,2.69,7,1,12,3,False,0.0,True,0.4,0.0,0,5.67,0.5,0.0,Aston Villa,True,Liverpool,0.66,0.57,11
Robin Olsen,Aston Villa,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,2.4,0.0,0,5.67,0.5,1.0,Aston Villa,False,Crystal Palace,2.46,0.55,11
Robin Olsen,Aston Villa,Crystal Palace,2024-05-19,False,90,5,2.48,4,0,1,0,False,0.0,True,2.4,0.0,0,5.67,0.5,0.0,Aston Villa,False,Liverpool,0.36,0.66,11
Robin Olsen,Aston Villa,Liverpool,,False,0,0,0.0,0,0,0,0,False,,False,2.6,0.0,0,5.67,0.5,0.0,Aston Villa,True,Crystal Palace,-0.78,0.64,11
Robin Olsen,Aston Villa,Crystal Palace,,True,0,0,0.0,0,0,0,0,False,,False,2.6,0.0,0,5.67,0.5,0.0,Aston Villa,False,Chelsea,-0.25,0.62,11
Robin Olsen,Aston Villa,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,2.6,0.0,0,5.67,0.5,0.0,Aston Villa,True,Brighton,-3.23,0.6,11
Robin Olsen,Aston Villa,Brighton,,True,0,0,0.0,0,0,0,0,False,,False,0.2,0.0,0,5.67,0.5,0.0,Aston Villa,False,Wolverhampton,1.16,0.58,11
Robin Olsen,Aston Villa,Wolverhampton,,False,0,0,0.0,0,0,0,0,False,,False,0.2,0.0,0,5.67,0.5,0.0,Aston Villa,True,West Ham,1.12,0.57,11
Robin Olsen,Aston Villa,West Ham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,5.67,0.5,,,,,,0.55,11
