name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Guglielmo Vicario,Spurs,Brentford,2023-08-13,False,90,2,2.02,4,0,1,0,False,0.0,True,0.0,0.0,4.0,0,0,0,0,3.0,Spurs,False,Crystal Palace,1.4,
Guglielmo Vicario,Spurs,Crystal Palace,2023-10-27,False,90,1,0.64,2,0,3,1,False,0.0,True,1.0,0.0,3.0,0,0,0,0,1.0,Spurs,True,Chelsea,1.57,-0.25
Guglielmo Vicario,Spurs,Chelsea,2023-11-06,True,90,4,4.04,3,0,1,0,False,0.0,True,2.0,0.0,3.0,0,0,0,0,1.0,Spurs,False,Wolverhampton,0.08,-0.52
Guglielmo Vicario,Spurs,Wolverhampton,2023-11-11,False,90,2,2.15,2,0,1,0,False,0.0,True,1.67,0.0,2.75,0,0,0,0,2.0,Spurs,True,Aston Villa,1.17,
Guglielmo Vicario,Spurs,Aston Villa,2023-11-26,True,90,2,1.77,3,0,2,0,False,0.0,True,1.5,0.0,2.8,0,0,0,0,1.0,Spurs,False,Manchester City,-0.49,
Guglielmo Vicario,Spurs,Manchester City,2023-12-03,False,90,3,2.64,2,0,1,0,False,0.0,True,1.6,0.0,2.67,0,0,0,0,2.0,Spurs,True,West Ham,-1.74,
Guglielmo Vicario,Spurs,West Ham,2023-12-07,True,90,2,2.07,3,0,2,0,False,0.0,True,1.6,0.0,2.71,0,0,0,0,2.0,Spurs,True,Newcastle United,-1.88,
Guglielmo Vicario,Spurs,Newcastle United,2023-12-10,True,90,1,1.69,2,0,2,0,False,0.0,True,1.4,0.0,2.62,0,0,0,0,6.0,Spurs,False,Nottingham Forest,-5.2,
Guglielmo Vicario,Spurs,Nottingham Forest,2023-12-15,False,90,0,1.5,1,0,6,0,True,0.0,True,1.6,0.11,2.44,0,0,0,0,6.0,Spurs,True,Everton,-3.67,0.53
Guglielmo Vicario,Spurs,Everton,2023-12-23,True,90,1,1.95,7,0,6,2,False,0.0,True,2.6,0.1,2.9,0,0,0,0,1.0,Spurs,False,Brighton,-2.31,-0.6
Guglielmo Vicario,Spurs,Brighton,2023-12-28,False,90,4,3.7,5,0,1,0,False,0.0,True,3.4,0.09,3.09,0,0,0,0,11.0,Spurs,True,Manchester United,1.18,
Guglielmo Vicario,Spurs,Manchester United,2023-08-19,True,90,0,1.99,6,0,11,3,True,0.0,True,3.4,0.17,3.33,0,0,0,0,3.0,Spurs,True,Bournemouth,-0.25,1.22
Guglielmo Vicario,Spurs,Bournemouth,2023-12-31,True,90,1,1.6,3,0,3,0,False,0.0,True,5.2,0.15,3.31,0,0,0,0,1.0,Spurs,False,Manchester United,3.47,
Guglielmo Vicario,Spurs,Manchester United,2024-01-14,False,90,2,0.84,0,0,1,0,False,0.0,True,5.4,0.14,3.07,0,0,0,0,2.0,Spurs,True,Brentford,-1.06,0.79
Guglielmo Vicario,Spurs,Brentford,2024-01-31,True,90,2,1.66,3,0,2,0,False,0.0,True,4.4,0.13,3.07,0,0,0,0,1.0,Spurs,False,Everton,-0.31,-0.24
Guglielmo Vicario,Spurs,Everton,2024-02-03,False,90,2,2.62,2,0,1,0,False,0.0,True,3.6,0.12,3.0,0,0,0,0,2.0,Spurs,True,Brighton,0.56,-0.66
Guglielmo Vicario,Spurs,Brighton,2024-02-10,True,90,1,1.21,2,0,2,0,False,0.0,True,3.6,0.12,2.94,0,0,0,0,3.0,Spurs,True,Wolverhampton,2.48,0.05
