name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Joseph Anang,West Ham,Everton,2023-10-29,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Crystal Palace,2023-12-03,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Wolverhampton,2023-12-17,True,0,0,0.0,0,0,0,0,False,0.03,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Manchester United,2023-12-23,True,0,0,0.0,0,0,0,0,False,0.02,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Sheffield,2024-01-21,False,0,0,0.0,0,0,0,0,False,0.5,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Manchester United,2024-02-04,False,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Nottingham Forest,2024-02-17,False,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Everton,2024-03-02,False,0,0,0.0,0,0,0,0,False,0.07,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Burnley,2024-03-10,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Crystal Palace,2024-04-21,False,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Liverpool,2024-04-27,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Chelsea,2024-05-05,False,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Manchester City,2023-09-16,True,0,0,0.0,0,0,0,0,False,0.04,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Liverpool,2023-09-24,False,0,0,0.0,0,0,0,0,False,0.07,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Sheffield,2023-09-30,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0.0,0,0
Joseph Anang,West Ham,Newcastle United,2023-10-08,True,0,0,0.0,0,0,0,0,False,0.02,False,0.0,0.0,0,0.0,0,
