h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,1.13718,1.35036,0.376011,1.35036,6.5,14.428571428571429,6,4,2,3,1.1959,l,2021-08-14 14:00:00,0,0,1,0,-0.974349,0.5,0.75,0.36731562569451687,0.349940018859862,0.1135972461273666,0.5822002472187886,0.29411764705882354,0.14285714285714285
h,1.18426,0.63163,0.423091,0.63163,14.428571428571429,8.823529411764707,5,4,2,0,1.9441,w,2021-08-21 14:00:00,1,0,0,3,-0.208539,0.5,0.0,0.38466772101162566,0.1324312153716349,0.4684042291615441,0.2669599360139606,0.23529411764705882,0.14285714285714285
h,0.431464,1.13312,0.431464,1.13312,13.2,8.291666666666666,2,8,1,1,0.6785,d,2021-08-28 14:00:00,0,1,0,1,-0.7016559999999998,0.25,0.25,0.10721258196450928,0.28419681561276994,0.4134251290877796,0.23704676555418208,0.058823529411764705,0.3333333333333333
a,1.17349,1.22153,1.17349,1.22153,9.870967741935484,9.894736842105264,6,3,0,3,1.3221,l,2021-09-11 16:30:00,0,0,1,0,-0.04804,0.0,0.75,0.3806982633530601,0.31095227777017836,0.2644495030814502,0.32720707826426393,0.29411764705882354,0.09523809523809523
h,0.777716,0.755035,0.777716,0.755035,8.222222222222221,11.882352941176471,5,2,3,0,1.3358,w,2021-09-18 16:30:00,1,0,0,3,0.0226809999999999,0.75,0.0,0.2348293557057913,0.16977719215633105,0.190667431631287,0.43899512833563586,0.23529411764705882,0.047619047619047616
a,1.57249,1.9251,1.57249,1.16393,9.409090909090908,6.277777777777778,6,5,1,0,1.1095,w,2021-09-25 11:30:00,1,0,0,3,0.40856,0.25,0.0,0.5277561654670452,0.5238732200853898,0.24378031606947265,0.12378107402829282,0.29411764705882354,0.19047619047619047
a,1.07395,1.78187,1.07395,1.78187,7.2727272727272725,7.85,11,11,1,2,0.8379,l,2021-10-03 13:00:00,0,0,1,0,-0.7079200000000001,0.25,0.5,0.34401118672041336,0.48052761614007133,0.14817712408073852,0.2122064276885043,0.5882352941176471,0.47619047619047616
h,1.21276,2.19633,1.21276,2.19633,12.6875,9.115384615384615,7,10,2,3,0.6525,l,2021-10-16 14:00:00,0,0,1,0,-0.98357,0.5,0.75,0.3951718568769103,0.6059553827474631,0.3904905335628227,0.2833745364647713,0.35294117647058826,0.42857142857142855
a,1.41088,3.4984,1.41088,2.62648,13.25,9.73913043478261,7,14,1,3,0.2518,l,2021-10-22 19:00:00,0,0,1,0,-1.2156,0.25,0.75,0.4681921866183205,1.0,0.41566265060240964,0.31845542000322463,0.35294117647058826,0.6190476190476191
h,0.687551,2.66391,0.687551,2.66391,22.75,6.869565217391305,3,4,1,4,0.153,l,2021-10-31 16:30:00,0,0,1,0,-1.976359,0.25,1.0,0.20159758692356708,0.7474588212223079,0.8407917383820999,0.15706454560111788,0.11764705882352941,0.14285714285714285
a,0.536077,0.89818,0.536077,0.89818,10.652173913043478,5.458333333333333,13,8,0,1,0.9174,l,2021-11-05 20:00:00,0,0,1,0,-0.3621029999999999,0.0,0.25,0.14576939478117673,0.21309707260562671,0.2994088153857667,0.07769365471775855,0.7058823529411765,0.3333333333333333
h,1.06946,0.582787,1.06946,0.582787,17.818181818181817,7.590909090909091,6,4,2,0,1.7925,w,2021-11-20 15:00:00,1,0,0,3,0.486673,0.5,0.0,0.3423563246139177,0.11764988929817831,0.620090752620873,0.19763456568153726,0.29411764705882354,0.14285714285714285
a,0.454305,0.962129,0.454305,0.962129,26.307692307692307,9.05,6,5,2,1,0.7950999999999999,w,2021-11-27 15:00:00,1,0,0,3,-0.507824,0.5,0.25,0.11563100186973618,0.23244991786639033,1.0,0.27969715698393083,0.29411764705882354,0.19047619047619047
h,0.772083,1.01897,0.772083,1.01897,15.1,8.727272727272727,4,9,1,2,1.1261,l,2021-12-01 20:15:00,0,0,1,0,-0.2468869999999999,0.25,0.5,0.23275322246617206,0.24965167360091414,0.4984509466437177,0.2615462411506911,0.17647058823529413,0.38095238095238093
h,1.84818,0.982614,1.84818,0.982614,13.5,4.076923076923077,7,12,2,1,2.0334,w,2021-12-05 16:30:00,1,0,0,3,0.865566,0.5,0.25,0.6293661730705652,0.23864928040789593,0.4268502581755594,0.0,0.35294117647058826,0.5238095238095238
a,0.140573,2.71181,0.140573,1.95064,24.727272727272727,5.233333333333333,4,15,0,1,0.0507,l,2021-12-11 15:00:00,0,0,1,0,-1.810067,0.0,0.25,0.0,0.7619547678045934,0.9292755437333751,0.0650391429748661,0.17647058823529413,0.6666666666666666
a,1.96261,0.502647,1.96261,0.502647,14.15,8.772727272727273,14,5,2,0,2.5811,w,2021-12-14 19:45:00,1,0,0,3,1.459963,0.5,0.0,0.6715411999851099,0.09339717198911017,0.4559380378657487,0.2641027081694573,0.7647058823529411,0.19047619047619047
h,0.474029,2.8285,0.474029,1.30616,23.0,9.233333333333333,6,14,1,3,0.0974,l,2021-12-26 17:30:00,0,0,1,0,-0.832131,0.25,0.75,0.12290060102085457,0.7972685884034848,0.8519793459552496,0.29000824062628755,0.29411764705882354,0.6190476190476191
a,1.13821,0.501329,1.13821,0.501329,12.941176470588236,8.1,6,4,1,2,1.9134,l,2022-01-02 14:00:00,0,0,1,0,0.6368809999999999,0.25,0.5,0.3676952488503499,0.0929983064860736,0.40184266477675407,0.22626699629171815,0.29411764705882354,0.14285714285714285
