h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
h,1.88818,1.02385,1.88818,1.02385,16.11111111111111,5.7727272727272725,7,10,2,0,2.1154,w,2021-08-13 19:00:00,1,0,0,3,0.86433,0.5,0.0,0.48099913849415254,0.24616358147005954,0.33966874562777727,0.043366619115549204,0.4,0.8181818181818182
a,0.712439,0.606313,0.712439,0.606313,8.172413793103448,9.2,6,5,0,0,1.3954,d,2021-08-21 14:00:00,0,1,0,1,0.106126,0.0,0.0,0.14086893481658141,0.11858484792282034,0.1151015340959475,0.19395149786019966,0.3333333333333333,0.36363636363636365
a,1.13312,0.431464,1.13312,0.431464,8.291666666666666,13.2,8,2,1,1,2.0072,d,2021-08-28 14:00:00,0,1,0,1,0.7016559999999998,0.25,0.25,0.2625677734326408,0.06515960900506879,0.11847491945257306,0.36970042796005703,0.4666666666666667,0.09090909090909091
h,0.729786,0.287902,0.729786,0.287902,10.125,6.615384615384615,3,6,0,1,1.7654,l,2021-09-11 14:00:00,0,0,1,0,0.441884,0.0,0.25,0.1458872497713162,0.021294135656578096,0.1703356389110579,0.08039065071875341,0.13333333333333333,0.45454545454545453
a,2.32741,1.02316,1.56627,1.02316,10.782608695652174,12.571428571428571,3,4,2,0,2.4119,w,2021-09-18 11:30:00,1,0,0,3,0.54311,0.5,0.0,0.6080640187367397,0.24595275146901155,0.18893785349942746,0.34208273894436514,0.13333333333333333,0.2727272727272727
h,2.94058,2.25736,2.94058,2.25736,23.7,6.705882352941177,4,12,3,3,1.8647,d,2021-09-25 16:30:00,0,1,0,1,0.6832200000000004,0.75,0.75,0.785448014862567,0.6230634576914603,0.5543406934468388,0.08436687085675926,0.2,1.0
a,1.30098,1.37258,1.30098,1.37258,13.428571428571429,6.0,1,8,2,1,1.3241999999999998,w,2021-10-03 13:00:00,1,0,0,3,-0.0715999999999998,0.5,0.25,0.31112800565157095,0.35271828620264306,0.2637859613118991,0.05335235378031384,0.0,0.6363636363636364
h,1.62169,0.248256,1.62169,0.248256,14.263157894736842,13.866666666666667,16,8,0,1,2.5013,l,2021-10-16 16:30:00,0,0,1,0,1.373434,0.0,0.25,0.40390622604316556,0.0091802715673744,0.28739446381316425,0.39899191631003333,1.0,0.6363636363636364
h,1.16789,1.00254,1.16789,1.00254,5.837837837837838,21.333333333333332,7,5,1,2,1.4952,l,2021-10-24 13:00:00,0,0,1,0,0.1653500000000001,0.25,0.5,0.2726263893879143,0.2396522954956629,0.0490618311847362,0.727056585829767,0.4,0.36363636363636365
a,0.834312,2.72901,0.834312,2.72901,9.210526315789474,16.263157894736842,2,2,1,3,0.2717,l,2021-10-30 14:00:00,0,0,1,0,-1.894698,0.25,0.75,0.17612558429363173,0.7671764576832105,0.14446731353523476,0.5042871086417899,0.06666666666666667,0.09090909090909091
h,2.79229,1.15797,2.79229,0.396837,6.782608695652174,14.722222222222221,11,4,1,2,2.503,l,2021-11-06 15:00:00,0,0,1,0,2.395453,0.25,0.5,0.742549189438135,0.2871440448621798,0.0757871928627333,0.43658265969250276,0.6666666666666666,0.2727272727272727
a,1.23275,2.18388,1.23275,2.18388,7.65,7.7,6,8,3,3,0.7258,d,2021-11-20 15:00:00,0,1,0,1,-0.9511299999999998,0.75,0.75,0.2913897437410645,0.600611590333475,0.1003236676421034,0.1280456490727532,0.3333333333333333,0.6363636363636364
h,1.19813,0.968075,0.436957,0.968075,13.210526315789474,6.9655172413793105,3,9,1,0,1.5935,w,2021-11-28 14:00:00,1,0,0,3,-0.531118,0.25,0.0,0.2813745212972461,0.22912148971867644,0.25761797417192894,0.09577450932165872,0.13333333333333333,0.7272727272727273
a,0.225492,2.07248,0.225492,2.07248,15.8125,17.5,7,6,0,2,0.1308,l,2021-12-02 19:30:00,0,0,1,0,-1.846988,0.0,0.5,0.0,0.5665732394396322,0.33122173450385745,0.5586305278174037,0.4,0.45454545454545453
a,1.19959,1.41896,1.19959,1.41896,11.08695652173913,4.785714285714286,5,7,2,2,1.1591,d,2021-12-05 14:00:00,0,1,0,1,-0.21937,0.5,0.5,0.2817968848087416,0.3668897288817852,0.1975471428956977,0.0,0.26666666666666666,0.5454545454545454
