h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,2.07651,0.727677,1.31535,0.727677,7.6,30.714285714285715,9,3,3,1,2.4074,w,2020-09-21 19:15:00,1,0,0,3,0.587673,0.6,0.2,0.47142745575137224,0.2408412250742426,0.26296098343132013,0.3117540341831376,0.4,0.21428571428571427
h,1.44633,2.86721,1.44633,0.583704,5.333333333333333,25.083333333333332,5,3,2,5,0.4174,l,2020-09-27 15:30:00,0,0,1,0,0.8626259999999999,0.4,1.0,0.24566863916348367,1.0,0.13575628006413681,0.23648111015627482,0.2,0.21428571428571427
a,1.41533,2.56662,1.41533,2.56662,11.375,7.833333333333333,10,5,1,1,0.6604,d,2020-10-03 16:30:00,0,1,0,1,-1.15129,0.2,0.2,0.23456304502494463,0.8933432968059228,0.4748129342597541,0.005888156847767265,0.45,0.35714285714285715
h,1.43023,0.838322,1.43023,0.838322,13.521739130434783,20.352941176470587,7,3,1,0,1.8735,w,2020-10-17 16:30:00,1,0,0,3,0.5919079999999999,0.2,0.0,0.23990089511088755,0.28010078435734803,0.5952873376246136,0.1732466117354991,0.3,0.21428571428571427
a,0.892456,0.263739,0.892456,0.263739,13.083333333333334,20.3,13,2,1,1,1.9364,d,2020-10-24 11:30:00,0,1,0,1,0.628717,0.2,0.2,0.047246063425122886,0.0762246457919852,0.5706841261357563,0.17253890957700754,0.6,0.14285714285714285
a,1.89643,0.687544,1.89643,0.687544,15.666666666666666,18.708333333333332,9,3,1,0,2.3649,w,2020-10-31 12:30:00,1,0,0,3,1.208886,0.2,0.0,0.40691470115562667,0.22660105251598087,0.715660074826296,0.15126197523791335,0.4,0.21428571428571427
h,1.58487,1.18789,0.823706,0.426723,11.115384615384615,30.25,4,8,1,1,1.7367,d,2020-11-08 16:30:00,0,1,0,1,0.396983,0.2,0.2,0.295299897613587,0.4041360830104873,0.4602433910290671,0.30554759858684233,0.15,0.5714285714285714
a,1.66325,0.761142,1.66325,0.761142,6.56,14.75,9,2,0,2,2.0777,l,2020-11-21 17:30:00,0,0,1,0,0.902108,0.0,0.4,0.3233791385354802,0.2527154277170111,0.2045964724746125,0.09834813329513988,0.4,0.14285714285714285
h,2.26129,0.419877,2.26129,0.419877,8.4375,32.0,13,4,5,0,2.6159,w,2020-11-28 15:00:00,1,0,0,3,1.8414129999999995,1.0,0.0,0.5376239617165093,0.1316262370735209,0.3099612506680919,0.32894108660364746,0.6,0.2857142857142857
h,3.26328,0.287444,2.50211,0.287444,6.4,25.05,14,0,2,0,2.9275,w,2020-12-05 15:00:00,1,0,0,3,2.214666,0.4,0.0,0.8965818414221466,0.0846357610959394,0.19561731694281134,0.2360355199083357,0.65,0.0
