h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,0.321701,1.18709,0.321701,1.18709,71.0,6.595238095238095,3,14,0,3,0.5141,l,2021-08-14 14:00:00,0,0,1,0,-0.865389,0.0,1.0,0.052801506667904057,0.40435845799035924,1.0,0.1200819017347359,0.16666666666666666,0.9285714285714286
h,0.606313,0.712439,0.606313,0.712439,9.2,8.172413793103448,5,6,0,0,1.2139,d,2021-08-21 14:00:00,0,1,0,1,-0.106126,0.0,0.0,0.15761568478409776,0.23137535508565607,0.06886160714285713,0.18887271885865295,0.3333333333333333,0.35714285714285715
a,1.67658,1.44748,1.67658,1.44748,8.894736842105264,11.185185185185185,6,11,2,2,1.5829,d,2021-08-28 14:00:00,0,1,0,1,0.2290999999999998,0.5,0.6666666666666666,0.551763352380279,0.49925569862686,0.0642622180451128,0.3202791348650434,0.4166666666666667,0.7142857142857143
h,2.89372,0.0775646,2.13255,0.0775646,6.035714285714286,12.761904761904763,7,1,3,0,2.9736,w,2021-09-11 11:30:00,1,0,0,3,2.0549854,0.75,0.0,1.0,0.0,0.021185427295918366,0.38905005760029604,0.5,0.0
a,0.644168,2.76793,0.644168,2.76793,20.333333333333332,5.166666666666667,8,8,0,3,0.1891,l,2021-09-18 14:00:00,0,0,1,0,-2.1237619999999997,0.0,1.0,0.1715565611792902,0.9804840921844746,0.23660714285714285,0.057772676437694986,0.5833333333333334,0.5
h,1.36836,0.649566,0.607196,0.649566,17.38095238095238,11.043478260869565,4,5,1,1,2.0753,d,2021-09-27 19:00:00,0,1,0,1,-0.04237,0.25,0.3333333333333333,0.4382550464094372,0.20846174776379767,0.1921237244897959,0.31409838079371044,0.25,0.2857142857142857
h,1.1703,1.04322,1.1703,1.04322,6.8,9.323529411764707,13,1,2,2,1.4124,d,2021-10-03 13:00:00,0,1,0,1,0.1270799999999998,0.5,0.6666666666666666,0.3653154088759061,0.35192608343537124,0.03270089285714285,0.23908030455692786,1.0,0.0
a,0.492239,1.7436,0.492239,1.7436,21.384615384615383,16.894736842105264,3,10,2,2,0.4099,d,2021-10-18 19:00:00,0,1,0,1,-1.2513610000000002,0.5,0.6666666666666666,0.11560560595949906,0.6071744777554001,0.25244677197802196,0.5693095532403321,0.16666666666666666,0.6428571428571429
h,2.25588,0.721813,2.25588,0.721813,5.117647058823529,25.666666666666668,9,4,1,1,2.4970999999999997,d,2021-10-23 14:00:00,0,1,0,1,1.5340669999999998,0.25,0.3333333333333333,0.7651024012703855,0.23479164117086118,0.00735294117647058,0.9519100594502325,0.6666666666666666,0.21428571428571427
a,1.05029,0.65739,1.05029,0.65739,16.68421052631579,7.2,5,12,2,0,1.7303,w,2021-10-30 14:00:00,1,0,0,3,0.3928999999999999,0.5,0.0,0.32111927689368325,0.21131314762838535,0.1816259398496241,0.1464594737771499,0.3333333333333333,0.7857142857142857
h,2.65161,0.25416,2.65161,0.25416,6.419354838709677,16.047619047619047,10,2,2,0,2.8632,w,2021-11-06 15:00:00,1,0,0,3,2.3974499999999996,0.5,0.0,0.9108380508772936,0.06435890844156493,0.026965725806451606,0.5323612757834901,0.75,0.07142857142857142
a,1.74839,1.04224,1.74839,1.04224,17.875,11.782608695652174,9,5,3,3,1.8903,d,2021-11-20 15:00:00,0,1,0,1,0.70615,0.75,1.0,0.5782088505691251,0.3515689295668518,0.19956752232142858,0.34633663214304905,0.6666666666666666,0.2857142857142857
h,0.962129,0.454305,0.962129,0.454305,9.05,26.307692307692307,5,6,1,2,1.8547,l,2021-11-27 15:00:00,0,0,1,0,0.507824,0.25,0.6666666666666666,0.28865218922028313,0.137300297232196,0.06660156250000002,0.9798693272117251,0.3333333333333333,0.35714285714285715
a,0.707328,1.9818,0.707328,1.22063,12.636363636363637,3.8421052631578947,4,5,0,1,0.3847,l,2021-11-30 20:15:00,0,0,1,0,-0.5133020000000001,0.0,0.3333333333333333,0.19481652031600544,0.6939847343689969,0.12063717532467533,0.0,0.25,0.2857142857142857
a,0.520593,0.870376,0.520593,0.870376,14.866666666666667,7.0,3,13,0,1,0.9988,l,2021-12-05 14:00:00,0,0,1,0,-0.349783,0.0,0.3333333333333333,0.12604754518309666,0.2889343454247897,0.15424107142857144,0.1377361822355642,0.16666666666666666,0.8571428571428571
h,2.09864,1.27556,2.09864,1.27556,8.125,9.612903225806452,8,5,3,1,1.996,w,2021-12-12 16:30:00,1,0,0,3,0.82308,0.75,0.3333333333333333,0.7071955618996272,0.436600705692311,0.05266462053571429,0.2517017652788617,0.5833333333333334,0.2857142857142857
h,1.49244,0.625183,1.49244,0.625183,5.333333333333333,6.358974358974359,4,2,2,2,2.1068,d,2021-12-15 19:30:00,0,1,0,1,0.867257,0.5,0.6666666666666666,0.4839500389630094,0.19957554084940085,0.010602678571428565,0.10977691447407144,0.25,0.07142857142857142
a,0.178324,2.82148,0.178324,2.82148,14.0,5.666666666666667,2,15,0,3,0.0596,l,2021-12-26 15:00:00,0,0,1,0,-2.6431560000000003,0.0,1.0,0.0,1.0,0.14118303571428573,0.07958090529165932,0.08333333333333333,1.0
h,2.38978,0.594134,1.62862,0.594134,10.894736842105264,11.142857142857142,8,5,3,0,2.6129,w,2021-12-28 15:00:00,1,0,0,3,1.0344859999999998,0.75,0.0,0.8144138092565504,0.188259958743626,0.09439614661654136,0.3184329355969829,0.5833333333333334,0.2857142857142857
h,2.69204,2.23146,2.69204,1.47029,10.2,9.823529411764707,11,4,2,3,1.6874,l,2022-01-01 17:30:00,0,0,1,0,1.22175,0.5,1.0,0.9257272235799124,0.784971504587933,0.08392857142857142,0.2608885334108922,0.8333333333333334,0.21428571428571427
a,0.509681,2.18053,0.509681,1.41937,24.583333333333332,5.321428571428571,4,11,1,1,0.2317,d,2022-01-14 20:00:00,0,1,0,1,-0.909689,0.25,0.3333333333333333,0.1220289784620733,0.7664104367066127,0.30064174107142855,0.06452284251154107,0.25,0.7142857142857143
h,1.62615,1.49697,1.62615,0.735802,10.88888888888889,13.571428571428571,5,11,1,3,1.4757,l,2022-01-23 14:00:00,0,0,1,0,0.890348,0.25,1.0,0.5331914755711505,0.5172919689870904,0.09430803571428573,0.42435861860195245,0.3333333333333333,0.7142857142857143
a,1.22883,0.296411,0.467662,0.296411,4.62962962962963,17.52173913043478,3,2,1,1,2.3404000000000003,d,2022-02-09 19:45:00,0,1,0,1,0.171251,0.25,0.3333333333333333,0.3868702760113074,0.07975697793015046,0.0,0.596657172032031,0.16666666666666666,0.07142857142857142
a,0.49802,1.97576,0.49802,1.97576,5.7,9.08,5,7,0,0,0.2835,d,2022-02-12 15:00:00,0,1,0,1,-1.4777399999999998,0.0,0.0,0.11773457720347233,0.6917835003222037,0.016127232142857145,0.2284584142680558,0.3333333333333333,0.42857142857142855
h,0.624023,1.12339,0.624023,1.12339,14.5,5.696969696969697,3,7,0,1,0.8432,l,2022-02-19 15:00:00,0,0,1,0,-0.4993670000000001,0.0,0.3333333333333333,0.16413775375672643,0.3811434565365973,0.14871651785714288,0.08090261613129351,0.16666666666666666,0.42857142857142855
a,0.818403,1.71917,0.818403,1.71917,10.92,26.76923076923077,2,4,4,1,0.5962999999999999,w,2022-02-23 19:30:00,1,0,0,3,-0.900767,1.0,0.3333333333333333,0.2357221561790619,0.5982711420330233,0.09477678571428572,1.0,0.08333333333333333,0.21428571428571427
h,1.03765,0.255988,1.03765,0.255988,21.625,8.333333333333334,7,2,1,1,2.1414,d,2022-02-26 15:00:00,0,1,0,1,0.781662,0.25,0.3333333333333333,0.316464338903055,0.06502510973917053,0.25606863839285715,0.19589145917946907,0.5,0.07142857142857142
a,2.53759,0.710865,1.77642,0.710865,14.8,4.818181818181818,9,8,2,0,2.7151,w,2022-03-05 15:00:00,1,0,0,3,1.0655550000000005,0.5,0.0,0.8688478586548701,0.23080172223968712,0.15323660714285717,0.04257300178190166,0.6666666666666666,0.5
h,0.474002,2.04021,0.474002,2.04021,32.36363636363637,4.290322580645161,6,14,0,0,0.2973,d,2022-03-14 20:00:00,0,1,0,1,-1.566208,0.0,0.0,0.10888945848045735,0.7152718338182,0.41786728896103903,0.019549651672144584,0.4166666666666667,0.9285714285714286
h,1.39707,1.05199,0.635906,1.05199,22.375,5.555555555555555,1,8,3,0,1.6827,w,2022-04-04 19:00:00,1,0,0,3,-0.416084,0.75,0.0,0.4488280898992265,0.355122246115897,0.26736886160714285,0.07473463221300056,0.0,0.5
a,1.52767,0.879235,0.675821,0.879235,16.15,10.757575757575758,6,4,1,2,1.9377,l,2022-04-10 13:00:00,0,0,1,0,-0.2034139999999999,0.25,0.6666666666666666,0.49692420553024313,0.2921629435076606,0.17357700892857142,0.3016283263502052,0.4166666666666667,0.21428571428571427
a,0.432788,0.767855,0.432788,0.767855,5.393939393939394,14.148148148148149,4,5,0,1,0.9682,l,2022-04-20 18:45:00,0,0,1,0,-0.3350669999999999,0.0,0.3333333333333333,0.09371156177588831,0.25157131302226005,0.011515827922077915,0.4495130836292765,0.25,0.2857142857142857
h,1.61656,0.374044,1.61656,0.374044,5.628571428571429,6.121951219512195,7,3,0,0,2.4001,d,2022-04-25 19:00:00,0,1,0,1,1.242516,0.0,0.0,0.5296597623330078,0.10804975984317884,0.01505102040816327,0.09943880473591951,0.5,0.14285714285714285
a,0.756217,0.650256,0.756217,0.650256,10.642857142857142,10.666666666666666,5,5,2,1,1.4014,w,2022-04-30 14:00:00,1,0,0,3,0.105961,0.5,0.3333333333333333,0.21282089242232072,0.20871321324265316,0.09060108418367346,0.2976631938313026,0.3333333333333333,0.2857142857142857
h,2.49142,0.255373,1.73025,0.255373,7.529411764705882,12.52,7,1,1,0,2.8436,w,2022-05-07 14:00:00,1,0,0,3,1.474877,0.25,0.0,0.851844813795115,0.06480097746453846,0.043690913865546216,0.37849902878333036,0.5,0.0
a,1.39009,0.799443,1.39009,0.799443,8.785714285714286,13.727272727272727,5,3,1,1,1.9622,d,2022-05-15 13:00:00,0,1,0,1,0.590647,0.25,0.3333333333333333,0.4462575624328827,0.26308332975572063,0.06261957908163267,0.43115598863435695,0.3333333333333333,0.14285714285714285
a,1.6023,0.813157,1.6023,0.813157,7.117647058823529,13.55,3,4,2,3,2.1339,l,2022-05-19 18:45:00,0,0,1,0,0.789143,0.5,1.0,0.524408226277125,0.26808129725865454,0.03748686974789915,0.42342398022249694,0.16666666666666666,0.21428571428571427
h,0.354618,0.782005,0.354618,0.782005,15.5,5.888888888888889,4,5,1,0,0.8426,w,2022-05-22 15:00:00,1,0,0,3,-0.4273869999999999,0.25,0.0,0.064923863775302,0.25672817755241284,0.16378348214285715,0.0892734514489768,0.25,0.2857142857142857
