h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,1.7289,1.42103,1.7289,1.42103,9.961538461538462,10.090909090909092,5,7,2,1,1.6190000000000002,w,2022-08-07 13:00:00,1,0,0,3,0.3078700000000001,0.3333333333333333,0.2,0.36472726057243227,0.3148071145484647,0.3515787047706845,0.11622554660529347,0.15,0.4666666666666667
h,1.60835,0.183952,1.60835,0.183952,6.291666666666667,9.294117647058824,15,2,0,0,2.5527,d,2022-08-13 14:00:00,0,1,0,1,1.424398,0.0,0.0,0.3280956099754776,0.0,0.16465967580855806,0.09605361131794492,0.65,0.13333333333333333
a,1.82645,0.768634,1.06528,0.768634,18.857142857142858,26.1,2,6,2,0,2.2613,w,2022-08-21 13:00:00,1,0,0,3,0.2966459999999999,0.3333333333333333,0.0,0.3943698778742399,0.14878775093278312,0.804662035360353,0.5215189873417722,0.0,0.4
h,1.60986,1.14874,1.60986,1.14874,12.35,5.5,6,5,1,0,1.7092,w,2022-08-27 14:00:00,1,0,0,3,0.46112,0.16666666666666666,0.0,0.3285544552048547,0.2455157447072733,0.47323115925328413,0.0,0.2,0.3333333333333333
a,1.75359,1.07093,0.992416,1.07093,6.6,14.090909090909092,4,7,1,2,1.9696,l,2022-08-30 18:30:00,0,0,1,0,-0.0785139999999999,0.16666666666666666,0.4,0.37222983587926595,0.22571493862793465,0.1803641392025812,0.21749136939010358,0.1,0.4666666666666667
h,2.73166,1.06549,1.97049,1.06549,11.84,45.0,10,4,5,2,2.4690000000000003,w,2022-09-04 13:00:00,1,0,0,3,0.905,0.8333333333333334,0.4,0.6694369574003227,0.2243305871940367,0.4472551279096566,1.0,0.4,0.26666666666666666
a,2.36567,2.1515,2.36567,2.1515,17.333333333333332,12.95,7,13,3,3,1.5401,d,2022-10-01 14:00:00,0,1,0,1,0.2141700000000002,0.5,0.6,0.558223205413766,0.5006944660042476,0.7270492432972266,0.18860759493670884,0.25,0.8666666666666667
h,0.899735,0.771641,0.899735,0.771641,14.333333333333334,14.166666666666666,15,6,0,1,1.4115000000000002,l,2022-10-08 16:30:00,0,0,1,0,0.1280939999999999,0.0,0.2,0.11276805221719481,0.1495529613669249,0.5742490589229469,0.21940928270042193,0.65,0.4
a,2.15668,1.90636,2.15668,1.1452,3.96,13.0,14,8,0,2,1.536,l,2022-10-14 19:00:00,0,0,1,0,1.0114800000000002,0.0,0.4,0.4947172024419075,0.4383121295142199,0.04589997695321503,0.189873417721519,0.6,0.5333333333333333
h,2.10188,0.195003,2.10188,0.195003,7.764705882352941,20.0,15,1,0,0,2.7455,d,2022-10-18 18:30:00,0,1,0,1,1.906877,0.0,0.0,0.4780650709386879,0.0028122183264718036,0.23968656372436045,0.3670886075949367,0.65,0.06666666666666667
a,0.52863,1.86239,0.52863,1.10122,13.588235294117647,12.0,5,14,1,3,0.3611999999999999,l,2022-10-22 14:00:00,0,0,1,0,-0.57259,0.16666666666666666,0.6,0.0,0.42712280367809957,0.5362986863332565,0.16455696202531644,0.15,0.9333333333333333
h,2.881,1.07554,2.881,1.07554,22.692307692307693,12.5,5,8,4,1,2.5709,w,2022-10-29 14:00:00,1,0,0,3,1.80546,0.6666666666666666,0.2,0.714817054456724,0.2268880746776166,1.0,0.17721518987341772,0.15,0.5333333333333333
a,1.87375,1.29252,1.87375,0.53135,8.928571428571429,21.944444444444443,18,2,3,2,1.8117,w,2022-11-05 15:00:00,1,0,0,3,1.3424,0.5,0.4,0.40874297678121596,0.2821043566862902,0.29896618707404604,0.4163150492264416,0.8,0.13333333333333333
h,0.829107,1.15437,0.829107,0.393198,4.96875,16.38888888888889,7,6,1,2,0.965,l,2022-11-13 14:00:00,0,0,1,0,0.435909,0.16666666666666666,0.4,0.09130625032286295,0.24694844665081106,0.09727903894906662,0.27566807313642755,0.25,0.4
a,1.00714,1.70709,1.00714,0.857921,11.0625,20.227272727272727,10,5,3,1,0.7412000000000001,w,2022-12-26 15:00:00,1,0,0,3,0.1492189999999998,0.5,0.2,0.14540531835046655,0.38760262395671047,0.4076544134593224,0.3728423475258918,0.4,0.3333333333333333
h,1.15663,3.22106,1.15663,3.22106,8.125,15.5,9,8,2,4,0.2419,l,2022-12-31 17:30:00,0,0,1,0,-2.06443,0.3333333333333333,0.8,0.19083099605879297,0.7728722085851164,0.2580375662595068,0.25316455696202533,0.35,0.5333333333333333
a,2.50731,1.16896,2.50731,0.407788,21.2,22.333333333333332,4,4,4,1,2.3118,w,2023-01-03 19:45:00,1,0,0,3,2.099522,0.6666666666666666,0.2,0.6012634956713574,0.25066125683841617,0.9239917031574094,0.4261603375527426,0.1,0.26666666666666666
h,2.40062,1.28853,2.40062,1.28853,13.0,15.481481481481481,13,5,3,0,2.1797,w,2023-01-14 15:00:00,1,0,0,3,1.11209,0.5,0.0,0.5688434973122608,0.281088995983854,0.5063378658677115,0.25269573370839193,0.55,0.3333333333333333
a,1.94491,1.35941,1.94491,1.35941,9.80952380952381,32.81818181818182,12,2,2,2,1.83,d,2023-01-21 15:00:00,0,1,0,1,0.5854999999999999,0.3333333333333333,0.4,0.4303664380543747,0.2991262808431718,0.34383608248554093,0.6915995397008056,0.5,0.13333333333333333
