date,deep,deep_allowed,draws,h_a,loses,missed,npxG,npxGA,npxGD,ppda,ppda_allowed,pts,result,scored,wins,xG,xGA,xpts,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
2019-08-10 15:00:00,7,5,0,h,1,3,0.670022,0.855516,-0.185494,9.785714285714286,11.5,0,l,0,0,0.670022,0.855516,1.0922,0.0,0.375,0.14207441090312348,0.10109567202467945,0.1836734693877551,0.40235140431090793,0.3157894736842105,0.3333333333333333
2019-08-17 15:00:00,3,4,0,a,1,1,1.17279,0.832913,0.339877,3.925,8.863636363636363,0,l,0,0,1.17279,0.832913,1.663,0.0,0.125,0.2748068024136234,0.09757739912419086,0.0,0.26459236387387924,0.10526315789473684,0.25
2019-08-24 15:00:00,20,10,0,h,1,3,2.29348,2.69651,-0.4030299999999998,9.285714285714286,12.947368421052632,0,l,1,0,2.29348,3.45768,0.6389,0.3333333333333333,0.375,0.5706726169481646,0.5061358473919749,0.16800358168861695,0.47798136752724407,1.0,0.75
2019-08-31 15:00:00,6,2,1,a,0,1,1.1068,1.04131,0.06549,12.0,19.6,1,d,1,0,1.1068,1.04131,1.3861,0.3333333333333333,0.125,0.25738522722232665,0.13001546122405017,0.2530686863410812,0.8256041802743306,0.2631578947368421,0.08333333333333333
2019-09-15 15:30:00,12,7,1,h,0,2,2.07092,1.00616,1.0647600000000002,9.071428571428571,21.416666666666668,1,d,2,0,2.83209,1.00616,2.5551,0.6666666666666666,0.25,0.7128674133382895,0.12454418340906215,0.16128791553184343,0.9205312431961682,0.5789473684210527,0.5
2019-09-21 14:00:00,1,13,0,a,1,8,0.344718,5.86932,-5.524602,35.833333333333336,11.333333333333334,0,l,0,0,0.344718,6.63049,0.0004,0.0,1.0,0.05619309409709829,1.0,1.0,0.3936424994556935,0.0,1.0
2019-09-28 14:00:00,10,5,0,a,1,2,1.06615,1.16363,-0.09748,11.380952380952381,22.9375,0,l,0,0,1.06615,1.16363,1.1868,0.0,0.25,0.24665349466396605,0.14905519670994866,0.23366787299929112,1.0,0.47368421052631576,0.3333333333333333
2019-10-05 15:00:00,2,5,1,h,0,0,1.44318,0.353724,1.089456,19.375,6.7272727272727275,1,d,0,0,1.44318,0.353724,2.3876,0.0,0.0,0.3461906441468364,0.022989173096131518,0.48419952990336895,0.15296003800249394,0.05263157894736842,0.3333333333333333
2019-10-19 15:00:00,2,10,1,a,0,1,0.846851,0.891617,-0.0447659999999999,18.894736842105264,7.434782608695652,1,d,1,0,0.846851,0.891617,1.2518,0.3333333333333333,0.125,0.18875784353688335,0.10671497786817537,0.469148190402881,0.18992985545111182,0.05263157894736842,0.75
2019-10-26 15:00:00,5,3,1,h,0,0,0.674903,0.899526,-0.224623,13.153846153846153,9.368421052631579,1,d,0,0,0.674903,0.899526,1.1382,0.0,0.0,0.14336301081990965,0.10794605429033015,0.2892299656467846,0.29096909484684935,0.21052631578947367,0.16666666666666666
2019-11-02 17:30:00,6,8,0,h,1,2,0.713228,2.18313,-1.4699019999999998,20.2,11.263157894736842,0,l,1,0,1.4744,2.18313,0.8637,0.3333333333333333,0.25,0.3544328259542661,0.30774560161408143,0.5100548446069469,0.3899755921482348,0.2631578947368421,0.5833333333333334
2019-11-08 20:00:00,3,11,0,a,0,0,1.36017,0.62104,0.7391300000000001,15.545454545454545,7.578947368421052,3,w,2,1,1.36017,0.62104,1.9645,0.6666666666666666,0.0,0.32427573345385957,0.06459827979289776,0.3641824354804245,0.197462958506652,0.10526315789473684,0.8333333333333334
2019-11-23 15:00:00,5,2,0,h,1,3,0.902384,1.90164,-0.999256,5.947368421052632,11.625,0,l,0,0,0.902384,2.66281,0.275,0.0,0.375,0.20341873662823481,0.38241025431090775,0.06338057208835618,0.4088830829523188,0.21052631578947367,0.08333333333333333
2019-11-30 17:30:00,5,8,0,a,1,2,0.504005,1.9671,-1.463095,14.2,7.555555555555555,0,l,1,0,0.504005,1.9671,0.2309999999999999,0.3333333333333333,0.25,0.09824538152695263,0.27411942390791194,0.32201619221728905,0.19624065607083244,0.21052631578947367,0.5833333333333334
2019-12-04 19:30:00,4,9,0,a,1,2,0.199733,1.52619,-1.326457,13.541666666666666,7.190476190476191,0,l,0,0,0.199733,2.28735,0.0991,0.0,0.25,0.01791658130561228,0.3239679792493034,0.3013841734134239,0.1771640073403627,0.15789473684210525,0.6666666666666666
2019-12-07 15:00:00,7,2,1,h,0,0,1.57132,0.210746,1.3605740000000002,10.5,9.05,1,d,0,0,1.57132,0.210746,2.5715000000000003,0.0,0.0,0.3800200220073118,0.0007339139373447628,0.20605902324366676,0.2743305029392554,0.3157894736842105,0.08333333333333333
2019-12-14 12:30:00,7,10,0,a,1,2,1.01166,1.56674,-0.55508,17.772727272727273,5.038461538461538,0,l,0,0,1.01166,1.56674,0.9172,0.0,0.25,0.23226795697380453,0.2118013361125038,0.4339846625038581,0.06471386223182435,0.3157894736842105,0.75
2019-12-22 14:00:00,8,8,0,h,0,0,0.83174,1.5309,-0.6991599999999999,8.875,5.416666666666667,3,w,2,1,1.59291,1.5309,1.4184,0.6666666666666666,0.0,0.38571985241161694,0.20622265625790434,0.15513188822146776,0.08447637709558026,0.3684210526315789,0.5833333333333334
2019-12-26 15:00:00,6,6,1,a,0,1,0.596611,1.28364,-0.6870289999999999,20.428571428571427,13.2,1,d,1,0,0.596611,2.04481,0.3238999999999999,0.3333333333333333,0.125,0.12269366751218111,0.2862153840502368,0.5172182218408387,0.4911822338340953,0.2631578947368421,0.4166666666666667
2019-12-28 15:00:00,8,6,0,h,0,0,2.49197,0.610997,1.880973,8.76,16.0,3,w,3,1,3.25314,0.610997,2.8371,1.0,0.0,0.8240259863689836,0.0630350353235969,0.15152781405066595,0.6374918354016982,0.3684210526315789,0.4166666666666667
2020-01-01 15:00:00,7,7,0,h,0,1,1.07053,1.23252,-0.16199,20.11764705882353,8.45,3,w,2,1,1.07053,1.23252,1.2322,0.6666666666666666,0.125,0.24780982894700712,0.15977827860680566,0.5074739219270888,0.24297844546048333,0.3157894736842105,0.5
2020-01-12 14:00:00,7,5,0,a,0,0,2.29827,0.320447,1.977823,11.44,13.066666666666666,3,w,3,1,2.29827,0.320447,2.7243,1.0,0.0,0.5719371925682026,0.01780943733939309,0.23551841211804647,0.4842151099499238,0.3157894736842105,0.3333333333333333
2020-01-18 12:30:00,9,13,1,h,0,0,1.63057,1.76697,-0.1363999999999998,9.166666666666666,7.294117647058823,1,d,0,0,2.39174,1.76697,1.8391,0.0,0.0,0.5966135773709077,0.24296816276670144,0.16427265604596497,0.18257962884696663,0.42105263157894735,1.0
2020-01-21 19:30:00,1,6,0,a,1,2,1.81101,1.06739,0.74362,9.272727272727273,6.173913043478261,0,l,1,0,1.81101,1.06739,2.0249,0.3333333333333333,0.25,0.44329896362879867,0.13407494701110242,0.16759657161850947,0.12404509698122854,0.0,0.4166666666666667
2020-02-01 15:00:00,2,5,0,h,1,3,0.919248,2.70178,-1.7825319999999998,9.24,8.285714285714286,0,l,2,0,0.919248,2.70178,0.2358,0.6666666666666666,0.375,0.20787088762120387,0.38847613472200543,0.1665709062418386,0.234393953531772,0.05263157894736842,0.3333333333333333
2020-02-08 17:30:00,3,7,1,a,0,1,0.280048,0.76201,-0.4819619999999999,15.363636363636363,7.15,1,d,1,0,0.280048,0.76201,0.7739,0.3333333333333333,0.125,0.039120003210279655,0.08654098345090225,0.35848429449891966,0.1750489875898106,0.10526315789473684,0.5
2020-02-23 14:00:00,3,8,0,a,1,3,0.294956,1.74303,-1.448074,9.18421052631579,9.181818181818182,0,l,0,0,0.294956,2.5042,0.1311999999999999,0.0,0.375,0.04305576382479476,0.3577217941619676,0.16482247666698738,0.2812184549611068,0.10526315789473684,0.5833333333333334
2020-02-29 17:30:00,6,12,0,h,0,0,2.71351,0.206031,2.507479,33.18181818181818,11.545454545454545,3,w,3,1,2.71351,0.206031,2.8941999999999997,1.0,0.0,0.6815619066526709,0.0,0.9169021106863884,0.40472656018051184,0.2631578947368421,0.9166666666666666
2020-03-07 15:00:00,7,10,0,a,1,1,0.449161,0.856107,-0.406946,5.838709677419355,10.318181818181818,0,l,0,0,0.449161,0.856107,0.8918999999999999,0.0,0.125,0.08376638668240828,0.10118766420643358,0.0599752314678304,0.3405973517012054,0.3157894736842105,0.75
2020-06-20 11:30:00,5,3,1,h,0,1,1.00765,1.05245,-0.0448000000000001,13.380952380952381,3.8,1,d,1,0,1.00765,1.05245,1.3024,0.3333333333333333,0.125,0.2312093038973217,0.1317494593708202,0.2963474237958438,0.0,0.21052631578947367,0.16666666666666666
