h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,1.92315,0.541983,1.16198,0.541983,6.1923076923076925,12.0,7,3,1,0,2.4766,w,2022-08-06 16:30:00,1,0,0,3,0.619997,0.3333333333333333,0.0,0.7658577568696312,0.07198290372668505,0.1367706730096544,0.18192873647087437,0.29411764705882354,0.11764705882352941
h,1.83945,1.58708,1.83945,1.58708,6.655172413793103,12.285714285714286,12,2,2,2,1.554,d,2022-08-14 15:30:00,0,1,0,1,0.25237,0.6666666666666666,0.5,0.7272621215425897,0.2933973970428125,0.1595026608704882,0.19054568197216867,0.5882352941176471,0.058823529411764705
a,0.692492,2.20971,0.692492,2.20971,4.633333333333334,8.5625,7,1,0,3,0.2243,l,2022-08-21 13:00:00,0,0,1,0,-1.5172179999999995,0.0,0.75,0.19837833775008198,0.4253079335513092,0.0602070798936617,0.07825611090842759,0.29411764705882354,0.0
h,1.74916,1.96023,1.74916,1.96023,11.24,21.5,3,10,2,1,1.2501,w,2022-08-27 14:00:00,1,0,0,3,-0.2110699999999998,0.6666666666666666,0.25,0.6856277139717585,0.37245304276843694,0.3846704911151532,0.4684421743889091,0.058823529411764705,0.5294117647058824
a,1.5047,1.44086,1.5047,1.44086,3.4074074074074074,12.125,7,3,1,2,1.4181,l,2022-08-30 18:45:00,0,0,1,0,0.0638399999999999,0.3333333333333333,0.5,0.5729026361695054,0.262419193859104,0.0,0.18569865012769063,0.29411764705882354,0.11764705882352941
h,0.707333,1.4196,0.707333,1.4196,9.647058823529411,23.357142857142858,4,1,2,1,0.5895,w,2022-09-03 14:00:00,1,0,0,3,-0.712267,0.6666666666666666,0.25,0.20522180040108107,0.257915045317963,0.3064387361212849,0.524452320147322,0.11764705882352941,0.0
a,1.25506,0.70987,1.25506,0.70987,7.8076923076923075,17.0,12,2,2,1,1.8501,w,2022-10-01 14:00:00,1,0,0,3,0.5451900000000001,0.6666666666666666,0.25,0.4577889634927714,0.1075514825661274,0.2161046592976074,0.33272528274352425,0.5882352941176471,0.058823529411764705
h,2.43092,0.748449,2.43092,0.748449,11.291666666666666,39.125,11,4,3,0,2.4922999999999997,w,2022-10-08 14:00:00,1,0,0,3,1.682471,1.0,0.0,1.0,0.1157248384724623,0.38720791940674404,1.0,0.5294117647058824,0.17647058823529413
a,1.23643,2.44542,1.23643,2.44542,13.533333333333333,14.037037037037036,5,6,2,0,0.5770000000000001,w,2022-10-16 13:00:00,1,0,0,3,-1.20899,0.6666666666666666,0.0,0.4491983220812685,0.47524550893382816,0.4972995662515741,0.24336436643380582,0.17647058823529413,0.29411764705882354
a,0.557405,1.45228,0.557405,1.45228,10.5,16.705882352941178,14,7,0,0,0.5537,d,2022-10-19 18:30:00,0,1,0,1,-0.894875,0.0,0.0,0.13608719570200484,0.2648386377132823,0.34832796977752906,0.3238548976686625,0.7058823529411765,0.35294117647058826
h,1.20238,0.730935,0.441206,0.730935,16.0,16.307692307692307,3,8,1,1,1.8624,d,2022-10-22 15:30:00,0,1,0,1,-0.289729,0.3333333333333333,0.25,0.4334972302905187,0.11201431836194753,0.6184413040436546,0.3118457609519265,0.058823529411764705,0.4117647058823529
a,1.07554,2.881,1.07554,2.881,12.5,22.692307692307693,8,5,1,4,0.296,l,2022-10-29 14:00:00,0,0,1,0,-1.80546,0.3333333333333333,1.0,0.37500893417484427,0.5675275889691156,0.4465510004197565,0.5044013508077718,0.35294117647058826,0.23529411764705882
h,0.278815,2.37846,0.278815,2.37846,8.551724137931034,5.967741935483871,5,3,0,1,0.1101999999999999,l,2022-11-06 12:00:00,0,0,1,0,-2.099645,0.0,0.25,0.00762413661287102,0.4610593477713256,0.2526451899277729,0.0,0.17647058823529413,0.11764705882352941
a,0.359105,1.3601,0.359105,1.3601,10.681818181818182,8.485714285714286,2,7,0,1,0.461,l,2022-11-12 17:30:00,0,0,1,0,-1.000995,0.0,0.25,0.044647357167329385,0.24530936148927573,0.3572573361995497,0.07594030680495474,0.0,0.35294117647058826
h,1.91378,0.44307,1.91378,0.44307,10.470588235294118,15.291666666666666,7,4,2,0,2.4991,w,2022-12-27 17:30:00,1,0,0,3,1.47071,0.6666666666666666,0.0,0.7615370746352897,0.05102717255782884,0.3468835134445551,0.28120312943370224,0.29411764705882354,0.17647058823529413
a,1.37305,0.985219,1.37305,0.985219,6.136363636363637,19.291666666666668,6,10,1,1,1.7223000000000002,d,2023-01-01 16:30:00,0,1,0,1,0.3878310000000001,0.3333333333333333,0.25,0.5121963590989558,0.16588698570134103,0.13402317564903266,0.40184036645182214,0.23529411764705882,0.5294117647058824
h,0.493576,1.71972,0.493576,1.71972,13.583333333333334,12.76923076923077,5,10,0,1,0.3875,l,2023-01-05 20:00:00,0,0,1,0,-1.226144,0.0,0.25,0.10665445009519799,0.3214985382703264,0.4997551420176298,0.20512820512820515,0.17647058823529413,0.5294117647058824
a,2.39911,0.711266,2.39911,0.711266,8.73076923076923,14.590909090909092,7,2,1,2,2.5559,l,2023-01-12 19:00:00,0,0,1,0,1.687844,0.3333333333333333,0.5,0.9853318141009176,0.10784723945057861,0.2614383657478662,0.26006876499397485,0.29411764705882354,0.058823529411764705
h,2.12987,0.837366,2.12987,0.837366,5.739130434782608,11.5,9,3,1,0,2.3394,w,2023-01-15 14:00:00,1,0,0,3,1.292504,0.3333333333333333,0.0,0.8611802148720926,0.13456281475809906,0.11451445118353093,0.1668490818436094,0.4117647058823529,0.11764705882352941
a,1.84467,1.30125,1.84467,1.30125,9.814814814814815,10.5625,7,7,0,0,1.7713,d,2023-01-21 12:30:00,0,1,0,1,0.54342,0.0,0.0,0.7296691611651364,0.23284138681165814,0.31467748705750664,0.13857472941748752,0.29411764705882354,0.35294117647058826
h,1.41471,0.493341,1.41471,0.493341,4.2727272727272725,19.727272727272727,5,5,0,0,2.1542,d,2023-02-03 20:00:00,0,1,0,1,0.921369,0.0,0.0,0.5314065642091653,0.06167759830155887,0.04249716982332064,0.4149779443467878,0.17647058823529413,0.23529411764705882
a,0.900465,1.07615,0.900465,1.07615,5.65,21.333333333333332,10,6,1,1,1.1671,d,2023-02-11 12:30:00,0,1,0,1,-0.1756849999999999,0.3333333333333333,0.25,0.29427857748569497,0.1851516484950614,0.11013712047012734,0.46341562284648746,0.47058823529411764,0.29411764705882354
h,1.61723,0.619532,1.61723,0.619532,5.862068965517241,7.119047619047619,11,3,0,1,2.2223,l,2023-02-18 15:00:00,0,0,1,0,0.997698,0.0,0.25,0.6247923236647501,0.08841245289022906,0.12055214871926005,0.03472258415709709,0.5294117647058824,0.11764705882352941
a,0.262281,0.926313,0.262281,0.926313,8.033333333333333,11.48,5,5,0,2,0.5469999999999999,l,2023-02-26 13:30:00,0,0,1,0,-0.6640320000000001,0.0,0.5,0.0,0.15340714685070825,0.22718623198544843,0.1662458956585188,0.17647058823529413,0.23529411764705882
