name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Gabriel Fernando de Jesus,Arsenal,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,4.0,3.66,4.95,0.06,0.0
Gabriel Fernando de Jesus,Arsenal,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,4.0,3.66,4.95,0.06,1.0
Gabriel Fernando de Jesus,Arsenal,Fulham,2023-08-26,True,1,1.0,1.42,1.0,1.11,1,6.0,3.0,3.8,0,0,0.33,0.81,0.33,3.0,4.0,3.66,4.95,0.06,6.0
Gabriel Fernando de Jesus,Arsenal,Manchester United,2023-09-03,True,14,0.0,0.0,0.0,0.23,6,0.0,4.0,6.9,2,0,1.75,0.61,3.75,3.0,4.0,3.66,4.95,0.06,1.0
Gabriel Fernando de Jesus,Arsenal,Everton,,False,24,,,,,1,,,0.3,0,0,1.6,0.48,7.8,3.0,4.0,3.66,4.95,0.06,2.0
Gabriel Fernando de Jesus,Arsenal,Tottenham,,True,76,,,,,2,,,4.5,0,1,2.0,0.48,19.17,3.0,4.0,3.66,4.95,0.06,5.0
Gabriel Fernando de Jesus,Arsenal,Bournemouth,2023-09-30,False,90,0.0,0.05,0.0,0.55,5,2.0,3.0,6.5,0,1,3.0,0.5,29.29,3.0,4.0,3.66,4.95,0.06,1.0
Gabriel Fernando de Jesus,Arsenal,Manchester City,,True,90,,,,,1,,,3.4,0,1,3.0,0.01,36.88,3.0,4.0,3.66,4.95,0.06,2.0
Gabriel Fernando de Jesus,Arsenal,Chelsea,2023-10-21,False,67,0.0,0.08,1.0,0.56,2,2.0,5.0,1.5,0,1,2.2,0.23,40.22,3.0,4.0,3.66,4.95,0.06,0.0
Gabriel Fernando de Jesus,Arsenal,Sheffield,,True,0,,,,,0,,,0.0,0,0,2.0,0.23,36.2,3.0,4.0,3.66,4.95,0.06,0.0
Gabriel Fernando de Jesus,Arsenal,Newcastle United,2023-11-04,False,0,1.0,0.17,0.0,0.02,0,3.0,1.0,0.0,0,0,1.6,0.26,32.91,3.0,4.0,3.66,4.95,0.06,0.0
Gabriel Fernando de Jesus,Arsenal,Burnley,2023-11-11,True,0,0.0,0.5,0.0,0.55,0,4.0,2.0,0.0,0,0,0.6,0.35,30.17,3.0,4.0,3.66,4.95,0.06,2.0
Gabriel Fernando de Jesus,Arsenal,Brentford,,False,65,,,,,2,,,5.4,0,1,0.8,0.35,32.85,3.0,4.0,3.66,4.95,0.06,2.0
Gabriel Fernando de Jesus,Arsenal,Wolverhampton,2023-12-02,True,66,0.0,0.0,0.0,0.11,2,0.0,1.0,4.9,0,1,0.8,0.13,35.21,3.0,4.0,3.66,4.95,0.06,11.0
Gabriel Fernando de Jesus,Arsenal,Luton,,False,90,,,,,11,,,21.5,3,1,3.0,0.13,38.87,3.0,4.0,3.66,4.95,0.06,2.0
Gabriel Fernando de Jesus,Arsenal,Aston Villa,2023-12-09,False,81,0.0,0.04,0.0,0.2,2,1.0,6.0,5.5,0,1,3.4,0.11,41.5,3.0,4.0,3.66,4.95,0.06,9.0
Gabriel Fernando de Jesus,Arsenal,Brighton,,True,80,,,,,9,,,13.3,3,1,5.2,0.01,43.76,3.0,4.0,3.66,4.95,0.06,2.0
Gabriel Fernando de Jesus,Arsenal,Liverpool,2023-12-23,False,77,0.0,0.06,0.0,0.07,2,2.0,2.0,5.8,0,1,5.2,0.02,45.61,3.0,4.0,3.66,4.95,0.06,1.0
Gabriel Fernando de Jesus,Arsenal,West Ham,,True,90,,,,,1,,,11.0,0,1,5.0,0.02,47.95,3.0,4.0,3.66,4.95,0.06,1.0
Gabriel Fernando de Jesus,Arsenal,Fulham,,False,23,,,,,1,,,0.7,0,0,3.0,0.02,46.7,3.0,4.0,3.66,4.95,0.06,5.0
Gabriel Fernando de Jesus,Arsenal,Crystal Palace,,True,80,,,,,5,,,9.3,0,1,3.6,0.01,48.29,3.0,4.0,3.66,4.95,0.06,10.0
Gabriel Fernando de Jesus,Arsenal,Nottingham Forest,,False,77,,,,,10,,,17.0,2,1,3.8,0.01,49.59,3.0,4.0,3.66,4.95,0.06,0.0
Gabriel Fernando de Jesus,Arsenal,Liverpool,2024-02-04,True,0,0.0,0.12,1.0,0.11,0,2.0,3.0,0.0,0,0,3.4,0.22,47.43,3.0,4.0,3.66,4.95,0.06,0.0
