name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jean-Philippe Mateta,Crystal Palace,Sheffield,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,0.0,3.29,0.41,0.05,1,Crystal Palace,True,Tottenham,0.96,0.69
Jean-Philippe Mateta,Crystal Palace,Tottenham,2023-10-27,True,Sub,11,0.0,0.0,0.0,0.07,1,0.0,1.0,1.8,0,False,0.0,0.0,5.5,2.0,0.0,3.29,0.41,0.05,0,Crystal Palace,False,Burnley,1.63,0.0
Jean-Philippe Mateta,Crystal Palace,Burnley,,False,,0,,,,,0,,,0.0,0,False,0.5,0.0,3.67,2.0,0.0,3.29,0.41,0.05,1,Crystal Palace,True,Everton,-0.5,0.53
Jean-Philippe Mateta,Crystal Palace,Everton,2023-11-11,True,Sub,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.33,0.0,4.5,2.0,0.0,3.29,0.41,0.05,1,Crystal Palace,False,Luton,,
Jean-Philippe Mateta,Crystal Palace,Luton,2023-11-25,False,Sub,10,0.0,0.07,0.0,0.16,1,1.0,3.0,6.3,0,False,0.5,0.0,5.6,2.0,0.0,3.29,0.41,0.05,1,Crystal Palace,False,West Ham,0.28,-0.22
Jean-Philippe Mateta,Crystal Palace,West Ham,2023-12-03,False,Sub,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,False,0.6,0.01,5.17,2.0,0.0,3.29,0.41,0.05,1,Crystal Palace,True,Bournemouth,-1.71,1.22
Jean-Philippe Mateta,Crystal Palace,Bournemouth,2023-12-06,True,Sub,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,False,0.8,0.01,5.0,2.0,0.0,3.29,0.41,0.05,7,Crystal Palace,True,Liverpool,1.86,0.18
Jean-Philippe Mateta,Crystal Palace,Liverpool,2023-12-09,True,Sub,45,1.0,0.82,0.0,0.04,7,2.0,1.0,6.8,2,False,0.8,0.01,10.0,2.0,0.0,3.29,0.41,0.05,12,Crystal Palace,False,Manchester City,-0.86,-1.32
Jean-Philippe Mateta,Crystal Palace,Manchester City,2023-12-16,False,FW,90,1.0,0.74,0.0,0.0,12,1.0,0.0,7.4,3,True,2.2,0.18,18.89,2.0,0.0,3.29,0.41,0.05,1,Crystal Palace,True,Brighton,0.52,-0.66
Jean-Philippe Mateta,Crystal Palace,Brighton,2023-12-21,True,FW,90,0.0,0.28,0.0,0.6,1,4.0,3.0,7.3,0,True,4.4,0.33,26.0,2.0,0.0,3.29,0.41,0.05,2,Crystal Palace,False,Chelsea,2.53,-0.85
