name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points
Rasmus Højlund,Man Utd,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Rasmus Højlund,Man Utd,Tottenham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Rasmus Højlund,Man Utd,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0
Rasmus Højlund,Man Utd,Arsenal,2023-09-03,False,23,0.0,0.15,0.0,0.0,1,1.0,0.0,1.3,0,0,0.25,0.04,5.75,2.0
Rasmus Højlund,Man Utd,Brighton,2023-09-16,True,63,0.0,0.04,0.0,0.14,2,1.0,2.0,3.4,0,1,0.6,0.04,17.2,2.0
Rasmus Højlund,Man Utd,Burnley,2023-09-23,False,90,0.0,0.18,0.0,0.0,2,2.0,0.0,1.9,0,1,1.0,0.07,29.33,2.0
Rasmus Højlund,Man Utd,Crystal Palace,2023-09-30,True,90,0.0,0.65,0.0,0.03,2,3.0,1.0,4.6,0,1,1.4,0.2,38.0,2.0
Rasmus Højlund,Man Utd,Brentford,2023-10-07,True,90,0.0,0.06,0.0,0.05,2,2.0,1.0,4.0,0,1,1.8,0.22,44.5,2.0
Rasmus Højlund,Man Utd,Sheffield,2023-10-21,False,62,0.0,0.59,0.0,0.0,2,2.0,0.0,4.8,0,1,2.0,0.31,46.44,2.0
Rasmus Højlund,Man Utd,Manchester City,2023-10-29,True,72,0.0,0.0,0.0,0.2,2,0.0,2.0,3.2,0,1,2.0,0.3,49.0,2.0
Rasmus Højlund,Man Utd,Fulham,2023-11-04,False,78,0.0,0.0,0.0,0.04,2,0.0,1.0,2.9,0,1,2.0,0.26,51.64,2.0
Rasmus Højlund,Man Utd,Luton,2023-11-11,True,78,0.0,1.33,0.0,0.0,2,3.0,0.0,5.6,0,1,2.0,0.4,53.83,0.0
Rasmus Højlund,Man Utd,Everton,,False,0,,,,,0,,,0.0,0,0,1.6,0.38,49.69,1.0
Rasmus Højlund,Man Utd,Newcastle United,2023-12-02,False,29,0.0,0.0,0.0,0.04,1,0.0,1.0,1.5,0,0,1.4,0.27,48.21,2.0
Rasmus Højlund,Man Utd,Chelsea,2023-12-06,True,83,0.0,0.05,0.0,0.21,2,1.0,2.0,5.3,0,1,1.4,0.28,50.53,0.0
Rasmus Højlund,Man Utd,Bournemouth,2023-12-09,True,34,0.0,0.07,0.0,0.05,0,1.0,1.0,1.9,0,0,1.0,0.29,49.5,2.0
Rasmus Højlund,Man Utd,Liverpool,2023-12-17,False,90,0.0,0.45,0.0,0.0,2,2.0,0.0,2.6,0,1,1.0,0.12,51.88,1.0
Rasmus Højlund,Man Utd,West Ham,2023-12-23,False,56,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,1,1.2,0.12,52.11,7.0
Rasmus Højlund,Man Utd,Aston Villa,2023-12-26,True,88,1.0,0.11,0.0,0.05,7,1.0,1.0,7.3,1,1,2.4,0.14,54.0,0.0
Rasmus Højlund,Man Utd,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,2.0,0.13,51.3,11.0
Rasmus Højlund,Man Utd,Tottenham,2024-01-14,True,90,1.0,0.09,1.0,0.1,11,1.0,1.0,9.0,3,1,4.2,0.33,53.14,10.0
Rasmus Højlund,Man Utd,Wolverhampton,2024-02-01,False,85,1.0,1.32,1.0,0.14,10,2.0,2.0,13.4,1,1,5.8,0.7,54.59,8.0
Rasmus Højlund,Man Utd,West Ham,2024-02-04,True,87,1.0,0.22,0.0,0.0,8,2.0,0.0,6.6,2,1,7.2,0.75,56.0,6.0
Rasmus Højlund,Man Utd,Aston Villa,2024-02-11,False,90,1.0,1.06,0.0,0.0,6,2.0,0.0,7.4,0,1,7.0,0.94,57.42,13.0
Rasmus Højlund,Man Utd,Luton,2024-02-18,False,85,2.0,1.43,0.0,0.12,13,3.0,2.0,17.4,3,1,9.6,1.22,58.52,0.0
Rasmus Højlund,Man Utd,Fulham,,True,0,,,,,0,,,0.0,0,0,7.4,1.0,56.27,0.0
