name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ollie Watkins,Aston Villa,Newcastle United,2023-08-12,False,FW,90,0.0,0.37,1.0,0.1,5,2.0,2.0,8.5,0,True,0.0,0.0,90.0,15.0,6.0,17.47,3.67,0.06,2,Aston Villa,True,Luton,,
Ollie Watkins,Aston Villa,Luton,2023-10-29,True,FW,90,0.0,1.19,0.0,0.68,2,2.0,2.0,9.0,0,True,5.0,1.37,90.0,15.0,6.0,17.47,3.67,0.06,2,Aston Villa,False,Nottingham Forest,2.68,-0.55
Ollie Watkins,Aston Villa,Nottingham Forest,2023-11-05,False,FW,90,0.0,0.34,0.0,0.0,2,2.0,0.0,4.5,0,True,3.5,1.28,90.0,15.0,6.0,17.47,3.67,0.06,6,Aston Villa,True,Fulham,-1.21,-0.13
Ollie Watkins,Aston Villa,Fulham,2023-11-12,True,FW,90,1.0,1.7,0.0,0.04,6,3.0,1.0,9.7,1,True,3.0,0.97,90.0,15.0,6.0,17.47,3.67,0.06,5,Aston Villa,False,Tottenham,-0.44,-0.36
Ollie Watkins,Aston Villa,Tottenham,2023-11-26,False,FW,90,1.0,1.17,0.0,0.03,5,3.0,1.0,7.9,0,True,3.75,1.15,90.0,15.0,6.0,17.47,3.67,0.06,11,Aston Villa,False,Bournemouth,4.38,0.19
Ollie Watkins,Aston Villa,Bournemouth,2023-12-03,False,FW,90,1.0,0.13,1.0,0.14,11,2.0,2.0,11.4,2,True,4.0,1.15,90.0,15.0,6.0,17.47,3.67,0.06,1,Aston Villa,True,Manchester City,-0.28,-0.96
Ollie Watkins,Aston Villa,Manchester City,2023-12-06,True,FW,89,0.0,0.31,0.0,0.07,1,4.0,1.0,6.0,0,True,5.2,1.11,89.86,15.0,6.0,17.47,3.67,0.06,2,Aston Villa,True,Arsenal,1.9,-0.11
Ollie Watkins,Aston Villa,Arsenal,2023-12-09,True,FW,90,0.0,0.21,0.0,0.0,2,3.0,0.0,3.2,0,True,5.0,0.93,89.88,15.0,6.0,17.47,3.67,0.06,9,Aston Villa,False,Brentford,0.23,-0.53
Ollie Watkins,Aston Villa,Brentford,2023-12-17,False,FW,90,1.0,0.12,0.0,0.17,9,2.0,2.0,10.8,3,True,5.0,0.9,89.89,15.0,6.0,17.47,3.67,0.06,2,Aston Villa,True,Sheffield,,0.68
Ollie Watkins,Aston Villa,Sheffield,2023-12-22,True,FW,90,0.0,0.22,0.0,0.02,2,3.0,1.0,5.3,0,True,5.6,0.59,89.9,15.0,6.0,17.47,3.67,0.06,2,Aston Villa,False,Manchester United,-0.31,-0.63
