name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points
Deivid Washington de Souza Eugênio,Chelsea,Luton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Deivid Washington de Souza Eugênio,Chelsea,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Deivid Washington de Souza Eugênio,Chelsea,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Deivid Washington de Souza Eugênio,Chelsea,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Deivid Washington de Souza Eugênio,Chelsea,Fulham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Deivid Washington de Souza Eugênio,Chelsea,Burnley,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Deivid Washington de Souza Eugênio,Chelsea,Arsenal,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0
Deivid Washington de Souza Eugênio,Chelsea,Brentford,2023-10-28,True,9,0.0,0.13,0.0,0.0,1,1.0,0.0,0.4,0,0,0.2,0.03,1.12,0.0
Deivid Washington de Souza Eugênio,Chelsea,Tottenham,,False,0,,,,,0,,,0.0,0,0,0.2,0.03,1.0,0.0
Deivid Washington de Souza Eugênio,Chelsea,Manchester City,,True,0,,,,,0,,,0.0,0,0,0.2,0.03,0.9,0.0
Deivid Washington de Souza Eugênio,Chelsea,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.2,0.03,0.82,0.0
Deivid Washington de Souza Eugênio,Chelsea,Brighton,,True,0,,,,,0,,,0.0,0,0,0.2,0.03,0.75,0.0
Deivid Washington de Souza Eugênio,Chelsea,Manchester United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.69,0.0
Deivid Washington de Souza Eugênio,Chelsea,Everton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.64,0.0
Deivid Washington de Souza Eugênio,Chelsea,Sheffield,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.6,0.0
Deivid Washington de Souza Eugênio,Chelsea,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.56,0.0
Deivid Washington de Souza Eugênio,Chelsea,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.53,0.0
Deivid Washington de Souza Eugênio,Chelsea,Luton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.5,0.0
Deivid Washington de Souza Eugênio,Chelsea,Fulham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.47,0.0
Deivid Washington de Souza Eugênio,Chelsea,Liverpool,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.45,0.0
Deivid Washington de Souza Eugênio,Chelsea,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.43,0.0
Deivid Washington de Souza Eugênio,Chelsea,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.41,0.0
Deivid Washington de Souza Eugênio,Chelsea,Manchester City,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.39,0.0
Deivid Washington de Souza Eugênio,Chelsea,Brentford,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.38,0.0
Deivid Washington de Souza Eugênio,Chelsea,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.36,0.0
Deivid Washington de Souza Eugênio,Chelsea,Burnley,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.35,0.0
Deivid Washington de Souza Eugênio,Chelsea,Manchester United,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.33,0.0
Deivid Washington de Souza Eugênio,Chelsea,Sheffield,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.32,1.0
Deivid Washington de Souza Eugênio,Chelsea,Everton,2024-04-15,True,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0.2,0.0,0.38,0.0
Deivid Washington de Souza Eugênio,Chelsea,Arsenal,,False,0,,,,,0,,,0.0,0,0,0.2,0.0,0.37,0.0
Deivid Washington de Souza Eugênio,Chelsea,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0.2,0.0,0.35,0.0
Deivid Washington de Souza Eugênio,Chelsea,Tottenham,,True,0,,,,,0,,,0.0,0,0,0.2,0.0,0.34,0.0
Deivid Washington de Souza Eugênio,Chelsea,West Ham,,True,0,,,,,0,,,0.0,0,0,0.2,0.0,0.33,0.0
Deivid Washington de Souza Eugênio,Chelsea,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.32,0.0
Deivid Washington de Souza Eugênio,Chelsea,Brighton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.31,0.0
Deivid Washington de Souza Eugênio,Chelsea,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.31,
