name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Dane Scarlett,Spurs,Manchester City,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Wolverhampton,,
Dane Scarlett,Spurs,Wolverhampton,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Watford,,
Dane Scarlett,Spurs,Watford,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Crystal Palace,,
Dane Scarlett,Spurs,Crystal Palace,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Chelsea,,
Dane Scarlett,Spurs,Chelsea,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Arsenal,,
Dane Scarlett,Spurs,Arsenal,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Aston Villa,,
Dane Scarlett,Spurs,Aston Villa,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Newcastle United,,
Dane Scarlett,Spurs,Newcastle United,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,West Ham,,
Dane Scarlett,Spurs,West Ham,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Manchester United,,
Dane Scarlett,Spurs,Manchester United,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Everton,,
Dane Scarlett,Spurs,Everton,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Leicester City,,
Dane Scarlett,Spurs,Leicester City,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Brentford,,
Dane Scarlett,Spurs,Brentford,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Norwich,,
Dane Scarlett,Spurs,Norwich,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Liverpool,,
Dane Scarlett,Spurs,Liverpool,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Crystal Palace,,
Dane Scarlett,Spurs,Crystal Palace,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Southampton,,
Dane Scarlett,Spurs,Southampton,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Watford,,
Dane Scarlett,Spurs,Watford,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Leeds United,,
Dane Scarlett,Spurs,Leeds United,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Chelsea,,
Dane Scarlett,Spurs,Chelsea,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Southampton,,
Dane Scarlett,Spurs,Southampton,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Wolverhampton,,
Dane Scarlett,Spurs,Wolverhampton,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Manchester City,,
Dane Scarlett,Spurs,Manchester City,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Burnley,,
Dane Scarlett,Spurs,Burnley,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,1.0,Spurs,False,Leicester City,,
Dane Scarlett,Spurs,Leicester City,2022-02-26,False,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0.2,0.0,0.12,0.0,Spurs,True,Everton,,
Dane Scarlett,Spurs,Everton,,True,0,,,,,0,,,0.0,0,0.2,0.0,0.12,0.0,Spurs,False,Manchester United,,
Dane Scarlett,Spurs,Manchester United,,False,0,,,,,0,,,0.0,0,0.2,0.0,0.11,0.0,Spurs,False,Brighton,,
Dane Scarlett,Spurs,Brighton,,False,0,,,,,0,,,0.0,0,0.2,0.0,0.11,0.0,Spurs,True,West Ham,,
Dane Scarlett,Spurs,West Ham,,True,0,,,,,0,,,0.0,0,0.2,0.0,0.1,0.0,Spurs,True,Newcastle United,,
Dane Scarlett,Spurs,Newcastle United,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.1,0.0,Spurs,False,Aston Villa,,
Dane Scarlett,Spurs,Aston Villa,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.1,0.0,Spurs,True,Brighton,,
Dane Scarlett,Spurs,Brighton,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.09,0.0,Spurs,False,Brentford,,
Dane Scarlett,Spurs,Brentford,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.09,0.0,Spurs,True,Leeds United,,
Dane Scarlett,Spurs,Leeds United,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.09,0.0,Spurs,False,Liverpool,,
Dane Scarlett,Spurs,Liverpool,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.09,0.0,Spurs,True,Arsenal,,
Dane Scarlett,Spurs,Arsenal,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.08,0.0,Spurs,True,Burnley,,
Dane Scarlett,Spurs,Burnley,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.08,0.0,Spurs,False,Norwich,,
Dane Scarlett,Spurs,Norwich,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.08,,Spurs,True,Southampton,,
