name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Nathan Broadhead,Everton,Southampton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Everton,False,Leicester City,,
Nathan Broadhead,Everton,Leicester City,,False,0,,,,,0,,,0.0,0,5120,0.0,0.0,0.0,0.0,Everton,False,Brighton,,
Nathan Broadhead,Everton,Brighton,,False,0,,,,,0,,,0.0,0,3362,0.0,0.0,0.0,0.0,Everton,True,Burnley,,
Nathan Broadhead,Everton,Burnley,,True,0,,,,,0,,,0.0,0,2520,0.0,0.0,0.0,0.0,Everton,False,Aston Villa,,
Nathan Broadhead,Everton,Aston Villa,,False,0,,,,,0,,,0.0,0,2250,0.0,0.0,0.0,0.0,Everton,True,Norwich,,
Nathan Broadhead,Everton,Norwich,,True,0,,,,,0,,,0.0,0,2072,0.0,0.0,0.0,0.0,Everton,False,Manchester United,,
Nathan Broadhead,Everton,Manchester United,,False,0,,,,,0,,,0.0,0,1951,0.0,0.0,0.0,0.0,Everton,True,West Ham,,
Nathan Broadhead,Everton,West Ham,,True,0,,,,,0,,,0.0,0,1862,0.0,0.0,0.0,0.0,Everton,True,Watford,,
Nathan Broadhead,Everton,Watford,,True,0,,,,,0,,,0.0,0,1795,0.0,0.0,0.0,0.0,Everton,False,Wolverhampton,,
Nathan Broadhead,Everton,Wolverhampton,,False,0,,,,,0,,,0.0,0,1735,0.0,0.0,0.0,0.0,Everton,True,Tottenham,,
Nathan Broadhead,Everton,Tottenham,,True,0,,,,,0,,,0.0,0,1703,0.0,0.0,0.0,0.0,Everton,False,Manchester City,,
Nathan Broadhead,Everton,Manchester City,,False,0,,,,,0,,,0.0,0,1659,0.0,0.0,0.0,0.0,Everton,False,Brentford,,
Nathan Broadhead,Everton,Brentford,,False,0,,,,,0,,,0.0,0,1639,0.0,0.0,0.0,0.0,Everton,True,Liverpool,,
Nathan Broadhead,Everton,Liverpool,,True,0,,,,,0,,,0.0,0,1624,0.0,0.0,0.0,0.0,Everton,True,Arsenal,,
Nathan Broadhead,Everton,Arsenal,,True,0,,,,,0,,,0.0,0,1607,0.0,0.0,0.0,0.0,Everton,False,Crystal Palace,,
Nathan Broadhead,Everton,Crystal Palace,,False,0,,,,,0,,,0.0,0,1590,0.0,0.0,0.0,0.0,Everton,False,Chelsea,,
Nathan Broadhead,Everton,Chelsea,,False,0,,,,,0,,,0.0,0,1581,0.0,0.0,0.0,0.0,Everton,True,Brighton,,
Nathan Broadhead,Everton,Brighton,,True,0,,,,,0,,,0.0,0,1539,0.0,0.0,0.0,0.0,Everton,False,Norwich,,
Nathan Broadhead,Everton,Norwich,,False,0,,,,,0,,,0.0,0,1509,0.0,0.0,0.0,0.0,Everton,True,Aston Villa,,
Nathan Broadhead,Everton,Aston Villa,,True,0,,,,,0,,,0.0,0,1504,0.0,0.0,0.0,0.0,Everton,False,Newcastle United,,
Nathan Broadhead,Everton,Newcastle United,,False,0,,,,,0,,,0.0,0,1500,0.0,0.0,0.0,0.0,Everton,True,Leicester City,,
Nathan Broadhead,Everton,Leicester City,,True,0,,,,,0,,,0.0,0,1496,0.0,0.0,0.0,0.0,Everton,False,Southampton,,
Nathan Broadhead,Everton,Southampton,,False,0,,,,,0,,,0.0,0,1491,0.0,0.0,0.0,0.0,Everton,True,Manchester City,,
Nathan Broadhead,Everton,Manchester City,,True,0,,,,,0,,,0.0,0,1480,0.0,0.0,0.0,0.0,Everton,False,Tottenham,,
Nathan Broadhead,Everton,Tottenham,,False,0,,,,,0,,,0.0,0,1480,0.0,0.0,0.0,0.0,Everton,True,Wolverhampton,,
Nathan Broadhead,Everton,Wolverhampton,,True,0,,,,,0,,,0.0,0,1477,0.0,0.0,0.0,0.0,Everton,True,Newcastle United,,
Nathan Broadhead,Everton,Newcastle United,,True,0,,,,,0,,,0.0,0,1477,0.0,0.0,0.0,0.0,Everton,False,West Ham,,
Nathan Broadhead,Everton,West Ham,,False,0,,,,,0,,,0.0,0,1471,0.0,0.0,0.0,0.0,Everton,False,Burnley,,
Nathan Broadhead,Everton,Burnley,,False,0,,,,,0,,,0.0,0,1471,0.0,0.0,0.0,0.0,Everton,True,Manchester United,,
Nathan Broadhead,Everton,Manchester United,,True,0,,,,,0,,,0.0,0,1468,0.0,0.0,0.0,0.0,Everton,True,Leeds United,,
Nathan Broadhead,Everton,Leeds United,,True,0,,,,,0,,,0.0,0,1465,0.0,0.0,0.0,0.0,Everton,False,Liverpool,,
Nathan Broadhead,Everton,Liverpool,,False,0,,,,,0,,,0.0,0,1462,0.0,0.0,0.0,0.0,Everton,True,Chelsea,,
Nathan Broadhead,Everton,Chelsea,,True,0,,,,,0,,,0.0,0,1460,0.0,0.0,0.0,0.0,Everton,False,Leeds United,,
Nathan Broadhead,Everton,Leeds United,,False,0,,,,,0,,,0.0,0,1455,0.0,0.0,0.0,0.0,Everton,False,Watford,,
Nathan Broadhead,Everton,Watford,,False,0,,,,,0,,,0.0,0,1455,0.0,0.0,0.0,0.0,Everton,True,Brentford,,
Nathan Broadhead,Everton,Brentford,,True,0,,,,,0,,,0.0,0,1449,0.0,0.0,0.0,0.0,Everton,True,Crystal Palace,,
Nathan Broadhead,Everton,Crystal Palace,,True,0,,,,,0,,,0.0,0,1449,0.0,0.0,0.0,0.0,Everton,False,Arsenal,,
Nathan Broadhead,Everton,Arsenal,,False,0,,,,,0,,,0.0,0,1447,0.0,0.0,0.0,,Fulham,False,Tottenham,,
