name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Joshua Sargent,Norwich,Liverpool,2021-08-14,True,13,0.0,0.05,0.0,0.0,1,1.0,0.0,0.7,0,1.0,0.05,13.0,1.0,Norwich,False,Manchester City,,
Joshua Sargent,Norwich,Manchester City,2021-08-21,False,13,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,1.0,0.02,13.0,1.0,Norwich,True,Leeds United,,
Joshua Sargent,Norwich,Leeds United,2021-08-28,True,17,0.0,0.09,0.0,0.05,1,1.0,1.0,1.4,0,1.0,0.04,14.33,0.0,Norwich,False,Arsenal,,
Joshua Sargent,Norwich,Arsenal,,False,0,,,,,0,,,0.0,0,0.75,0.03,10.75,2.0,Norwich,True,Watford,,
Joshua Sargent,Norwich,Watford,2021-09-18,True,69,0.0,0.05,0.0,0.08,2,1.0,1.0,3.7,0,1.0,0.04,22.4,2.0,Norwich,False,Everton,,
Joshua Sargent,Norwich,Everton,2021-09-25,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.8,0,1.2,0.03,33.67,2.0,Norwich,False,Burnley,,
Joshua Sargent,Norwich,Burnley,2021-10-02,False,89,0.0,0.07,0.0,0.12,2,1.0,2.0,6.0,0,1.4,0.04,41.57,2.0,Norwich,True,Brighton,,
Joshua Sargent,Norwich,Brighton,2021-10-16,True,75,0.0,0.28,0.0,0.08,2,3.0,3.0,7.9,0,1.6,0.08,45.75,2.0,Norwich,False,Chelsea,,
Joshua Sargent,Norwich,Chelsea,2021-10-23,False,68,0.0,0.0,0.0,0.0,2,0.0,0.0,0.7,0,2.0,0.08,48.22,2.0,Norwich,True,Leicester City,,
Joshua Sargent,Norwich,Leicester City,2021-10-31,True,76,0.0,0.0,0.0,0.0,2,0.0,0.0,0.9,0,2.0,0.07,51.0,1.0,Norwich,False,Brentford,,
Joshua Sargent,Norwich,Brentford,2021-11-06,False,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,1.8,0.07,47.45,1.0,Norwich,True,Southampton,,
Joshua Sargent,Norwich,Southampton,2021-11-20,True,45,0.0,0.08,0.0,0.0,1,1.0,0.0,2.1,0,1.6,0.07,47.25,2.0,Norwich,True,Wolverhampton,,
Joshua Sargent,Norwich,Wolverhampton,2021-11-27,True,67,0.0,0.02,0.0,0.0,2,1.0,0.0,1.3,0,1.6,0.02,48.77,2.0,Norwich,False,Newcastle United,,
Joshua Sargent,Norwich,Newcastle United,2021-11-30,False,66,0.0,0.44,0.0,0.0,2,2.0,0.0,3.6,0,1.6,0.11,50.0,1.0,Norwich,False,Tottenham,,
Joshua Sargent,Norwich,Tottenham,2021-12-05,False,21,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,1.4,0.11,48.07,2.0,Norwich,True,Manchester United,,
Joshua Sargent,Norwich,Manchester United,2021-12-11,True,90,0.0,0.03,0.0,0.13,2,1.0,1.0,3.6,0,1.6,0.11,50.69,0.0,Norwich,True,Aston Villa,,
Joshua Sargent,Norwich,Aston Villa,,True,0,,,,,0,,,0.0,0,1.4,0.1,47.71,2.0,Norwich,True,Arsenal,,
Joshua Sargent,Norwich,Arsenal,2021-12-26,True,71,0.0,0.0,0.0,0.0,2,0.0,0.0,0.9,0,1.4,0.09,49.0,1.0,Norwich,False,Crystal Palace,,
Joshua Sargent,Norwich,Crystal Palace,2021-12-28,False,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,1.2,0.01,46.89,0.0,Norwich,False,West Ham,,
Joshua Sargent,Norwich,West Ham,,False,0,,,,,0,,,0.0,0,1.0,0.01,44.55,4.0,Norwich,True,Everton,,
Joshua Sargent,Norwich,Everton,2022-01-15,True,86,0.0,0.11,0.0,0.0,4,2.0,0.0,6.5,0,1.4,0.02,46.52,13.0,Norwich,False,Watford,,
Joshua Sargent,Norwich,Watford,2022-01-21,False,90,2.0,0.66,0.0,0.05,13,3.0,1.0,13.6,3,4.0,0.15,48.5,0.0,Norwich,True,Crystal Palace,,
Joshua Sargent,Norwich,Crystal Palace,,True,0,,,,,0,,,0.0,0,3.6,0.15,46.39,2.0,Norwich,True,Manchester City,,
Joshua Sargent,Norwich,Manchester City,2022-02-12,True,86,0.0,0.03,0.0,0.0,2,1.0,0.0,0.6,0,3.8,0.16,48.04,5.0,Norwich,False,Liverpool,,
Joshua Sargent,Norwich,Liverpool,2022-02-19,False,75,0.0,0.01,1.0,0.02,5,1.0,1.0,5.1,0,4.8,0.36,49.12,2.0,Norwich,False,Southampton,,
Joshua Sargent,Norwich,Southampton,2022-02-25,False,90,0.0,0.06,0.0,0.0,2,1.0,0.0,2.1,0,4.4,0.35,50.69,2.0,Norwich,True,Brentford,,
Joshua Sargent,Norwich,Brentford,2022-03-05,True,90,0.0,0.07,0.0,0.01,2,2.0,1.0,1.7,0,2.2,0.23,52.15,2.0,Norwich,True,Chelsea,,
Joshua Sargent,Norwich,Chelsea,2022-03-10,True,83,0.0,0.0,0.0,0.0,2,0.0,0.0,0.7,0,2.6,0.23,53.25,2.0,Norwich,False,Leicester City,,
Joshua Sargent,Norwich,Leicester City,2022-03-13,False,61,0.0,0.03,0.0,0.0,2,1.0,0.0,2.4,0,2.6,0.23,53.52,0.0,Norwich,False,Brighton,,
Joshua Sargent,Norwich,Brighton,,False,0,,,,,0,,,0.0,0,1.6,0.03,51.73,0.0,Norwich,True,Burnley,,
Joshua Sargent,Norwich,Burnley,,True,0,,,,,0,,,0.0,0,1.2,0.02,50.06,0.0,Norwich,False,Manchester United,,
Joshua Sargent,Norwich,Manchester United,,False,0,,,,,0,,,0.0,0,0.8,0.01,48.5,0.0,Norwich,True,Newcastle United,,
Joshua Sargent,Norwich,Newcastle United,,True,0,,,,,0,,,0.0,0,0.4,0.01,47.03,1.0,Norwich,False,Aston Villa,,
Joshua Sargent,Norwich,Aston Villa,2022-04-30,False,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.2,0.0,46.06,0.0,Norwich,True,West Ham,,
Joshua Sargent,Norwich,West Ham,,True,0,,,,,0,,,0.0,0,0.2,0.0,44.74,0.0,Norwich,False,Leeds United,,
Joshua Sargent,Norwich,Leeds United,,False,0,,,,,0,,,0.0,0,0.2,0.0,43.5,0.0,Norwich,False,Wolverhampton,,
Joshua Sargent,Norwich,Wolverhampton,,False,0,,,,,0,,,0.0,0,0.2,0.0,42.32,0.0,Norwich,True,Tottenham,,
Joshua Sargent,Norwich,Tottenham,,True,0,,,,,0,,,0.0,0,0.2,0.0,41.21,,Fulham,False,Tottenham,,
