name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Michail Antonio,West Ham,Newcastle United,2021-08-15,False,90,1.0,1.51,1.0,0.46,13,4.0,1.0,12.9,3,1617415,13.0,2.51,90.0,16.0,West Ham,True,Leeds United,,
Michail Antonio,West Ham,Leeds United,2021-08-23,True,88,2.0,1.25,1.0,0.45,16,7.0,2.0,20.6,3,2152885,14.5,2.38,89.0,11.0,West Ham,True,Crystal Palace,,
Michail Antonio,West Ham,Crystal Palace,2021-08-28,True,90,1.0,0.56,1.0,0.57,11,5.0,4.0,21.2,2,3317114,13.33,2.1,89.33,-1.0,West Ham,False,Southampton,,
Michail Antonio,West Ham,Southampton,2021-09-11,False,90,0.0,0.19,0.0,0.0,-1,2.0,0.0,4.3,0,4273709,9.75,1.63,89.5,0.0,West Ham,True,Manchester United,,
Michail Antonio,West Ham,Manchester United,,True,0,,,,,0,,,0.0,0,2443566,7.8,1.3,71.6,8.0,West Ham,False,Leicester City,,
Michail Antonio,West Ham,Leicester City,2021-09-25,False,90,1.0,1.17,0.0,0.39,8,7.0,4.0,18.8,3,3358752,6.8,1.03,74.67,2.0,West Ham,True,Brentford,,
Michail Antonio,West Ham,Brentford,2021-10-03,True,90,0.0,0.19,0.0,0.22,2,2.0,4.0,10.4,0,3784079,4.0,0.62,76.86,1.0,West Ham,False,Everton,,
Michail Antonio,West Ham,Everton,2021-10-17,False,90,0.0,0.91,0.0,0.17,1,4.0,3.0,12.1,0,3863555,2.0,0.49,78.5,7.0,West Ham,True,Tottenham,,
Michail Antonio,West Ham,Tottenham,2021-10-24,True,90,1.0,0.56,0.0,0.2,7,2.0,2.0,10.4,1,3837127,3.6,0.57,79.78,2.0,West Ham,False,Aston Villa,,
Michail Antonio,West Ham,Aston Villa,2021-10-31,False,90,0.0,0.13,0.0,0.5,2,2.0,1.0,5.1,0,4136487,4.0,0.59,80.8,2.0,West Ham,True,Liverpool,,
Michail Antonio,West Ham,Liverpool,2021-11-07,True,90,0.0,0.07,0.0,0.0,2,1.0,0.0,2.0,0,4016151,2.8,0.37,81.64,2.0,West Ham,False,Wolverhampton,,
Michail Antonio,West Ham,Wolverhampton,2021-11-20,False,90,0.0,0.06,0.0,0.16,2,2.0,3.0,4.3,0,4191532,2.8,0.35,82.33,2.0,West Ham,False,Manchester City,,
Michail Antonio,West Ham,Manchester City,2021-11-28,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.2,0,3852686,3.0,0.17,82.92,1.0,West Ham,True,Brighton,,
Michail Antonio,West Ham,Brighton,2021-12-01,True,90,0.0,0.06,0.0,0.1,1,2.0,2.0,5.5,0,3775385,1.8,0.07,83.43,5.0,West Ham,True,Chelsea,,
Michail Antonio,West Ham,Chelsea,2021-12-04,True,90,0.0,0.07,1.0,0.89,5,2.0,4.0,8.4,0,3363968,2.4,0.25,83.87,2.0,West Ham,False,Burnley,,
Michail Antonio,West Ham,Burnley,2021-12-12,False,90,0.0,0.06,0.0,0.0,2,2.0,0.0,1.6,0,3518849,2.4,0.25,84.25,2.0,West Ham,False,Arsenal,,
Michail Antonio,West Ham,Arsenal,2021-12-15,False,90,0.0,0.0,0.0,0.11,2,0.0,1.0,2.4,0,3504865,2.4,0.24,84.59,5.0,West Ham,True,Southampton,,
Michail Antonio,West Ham,Southampton,2021-12-26,True,45,1.0,0.78,0.0,0.0,5,3.0,0.0,10.8,0,2698715,3.0,0.39,82.39,5.0,West Ham,False,Watford,,
Michail Antonio,West Ham,Watford,2021-12-28,False,90,0.0,0.59,1.0,0.17,5,4.0,2.0,11.7,0,3224676,3.8,0.7,82.79,7.0,West Ham,False,Crystal Palace,,
Michail Antonio,West Ham,Crystal Palace,2022-01-01,False,90,1.0,0.78,0.0,0.13,7,3.0,1.0,10.9,1,3880687,4.2,0.64,83.15,2.0,West Ham,True,Norwich,,
Michail Antonio,West Ham,Norwich,2022-01-12,True,87,0.0,0.45,0.0,0.0,2,1.0,0.0,0.7,0,3880687,4.2,0.72,83.33,4.0,West Ham,True,Leicester City,,
Michail Antonio,West Ham,Leicester City,2022-01-16,True,90,0.0,0.07,1.0,0.09,4,1.0,2.0,8.3,0,3610165,4.6,0.94,83.64,2.0,West Ham,False,Manchester United,,
Michail Antonio,West Ham,Manchester United,2022-01-22,False,90,0.0,0.07,0.0,0.0,2,1.0,0.0,2.8,0,3736105,4.0,0.79,83.91,2.0,West Ham,True,Watford,,
Michail Antonio,West Ham,Watford,2022-02-08,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0,3628246,3.4,0.47,84.17,2.0,West Ham,False,Leeds United,,
Michail Antonio,West Ham,Leeds United,2022-02-13,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.5,0,3447545,2.4,0.32,84.4,2.0,West Ham,True,Newcastle United,,
Michail Antonio,West Ham,Newcastle United,2022-02-19,True,90,0.0,0.17,0.0,0.0,2,3.0,0.0,3.8,0,3155345,2.4,0.26,84.62,4.0,West Ham,True,Wolverhampton,,
Michail Antonio,West Ham,Wolverhampton,2022-02-27,True,90,0.0,0.09,1.0,0.83,4,2.0,4.0,10.5,0,3024993,2.4,0.27,84.81,2.0,West Ham,False,Liverpool,,
Michail Antonio,West Ham,Liverpool,2022-03-05,False,90,0.0,0.24,0.0,0.0,2,4.0,0.0,5.4,0,2814508,2.4,0.3,85.0,1.0,West Ham,True,Aston Villa,,
Michail Antonio,West Ham,Aston Villa,2022-03-13,True,51,0.0,0.0,0.0,0.02,1,0.0,1.0,2.4,0,2711253,2.2,0.3,83.83,1.0,West Ham,False,Tottenham,,
Michail Antonio,West Ham,Tottenham,2022-03-20,False,55,0.0,0.18,0.0,0.0,1,3.0,0.0,1.5,0,2624842,2.0,0.34,82.87,5.0,West Ham,True,Everton,,
Michail Antonio,West Ham,Everton,2022-04-03,True,90,0.0,0.83,0.0,0.12,5,3.0,3.0,9.4,0,2698131,2.6,0.47,83.1,1.0,West Ham,False,Brentford,,
Michail Antonio,West Ham,Brentford,2022-04-10,False,65,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,2716476,2.0,0.25,82.53,2.0,West Ham,True,Burnley,,
Michail Antonio,West Ham,Burnley,2022-04-17,True,90,0.0,0.78,0.0,0.0,2,7.0,0.0,10.3,0,2600050,2.0,0.36,82.76,0.0,West Ham,False,Chelsea,,
Michail Antonio,West Ham,Chelsea,,False,0,,,,,0,,,0.0,0,2495731,1.8,0.36,80.32,1.0,West Ham,True,Arsenal,,
Michail Antonio,West Ham,Arsenal,2022-05-01,True,19,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,2396183,1.8,0.32,78.57,5.0,West Ham,False,Norwich,,
Michail Antonio,West Ham,Norwich,2022-05-08,False,45,1.0,0.64,0.0,0.11,5,2.0,1.0,10.3,0,2272720,1.8,0.28,77.64,5.0,West Ham,True,Manchester City,,
Michail Antonio,West Ham,Manchester City,2022-05-15,True,90,0.0,0.26,1.0,0.08,5,1.0,1.0,4.5,0,2158457,2.6,0.54,77.97,7.0,West Ham,False,Brighton,,
Michail Antonio,West Ham,Brighton,2022-05-22,False,90,1.0,0.05,0.0,0.0,7,1.0,0.0,0.0,1,2226371,3.6,0.39,78.29,1.0,West Ham,True,Manchester City,,
