name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ashley Barnes,Burnley,Brighton,2021-08-14,True,20,0.0,0.0,0.0,0.04,1,0.0,1.0,1.2,0,1.23,1.0,0.0,20.0,2.0,Burnley,False,Liverpool,,
Ashley Barnes,Burnley,Liverpool,2021-08-21,False,90,0.0,0.32,0.0,0.16,2,1.0,3.0,7.3,0,1.27,1.5,0.16,55.0,1.0,Burnley,True,Leicester City,,
Ashley Barnes,Burnley,Leicester City,2021-08-29,True,78,0.0,0.05,0.0,0.1,1,1.0,1.0,2.0,0,1.33,1.33,0.12,62.67,2.0,Burnley,False,Everton,,
Ashley Barnes,Burnley,Everton,2021-09-13,False,75,0.0,0.0,0.0,0.09,2,0.0,1.0,1.4,0,1.2,1.5,0.09,65.75,0.0,Burnley,True,Arsenal,,
Ashley Barnes,Burnley,Arsenal,2021-09-18,True,56,0.0,0.1,0.0,0.0,0,2.0,0.0,1.3,0,1.18,1.2,0.09,63.8,1.0,Burnley,False,Leeds United,,
Ashley Barnes,Burnley,Leeds United,2021-09-25,False,15,0.0,0.04,0.0,0.0,1,1.0,0.0,2.4,0,1.06,1.2,0.1,55.67,1.0,Burnley,True,Norwich,,
Ashley Barnes,Burnley,Norwich,2021-10-02,True,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,1.0,1.0,0.04,49.14,1.0,Burnley,False,Manchester City,,
Ashley Barnes,Burnley,Manchester City,2021-10-16,False,34,0.0,0.16,0.0,0.0,1,3.0,0.0,4.1,0,0.93,1.0,0.06,47.25,0.0,Burnley,False,Southampton,,
Ashley Barnes,Burnley,Southampton,,False,0,,,,,0,,,0.0,0,0.91,0.6,0.06,42.0,0.0,Burnley,True,Brentford,,
Ashley Barnes,Burnley,Brentford,,True,0,,,,,0,,,0.0,0,0.87,0.6,0.04,37.8,0.0,Burnley,False,Chelsea,,
Ashley Barnes,Burnley,Chelsea,,False,0,,,,,0,,,0.0,0,0.84,0.4,0.03,34.36,0.0,Burnley,True,Crystal Palace,,
Ashley Barnes,Burnley,Crystal Palace,,True,0,,,,,0,,,0.0,0,0.79,0.2,0.03,31.5,0.0,Burnley,False,Wolverhampton,,
Ashley Barnes,Burnley,Wolverhampton,,False,0,,,,,0,,,0.0,0,0.68,0.0,0.0,29.08,0.0,Burnley,False,Newcastle United,,
Ashley Barnes,Burnley,Newcastle United,,False,0,,,,,0,,,0.0,0,0.63,0.0,0.0,27.0,0.0,Burnley,True,West Ham,,
Ashley Barnes,Burnley,West Ham,,True,0,,,,,0,,,0.0,0,0.6,0.0,0.0,25.2,0.0,Burnley,False,Manchester United,,
Ashley Barnes,Burnley,Manchester United,,False,0,,,,,0,,,0.0,0,0.55,0.0,0.0,23.62,0.0,Burnley,False,Leicester City,,
Ashley Barnes,Burnley,Leicester City,,False,0,,,,,0,,,0.0,0,0.54,0.0,0.0,22.24,0.0,Burnley,False,Arsenal,,
Ashley Barnes,Burnley,Arsenal,,False,0,,,,,0,,,0.0,0,0.52,0.0,0.0,21.0,0.0,Burnley,True,Watford,,
Ashley Barnes,Burnley,Watford,,True,0,,,,,0,,,0.0,0,0.52,0.0,0.0,19.89,1.0,Burnley,True,Manchester United,,
Ashley Barnes,Burnley,Manchester United,2022-02-08,True,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0.52,0.2,0.0,19.0,1.0,Burnley,True,Liverpool,,
Ashley Barnes,Burnley,Liverpool,2022-02-13,True,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.53,0.4,0.0,18.81,1.0,Burnley,False,Brighton,,
Ashley Barnes,Burnley,Brighton,2022-02-19,False,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.57,0.6,0.0,18.05,1.0,Burnley,True,Tottenham,,
Ashley Barnes,Burnley,Tottenham,2022-02-23,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.57,0.8,0.0,17.3,1.0,Burnley,False,Crystal Palace,,
Ashley Barnes,Burnley,Crystal Palace,2022-02-26,False,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0.57,1.0,0.0,16.67,1.0,Burnley,True,Leeds United,,
Ashley Barnes,Burnley,Leeds United,2022-03-01,True,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0.57,1.0,0.0,16.08,0.0,Burnley,True,Chelsea,,
Ashley Barnes,Burnley,Chelsea,2022-03-05,True,12,0.0,0.0,0.0,0.0,0,0.0,0.0,0.4,0,0.56,0.8,0.0,15.92,0.0,Burnley,False,Brentford,,
Ashley Barnes,Burnley,Brentford,,False,0,,,,,0,,,0.0,0,0.58,0.6,0.0,15.33,1.0,Burnley,True,Manchester City,,
Ashley Barnes,Burnley,Manchester City,2022-04-02,True,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.59,0.6,0.0,15.11,0.0,Burnley,True,Everton,,
Ashley Barnes,Burnley,Everton,,True,0,,,,,0,,,0.0,0,0.59,0.4,0.0,14.59,1.0,Burnley,False,Norwich,,
