name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Frank Onyeka,Brentford,Chelsea,2023-10-28,False,Sub,26,0,0.0,0,0.0,0,0,0,0.4,0,0,0,False,0.0,0.0,26.0,0,2,1.3,0.9,0.05,5
Frank Onyeka,Brentford,West Ham,2023-11-04,True,MC,90,0,0.17,1,0.72,5,3,2,7.5,0,0,2,True,0.0,0.0,58.0,0,2,1.3,0.9,0.05,1
Frank Onyeka,Brentford,Liverpool,2023-11-12,False,Sub,45,0,0.04,0,0.0,1,1,0,0.9,0,0,2,False,2.5,0.58,53.67,0,2,1.3,0.9,0.05,2
Frank Onyeka,Brentford,Arsenal,2023-11-25,True,MC,90,0,0.0,0,0.0,2,0,0,1.8,0,0,1,True,2.0,0.4,62.75,0,2,1.3,0.9,0.05,2
Frank Onyeka,Brentford,Luton,2023-12-02,True,MC,90,0,0.22,0,0.0,2,2,0,2.5,0,0,1,True,2.0,0.3,68.2,0,2,1.3,0.9,0.05,2
Frank Onyeka,Brentford,Brighton,2023-12-06,False,MR,90,0,0.02,0,0.14,2,1,1,2.7,0,0,2,True,2.0,0.29,71.83,0,2,1.3,0.9,0.05,0
Frank Onyeka,Brentford,Sheffield,2023-12-09,False,MC,45,0,0.07,0,0.0,0,2,0,1.8,0,0,1,True,2.4,0.29,68.0,0,2,1.3,0.9,0.05,0
Frank Onyeka,Brentford,Aston Villa,2023-12-17,True,Sub,22,0,0.0,0,0.0,0,0,0,0.2,0,0,2,False,1.4,0.07,62.25,0,2,1.3,0.9,0.05,1
Frank Onyeka,Brentford,Crystal Palace,2023-12-30,False,Sub,27,0,0.0,0,0.0,1,0,0,0.7,0,0,0,False,1.2,0.06,58.33,0,2,1.3,0.9,0.05,0
Frank Onyeka,Brentford,Liverpool,2024-02-17,True,Sub,27,0,0.0,0,0.0,0,0,0,0.2,0,0,2,False,1.0,0.06,55.2,0,2,1.3,0.9,0.05,2
Frank Onyeka,Brentford,Manchester City,2024-02-20,False,MC,88,0,0.4,0,0.0,2,3,0,7.0,0,0,1,True,0.6,0.02,58.18,0,2,1.3,0.9,0.05,2
Frank Onyeka,Brentford,West Ham,2024-02-26,False,MC,72,0,0.08,0,0.04,2,1,2,5.7,0,0,4,True,0.6,0.09,59.33,0,2,1.3,0.9,0.05,4
Frank Onyeka,Brentford,Chelsea,2024-03-02,True,MC,76,0,0.05,1,0.11,4,1,1,5.0,0,0,1,True,1.0,0.1,60.62,0,2,1.3,0.9,0.05,1
Frank Onyeka,Brentford,Arsenal,2024-03-09,False,MC,77,0,0.0,0,0.0,1,0,0,0.5,0,0,1,True,1.8,0.31,61.79,0,2,1.3,0.9,0.05,1
Frank Onyeka,Brentford,Burnley,2024-03-16,False,MC,58,0,0.0,0,0.0,1,0,0,0.7,0,0,1,True,1.8,0.31,61.53,0,2,1.3,0.9,0.05,1
Frank Onyeka,Brentford,Crystal Palace,2023-08-26,True,Sub,18,0,0.15,0,0.04,1,2,1,3.3,0,0,1,False,2.0,0.31,58.81,0,2,1.3,0.9,0.05,1
Frank Onyeka,Brentford,Brighton,2024-04-03,True,Sub,4,0,0.0,0,0.0,1,0,0,0.0,0,0,0,False,1.8,0.26,55.59,0,2,1.3,0.9,0.05,1
Frank Onyeka,Brentford,Aston Villa,2024-04-06,False,Sub,4,0,0.0,0,0.0,1,0,0,0.3,0,0,0,False,1.6,0.24,52.72,0,2,1.3,0.9,0.05,6
Frank Onyeka,Brentford,Sheffield,2024-04-13,True,Sub,1,1,0.39,0,0.0,6,1,0,5.0,0,0,0,False,1.0,0.03,50.0,0,2,1.3,0.9,0.05,1
Frank Onyeka,Brentford,Fulham,2024-05-04,True,Sub,8,0,0.0,0,0.03,1,0,1,2.1,0,0,0,False,2.0,0.11,47.9,0,2,1.3,0.9,0.05,1
Frank Onyeka,Brentford,Bournemouth,2023-09-02,True,Sub,19,0,0.07,0,0.65,1,2,3,6.7,0,0,1,False,2.0,0.11,46.52,0,2,1.3,0.9,0.05,1
Frank Onyeka,Brentford,Newcastle United,2023-09-16,False,Sub,18,0,0.0,0,0.0,1,0,0,1.0,0,0,0,False,2.0,0.09,45.23,0,2,1.3,0.9,0.05,1
Frank Onyeka,Brentford,Everton,2023-09-23,True,Sub,28,0,0.0,0,0.0,1,0,0,0.5,0,0,2,False,2.0,0.09,44.48,0,2,1.3,0.9,0.05,0
Frank Onyeka,Brentford,Nottingham Forest,2023-10-01,False,Sub,21,0,0.02,0,0.12,0,1,1,1.9,0,0,0,False,2.0,0.09,43.5,0,2,1.3,0.9,0.05,1
Frank Onyeka,Brentford,Manchester United,2023-10-07,False,Sub,20,0,0.0,0,0.0,1,0,0,0.2,0,0,2,False,0.8,0.02,42.56,0,2,1.3,0.9,0.05,2
Frank Onyeka,Brentford,Burnley,2023-10-21,True,MC,83,0,0.32,0,0.0,2,2,0,4.0,0,1,0,True,0.8,0.02,44.12,0,2,1.3,0.9,0.05,
