name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Dejan Kulusevski,Spurs,Brentford,2023-08-13,False,AMR,90,0,0.07,0,0.06,2,3,1,4.9,0,0,2,True,0.0,0.0,90.0,2,7,2.63,5.5,0.05,3
Dejan Kulusevski,Spurs,Crystal Palace,2023-10-27,False,AMR,89,0,0.02,0,0.0,3,1,0,2.1,0,1,0,True,2.0,0.07,89.5,2,7,2.63,5.5,0.05,7
Dejan Kulusevski,Spurs,Chelsea,2023-11-06,True,AMR,60,1,0.05,0,0.07,7,1,1,8.1,0,0,1,True,2.5,0.04,79.67,2,7,2.63,5.5,0.05,2
Dejan Kulusevski,Spurs,Wolverhampton,2023-11-11,False,FWR,90,0,0.04,0,0.06,2,1,1,3.2,0,0,2,True,4.0,0.05,82.25,2,7,2.63,5.5,0.05,2
Dejan Kulusevski,Spurs,Aston Villa,2023-11-26,True,AMC,90,0,0.58,0,0.21,2,3,3,10.2,0,0,2,True,3.5,0.04,83.8,2,7,2.63,5.5,0.05,12
Dejan Kulusevski,Spurs,Manchester City,2023-12-03,False,AMC,90,1,0.05,1,0.18,12,1,1,9.5,3,0,3,True,3.2,0.15,84.83,2,7,2.63,5.5,0.05,1
Dejan Kulusevski,Spurs,West Ham,2023-12-07,True,AMR,90,0,0.05,0,0.25,1,1,3,9.5,0,0,2,True,5.2,0.35,85.57,2,7,2.63,5.5,0.05,2
Dejan Kulusevski,Spurs,Newcastle United,2023-12-10,True,AMC,90,0,0.15,0,0.98,2,2,5,12.8,0,0,1,True,4.8,0.35,86.12,2,7,2.63,5.5,0.05,14
Dejan Kulusevski,Spurs,Nottingham Forest,2023-12-15,False,AMC,90,1,0.35,1,0.69,14,3,3,15.9,3,1,0,True,3.8,0.37,86.56,2,7,2.63,5.5,0.05,1
Dejan Kulusevski,Spurs,Everton,2023-12-23,True,AMC,90,0,0.09,0,0.19,1,1,3,7.3,0,0,1,True,6.2,0.64,86.9,2,7,2.63,5.5,0.05,1
Dejan Kulusevski,Spurs,Brighton,2023-12-28,False,AMC,90,0,0.02,0,0.03,1,1,1,2.8,0,0,4,True,6.0,0.54,87.18,2,7,2.63,5.5,0.05,3
Dejan Kulusevski,Spurs,Manchester United,2023-08-19,True,AMR,87,0,0.06,0,0.02,3,2,1,6.0,0,1,0,True,3.8,0.33,87.17,2,7,2.63,5.5,0.05,1
Dejan Kulusevski,Spurs,Brentford,2024-01-31,True,AMR,90,0,0.19,0,0.15,1,2,2,6.8,0,0,2,True,4.2,0.33,87.38,2,7,2.63,5.5,0.05,1
Dejan Kulusevski,Spurs,Everton,2024-02-03,False,Sub,26,0,0.0,0,0.1,1,0,1,2.1,0,0,1,False,4.0,0.34,83.0,2,7,2.63,5.5,0.05,2
Dejan Kulusevski,Spurs,Brighton,2024-02-10,True,AMR,62,0,0.36,0,0.02,2,1,1,5.2,0,0,1,True,1.4,0.07,81.6,2,7,2.63,5.5,0.05,9
Dejan Kulusevski,Spurs,Wolverhampton,2024-02-17,True,AMR,90,1,0.64,0,0.42,9,4,1,13.5,2,0,2,True,1.6,0.13,82.12,2,7,2.63,5.5,0.05,2
Dejan Kulusevski,Spurs,Crystal Palace,2024-03-02,True,AMR,90,0,0.0,0,0.12,2,0,2,5.6,0,0,1,True,3.2,0.25,82.59,2,7,2.63,5.5,0.05,6
Dejan Kulusevski,Spurs,Aston Villa,2024-03-10,False,AMR,90,0,0.13,1,0.54,6,2,2,7.7,0,1,0,True,3.0,0.24,83.0,2,7,2.63,5.5,0.05,2
Dejan Kulusevski,Spurs,Fulham,2024-03-16,False,AMR,90,0,0.06,0,0.04,2,1,1,4.7,0,0,3,True,4.0,0.43,83.37,2,7,2.63,5.5,0.05,8
Dejan Kulusevski,Spurs,Bournemouth,2023-08-26,False,AMR,90,1,0.66,0,0.15,8,2,2,12.3,0,1,0,True,4.2,0.44,83.7,2,7,2.63,5.5,0.05,1
Dejan Kulusevski,Spurs,Luton,2024-03-30,True,AMR,45,0,0.0,0,0.9,1,0,3,5.5,0,0,1,True,5.4,0.5,81.86,2,7,2.63,5.5,0.05,1
Dejan Kulusevski,Spurs,West Ham,2024-04-02,False,Sub,20,0,0.0,0,0.0,1,0,0,1.6,0,0,0,False,3.8,0.37,79.05,2,7,2.63,5.5,0.05,1
Dejan Kulusevski,Spurs,Nottingham Forest,2024-04-07,True,Sub,14,0,0.0,0,0.02,1,0,1,1.6,0,0,0,False,3.6,0.37,76.22,2,7,2.63,5.5,0.05,1
Dejan Kulusevski,Spurs,Newcastle United,2024-04-13,False,Sub,32,0,0.09,0,0.0,1,2,0,3.3,0,0,1,False,2.6,0.14,74.38,2,7,2.63,5.5,0.05,1
Dejan Kulusevski,Spurs,Arsenal,2024-04-28,True,AMR,90,0,0.03,0,0.63,1,1,2,6.9,0,0,3,True,2.4,0.15,75.0,2,7,2.63,5.5,0.05,2
Dejan Kulusevski,Spurs,Chelsea,2024-05-02,False,AMC,90,0,0.06,0,0.18,2,1,2,4.8,0,0,2,True,1.0,0.02,75.58,2,7,2.63,5.5,0.05,2
Dejan Kulusevski,Spurs,Liverpool,2024-05-05,False,FWR,60,0,0.0,0,0.0,2,0,0,0.7,0,0,4,True,1.2,0.04,75.0,2,7,2.63,5.5,0.05,2
Dejan Kulusevski,Spurs,Burnley,2024-05-11,True,FWL,74,0,0.05,0,0.25,2,1,3,8.8,0,0,1,True,1.4,0.04,74.96,2,7,2.63,5.5,0.05,1
Dejan Kulusevski,Spurs,Manchester City,2024-05-14,True,Sub,35,0,0.82,0,0.0,1,3,0,6.3,0,0,1,False,1.6,0.05,73.59,2,7,2.63,5.5,0.05,16
Dejan Kulusevski,Spurs,Sheffield,2024-05-19,False,FW,90,2,0.49,0,0.21,16,5,2,16.8,3,1,0,True,1.6,0.19,74.13,2,7,2.63,5.5,0.05,1
Dejan Kulusevski,Spurs,Burnley,2023-09-02,False,AMR,85,0,0.0,0,0.08,1,0,2,7.5,0,0,1,True,4.6,0.28,74.48,2,7,2.63,5.5,0.05,10
Dejan Kulusevski,Spurs,Sheffield,2023-09-16,True,AMR,90,1,0.41,0,0.8,10,7,5,19.1,3,0,1,True,4.4,0.27,74.97,2,7,2.63,5.5,0.05,2
Dejan Kulusevski,Spurs,Arsenal,2023-09-24,False,AMR,90,0,0.0,0,0.29,2,0,3,5.5,0,0,2,True,6.0,0.35,75.42,2,7,2.63,5.5,0.05,2
Dejan Kulusevski,Spurs,Liverpool,2023-09-30,True,AMR,90,0,0.11,0,0.25,2,2,5,10.9,0,0,1,True,6.0,0.34,75.85,2,7,2.63,5.5,0.05,3
Dejan Kulusevski,Spurs,Luton,2023-10-07,False,AMR,90,0,0.06,0,0.6,3,1,1,7.2,0,1,0,True,6.2,0.2,76.26,2,7,2.63,5.5,0.05,3
Dejan Kulusevski,Spurs,Fulham,2023-10-23,True,AMR,90,0,0.13,0,0.11,3,2,1,3.4,0,1,0,True,3.6,0.12,76.64,2,7,2.63,5.5,0.05,
