name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Jóhann Berg Gudmundsson,Burnley,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0,0,0,0,0,2.0,Burnley,False,Bournemouth,0.12
Jóhann Berg Gudmundsson,Burnley,Bournemouth,2023-10-28,False,MC,80,0.0,0.0,0.0,0.13,2,0.0,1.0,3.1,0,0,2,True,0.0,0.0,40.0,0,0,0,0,0,2.0,Burnley,True,Crystal Palace,1.35
Jóhann Berg Gudmundsson,Burnley,Crystal Palace,2023-11-04,True,MR,90,0.0,0.15,0.0,0.34,2,3.0,5.0,10.1,0,0,1,True,1.0,0.0,56.67,0,0,0,0,0,1.0,Burnley,False,Arsenal,0.24
Jóhann Berg Gudmundsson,Burnley,Arsenal,2023-11-11,False,MR,90,0.0,0.07,0.0,0.09,1,1.0,2.0,6.5,0,0,3,True,1.33,0.05,65.0,0,0,0,0,0,3.0,Burnley,True,West Ham,-0.08
Jóhann Berg Gudmundsson,Burnley,West Ham,2023-11-25,True,MR,84,0.0,0.01,0.0,0.39,3,1.0,4.0,8.1,0,1,0,True,1.25,0.05,68.8,0,0,0,0,0,1.0,Burnley,True,Sheffield,-6.23
Jóhann Berg Gudmundsson,Burnley,Sheffield,2023-12-02,True,Sub,25,0.0,0.08,0.0,0.31,1,1.0,5.0,7.8,0,0,0,False,1.6,0.05,61.5,0,0,0,0,0,1.0,Burnley,False,Wolverhampton,0.3
Jóhann Berg Gudmundsson,Burnley,Wolverhampton,2023-12-05,False,Sub,54,0.0,0.0,0.0,0.4,1,0.0,1.0,2.3,0,0,1,False,1.8,0.06,60.43,0,0,0,0,0,1.0,Burnley,False,Brighton,-4.46
Jóhann Berg Gudmundsson,Burnley,Brighton,2023-12-09,False,MR,57,0.0,0.06,0.0,0.09,1,1.0,1.0,2.0,0,0,0,True,1.6,0.06,60.0,0,0,0,0,0,0.0,Burnley,True,Everton,1.09
Jóhann Berg Gudmundsson,Burnley,Everton,,True,,0,,,,,0,,,0.0,0,0,0,False,1.4,0.05,53.33,0,0,0,0,0,0.0,Burnley,False,Fulham,-2.75
Jóhann Berg Gudmundsson,Burnley,Fulham,,False,,0,,,,,0,,,0.0,0,0,0,False,1.2,0.03,48.0,0,0,0,0,0,1.0,Burnley,True,Liverpool,0.6
Jóhann Berg Gudmundsson,Burnley,Liverpool,2023-12-26,True,Sub,29,0.0,0.35,0.0,0.0,1,1.0,0.0,2.1,0,0,1,False,0.6,0.03,46.27,0,0,0,0,0,5.0,Burnley,False,Aston Villa,-1.62
Jóhann Berg Gudmundsson,Burnley,Aston Villa,2023-12-30,False,MR,73,0.0,0.0,1.0,0.06,5,0.0,1.0,3.7,0,0,2,True,0.6,0.08,48.5,0,0,0,0,0,3.0,Burnley,True,Luton,-2.04
