name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Facundo Pellistri Rebollo,Man Utd,Wolverhampton,2023-08-14,True,Sub,13,0.0,0.14,0.0,0.0,1,1.0,0.0,0.8,0,0,0,False,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Manchester City,-1.29
Facundo Pellistri Rebollo,Man Utd,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.14,6.5,0.0,0.0,0.0,0.0,0.07,4.0,Man Utd,False,Fulham,-3.44
Facundo Pellistri Rebollo,Man Utd,Fulham,2023-11-04,False,Sub,27,0.0,0.06,1.0,0.07,4,1.0,1.0,5.0,0,0,0,False,0.5,0.07,13.33,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Luton,
Facundo Pellistri Rebollo,Man Utd,Luton,,True,,0,,,,,0,,,0.0,0,0,0,False,1.67,0.4,10.0,0.0,0.0,0.0,0.0,0.07,1.0,Man Utd,False,Everton,0.29
Facundo Pellistri Rebollo,Man Utd,Everton,2023-11-26,False,Sub,18,0.0,0.09,0.0,0.0,1,1.0,0.0,2.8,0,0,0,False,1.25,0.3,11.6,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Newcastle United,1.53
Facundo Pellistri Rebollo,Man Utd,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,False,1.2,0.26,9.67,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Chelsea,-2.84
Facundo Pellistri Rebollo,Man Utd,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.23,8.29,0.0,0.0,0.0,0.0,0.07,1.0,Man Utd,True,Bournemouth,-3.39
Facundo Pellistri Rebollo,Man Utd,Bournemouth,2023-12-09,True,Sub,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0,False,1.0,0.23,8.62,0.0,0.0,0.0,0.0,0.07,1.0,Man Utd,False,Liverpool,4.73
Facundo Pellistri Rebollo,Man Utd,Liverpool,2023-12-17,False,Sub,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,False,0.4,0.02,8.56,0.0,0.0,0.0,0.0,0.07,1.0,Man Utd,False,West Ham,1.21
Facundo Pellistri Rebollo,Man Utd,West Ham,2023-12-23,False,Sub,17,0.0,0.08,0.0,0.0,1,1.0,0.0,1.6,0,0,1,False,0.6,0.02,9.4,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Aston Villa,-0.0
Facundo Pellistri Rebollo,Man Utd,Aston Villa,,True,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.02,8.55,0.0,0.0,0.0,0.0,0.07,1.0,Man Utd,False,Tottenham,-1.07
Facundo Pellistri Rebollo,Man Utd,Tottenham,2023-08-19,False,Sub,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,0,False,0.6,0.02,8.25,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Nottingham Forest,-2.13
Facundo Pellistri Rebollo,Man Utd,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.02,7.62,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Tottenham,-2.65
Facundo Pellistri Rebollo,Man Utd,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.02,7.07,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Wolverhampton,-0.28
Facundo Pellistri Rebollo,Man Utd,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.02,6.6,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,West Ham,-1.53
Facundo Pellistri Rebollo,Man Utd,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,6.19,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Aston Villa,0.57
Facundo Pellistri Rebollo,Man Utd,Aston Villa,2024-02-11,False,MR,0,1.0,0.73,1.0,0.06,0,2.0,1.0,0.0,0,0,0,False,0.2,0.0,5.82,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Luton,
Facundo Pellistri Rebollo,Man Utd,Luton,2024-02-18,False,FWR,0,0.0,0.14,0.0,0.05,0,2.0,2.0,0.0,0,0,0,False,0.0,0.35,5.5,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Fulham,-0.98
Facundo Pellistri Rebollo,Man Utd,Fulham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.37,5.21,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Manchester City,1.52
Facundo Pellistri Rebollo,Man Utd,Manchester City,2024-03-03,False,FWR,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,False,0.0,0.37,4.95,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Everton,-0.73
Facundo Pellistri Rebollo,Man Utd,Everton,2024-03-09,True,MR,0,0.0,0.16,0.0,0.09,0,3.0,1.0,0.0,0,0,0,False,0.0,0.37,4.71,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Nottingham Forest,-0.7
Facundo Pellistri Rebollo,Man Utd,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.41,4.5,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Brentford,5.05
Facundo Pellistri Rebollo,Man Utd,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.06,4.3,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Chelsea,0.38
Facundo Pellistri Rebollo,Man Utd,Chelsea,2024-04-04,False,MR,0,0.0,0.15,0.0,0.16,0,2.0,3.0,0.0,0,0,0,False,0.0,0.03,4.12,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Liverpool,0.14
Facundo Pellistri Rebollo,Man Utd,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.06,3.96,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Bournemouth,
Facundo Pellistri Rebollo,Man Utd,Bournemouth,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.06,3.81,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Sheffield,
Facundo Pellistri Rebollo,Man Utd,Sheffield,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.03,3.67,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Burnley,-3.36
Facundo Pellistri Rebollo,Man Utd,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.03,3.54,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Crystal Palace,-0.01
Facundo Pellistri Rebollo,Man Utd,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.03,3.41,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Arsenal,-3.39
Facundo Pellistri Rebollo,Man Utd,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Newcastle United,-1.49
Facundo Pellistri Rebollo,Man Utd,Newcastle United,2024-05-15,True,AMR,0,0.0,0.0,0.0,0.04,0,0.0,1.0,0.0,0,0,0,False,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Brighton,
Facundo Pellistri Rebollo,Man Utd,Brighton,2024-05-19,False,FWR,0,0.0,0.75,0.0,0.02,0,3.0,1.0,0.0,0,0,0,False,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Arsenal,2.23
Facundo Pellistri Rebollo,Man Utd,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.15,3.0,0.0,0.0,0.0,0.0,0.07,1.0,Man Utd,True,Brighton,1.76
Facundo Pellistri Rebollo,Man Utd,Brighton,2023-09-16,True,Sub,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,0,False,0.0,0.15,3.06,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Burnley,-1.02
Facundo Pellistri Rebollo,Man Utd,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.15,2.97,0.0,0.0,0.0,0.0,0.07,2.0,Man Utd,True,Crystal Palace,2.24
Facundo Pellistri Rebollo,Man Utd,Crystal Palace,2023-09-30,True,AMR,60,0.0,0.0,0.0,0.0,2,0.0,0.0,0.9,0,0,1,True,0.2,0.15,4.56,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,True,Brentford,0.07
Facundo Pellistri Rebollo,Man Utd,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.15,4.43,0.0,0.0,0.0,0.0,0.07,0.0,Man Utd,False,Sheffield,-1.0
Facundo Pellistri Rebollo,Man Utd,Sheffield,,False,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.0,4.32,0.0,0.0,0.0,0.0,0.07,,,,,
