name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Facundo Buonanotte,Brighton,Luton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,1.0,1.0,1.09,0.59,0.05,1.0,Brighton,True,Fulham,0.36
Facundo Buonanotte,Brighton,Fulham,2023-10-29,True,Sub,19,0.0,0.05,0.0,0.07,1,1.0,1.0,1.6,0,0,0,False,0.0,0.0,9.5,1.0,1.0,1.09,0.59,0.05,1.0,Brighton,False,Everton,-2.97
Facundo Buonanotte,Brighton,Everton,2023-11-04,False,Sub,11,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,0,False,0.5,0.02,10.0,1.0,1.0,1.09,0.59,0.05,3.0,Brighton,True,Sheffield,
Facundo Buonanotte,Brighton,Sheffield,2023-11-12,True,AMR,45,0.0,0.09,1.0,0.43,3,1.0,1.0,3.3,0,0,0,True,0.67,0.02,18.75,1.0,1.0,1.09,0.59,0.05,0.0,Brighton,False,Nottingham Forest,3.35
Facundo Buonanotte,Brighton,Nottingham Forest,2023-11-25,False,Sub,45,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6,0,0,1,False,1.25,0.28,24.0,1.0,1.0,1.09,0.59,0.05,7.0,Brighton,False,Chelsea,-1.77
Facundo Buonanotte,Brighton,Chelsea,2023-12-03,False,AMR,56,1.0,0.07,0.0,0.02,7,1.0,1.0,6.8,1,0,2,True,1.0,0.23,29.33,1.0,1.0,1.09,0.59,0.05,1.0,Brighton,True,Brentford,-2.16
Facundo Buonanotte,Brighton,Brentford,2023-12-06,True,AMC,68,0.0,0.02,0.0,0.13,1,1.0,1.0,2.1,0,0,1,True,2.4,0.24,34.86,1.0,1.0,1.09,0.59,0.05,1.0,Brighton,True,Burnley,4.68
Facundo Buonanotte,Brighton,Burnley,2023-12-09,True,Sub,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0,False,2.4,0.24,31.12,1.0,1.0,1.09,0.59,0.05,1.0,Brighton,False,Arsenal,-3.23
Facundo Buonanotte,Brighton,Arsenal,2023-12-17,False,Sub,30,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,1,False,2.4,0.24,31.0,1.0,1.0,1.09,0.59,0.05,1.0,Brighton,False,Crystal Palace,0.25
Facundo Buonanotte,Brighton,Crystal Palace,2023-12-21,False,Sub,45,0.0,0.04,0.0,0.03,1,1.0,1.0,2.2,0,0,0,False,2.0,0.02,32.4,1.0,1.0,1.09,0.59,0.05,0.0,Brighton,True,Tottenham,2.15
