name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
John McGinn,Aston Villa,Newcastle United,2023-08-12,False,AML,63,0.0,0.0,0.0,0.01,2,0.0,1.0,1.9,0,0,3,True,0.0,0.0,63.0,1.0,3.0,1.94,3.42,0.03,8.0,Aston Villa,True,Luton,-1.34
John McGinn,Aston Villa,Luton,2023-10-29,True,MR,90,1.0,0.63,0.0,0.0,8,3.0,0.0,8.1,1,0,1,True,2.0,0.0,76.5,1.0,3.0,1.94,3.42,0.03,2.0,Aston Villa,False,Nottingham Forest,3.75
John McGinn,Aston Villa,Nottingham Forest,2023-11-05,False,MR,90,0.0,0.08,0.0,0.34,2,1.0,2.0,6.2,0,0,2,True,5.0,0.32,81.0,1.0,3.0,1.94,3.42,0.03,10.0,Aston Villa,True,Fulham,-2.12
John McGinn,Aston Villa,Fulham,2023-11-12,True,AMC,90,1.0,0.1,0.0,0.08,10,1.0,1.0,7.2,3,0,1,True,4.0,0.24,83.25,1.0,3.0,1.94,3.42,0.03,1.0,Aston Villa,False,Tottenham,-1.04
John McGinn,Aston Villa,Tottenham,2023-11-26,False,ML,90,0.0,0.01,0.0,1.18,1,1.0,3.0,6.0,0,0,1,True,5.5,0.2,84.6,1.0,3.0,1.94,3.42,0.03,2.0,Aston Villa,False,Bournemouth,2.75
John McGinn,Aston Villa,Bournemouth,2023-12-03,False,ML,64,0.0,0.0,0.0,0.1,2,0.0,1.0,0.9,0,0,2,True,4.6,0.16,81.17,1.0,3.0,1.94,3.42,0.03,3.0,Aston Villa,True,Manchester City,-0.81
John McGinn,Aston Villa,Manchester City,2023-12-06,True,ML,90,0.0,0.19,0.0,0.2,3,4.0,4.0,9.2,0,1,0,True,4.6,0.16,82.43,1.0,3.0,1.94,3.42,0.03,9.0,Aston Villa,True,Arsenal,0.99
John McGinn,Aston Villa,Arsenal,2023-12-09,True,ML,90,1.0,0.22,0.0,0.04,9,2.0,1.0,8.6,2,1,0,True,3.6,0.08,83.38,1.0,3.0,1.94,3.42,0.03,2.0,Aston Villa,False,Brentford,-0.06
John McGinn,Aston Villa,Brentford,2023-12-17,False,MC,90,0.0,0.02,0.0,0.03,2,1.0,1.0,4.5,0,0,1,True,5.0,0.1,84.11,1.0,3.0,1.94,3.42,0.03,2.0,Aston Villa,True,Sheffield,1.17
John McGinn,Aston Villa,Sheffield,2023-12-22,True,MC,90,0.0,0.0,0.0,0.25,2,0.0,2.0,5.5,0,0,1,True,3.4,0.09,84.7,1.0,3.0,1.94,3.42,0.03,7.0,Aston Villa,False,Manchester United,0.18
John McGinn,Aston Villa,Manchester United,2023-12-26,False,AMC,85,1.0,0.56,0.0,0.09,7,3.0,1.0,8.4,0,0,3,True,3.6,0.09,84.73,1.0,3.0,1.94,3.42,0.03,10.0,Aston Villa,True,Everton,-2.45
John McGinn,Aston Villa,Everton,2023-08-20,True,AML,90,1.0,0.68,0.0,0.0,10,1.0,0.0,8.1,2,1,0,True,4.6,0.2,85.17,1.0,3.0,1.94,3.42,0.03,1.0,Aston Villa,True,Burnley,1.43
John McGinn,Aston Villa,Burnley,2023-12-30,True,MC,90,0.0,0.11,0.0,0.02,1,2.0,1.0,4.9,0,0,2,True,6.0,0.3,85.54,1.0,3.0,1.94,3.42,0.03,3.0,Aston Villa,False,Everton,-1.12
John McGinn,Aston Villa,Everton,2024-01-14,False,ML,88,0.0,0.12,0.0,0.0,3,2.0,0.0,2.1,0,1,0,True,4.4,0.28,85.71,1.0,3.0,1.94,3.42,0.03,1.0,Aston Villa,True,Newcastle United,-1.18
John McGinn,Aston Villa,Newcastle United,2024-01-30,True,MR,90,0.0,0.37,0.0,0.0,1,2.0,0.0,3.2,0,0,3,True,4.6,0.3,86.0,1.0,3.0,1.94,3.42,0.03,8.0,Aston Villa,False,Sheffield,-4.41
John McGinn,Aston Villa,Sheffield,2024-02-03,False,AML,70,1.0,0.8,0.0,0.0,8,2.0,0.0,7.0,0,1,0,True,4.4,0.37,85.0,1.0,3.0,1.94,3.42,0.03,2.0,Aston Villa,True,Manchester United,-0.48
John McGinn,Aston Villa,Manchester United,2024-02-11,True,AMC,86,0.0,0.22,0.0,0.49,2,4.0,3.0,8.8,0,0,2,True,4.6,0.42,85.06,1.0,3.0,1.94,3.42,0.03,1.0,Aston Villa,False,Fulham,1.52
John McGinn,Aston Villa,Fulham,2024-02-17,False,MC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,1,True,3.0,0.32,85.33,1.0,3.0,1.94,3.42,0.03,6.0,Aston Villa,True,Nottingham Forest,-1.71
John McGinn,Aston Villa,Nottingham Forest,2024-02-24,True,MC,90,0.0,0.0,1.0,0.48,6,0.0,2.0,7.1,1,0,2,True,3.0,0.3,85.58,1.0,3.0,1.94,3.42,0.03,2.0,Aston Villa,False,Luton,0.31
John McGinn,Aston Villa,Luton,2024-03-02,False,MC,90,0.0,0.0,0.0,0.22,2,0.0,2.0,4.2,0,0,2,True,3.6,0.48,85.8,1.0,3.0,1.94,3.42,0.03,-1.0,Aston Villa,True,Tottenham,2.74
John McGinn,Aston Villa,Tottenham,2024-03-10,True,MC,64,0.0,0.0,0.0,0.13,-1,0.0,3.0,4.9,0,0,4,True,3.8,0.4,84.76,1.0,3.0,1.94,3.42,0.03,0.0,Aston Villa,False,West Ham,1.42
John McGinn,Aston Villa,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,False,2.0,0.24,80.91,1.0,3.0,1.94,3.42,0.03,2.0,Aston Villa,False,Burnley,-3.63
John McGinn,Aston Villa,Burnley,2023-08-27,False,AMC,90,0.0,0.0,0.0,0.36,2,0.0,2.0,3.9,0,0,1,True,1.6,0.2,81.3,1.0,3.0,1.94,3.42,0.03,0.0,Aston Villa,True,Wolverhampton,0.03
John McGinn,Aston Villa,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,False,1.8,0.2,77.92,1.0,3.0,1.94,3.42,0.03,0.0,Aston Villa,False,Manchester City,2.54
John McGinn,Aston Villa,Manchester City,,False,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.0,74.8,1.0,3.0,1.94,3.42,0.03,5.0,Aston Villa,True,Brentford,-1.66
John McGinn,Aston Villa,Brentford,2024-04-06,True,AMC,90,0.0,0.0,1.0,0.48,5,0.0,2.0,7.7,0,0,3,True,0.2,0.0,75.38,1.0,3.0,1.94,3.42,0.03,3.0,Aston Villa,False,Arsenal,0.89
John McGinn,Aston Villa,Arsenal,2024-04-14,False,DMC,90,0.0,0.01,0.0,0.0,3,1.0,0.0,2.3,0,1,0,True,1.4,0.2,75.93,1.0,3.0,1.94,3.42,0.03,2.0,Aston Villa,True,Bournemouth,-2.54
John McGinn,Aston Villa,Bournemouth,2024-04-21,True,DMC,90,0.0,0.06,0.0,0.0,2,2.0,0.0,1.3,0,0,1,True,2.0,0.2,76.43,1.0,3.0,1.94,3.42,0.03,5.0,Aston Villa,True,Chelsea,1.5
John McGinn,Aston Villa,Chelsea,2024-04-27,True,AMC,90,0.0,0.13,0.0,0.04,5,1.0,1.0,2.2,0,0,2,True,2.0,0.21,76.9,1.0,3.0,1.94,3.42,0.03,2.0,Aston Villa,False,Brighton,-1.16
John McGinn,Aston Villa,Brighton,2024-05-05,False,DMC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.3,0,0,1,True,3.0,0.24,77.33,1.0,3.0,1.94,3.42,0.03,1.0,Aston Villa,True,Liverpool,0.66
John McGinn,Aston Villa,Liverpool,2024-05-13,True,AML,90,0.0,0.05,0.0,0.12,1,1.0,2.0,5.3,0,0,3,True,3.4,0.24,77.74,1.0,3.0,1.94,3.42,0.03,1.0,Aston Villa,False,Crystal Palace,2.46
John McGinn,Aston Villa,Crystal Palace,2024-05-19,False,ML,86,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,5,True,2.6,0.05,78.0,1.0,3.0,1.94,3.42,0.03,2.0,Aston Villa,False,Liverpool,0.36
John McGinn,Aston Villa,Liverpool,2023-09-03,False,ML,90,0.0,0.2,0.0,0.0,2,2.0,0.0,3.1,0,0,3,True,2.2,0.05,78.36,1.0,3.0,1.94,3.42,0.03,1.0,Aston Villa,True,Crystal Palace,-0.78
John McGinn,Aston Villa,Crystal Palace,2023-09-16,True,AMR,70,0.0,0.0,0.0,0.03,1,0.0,1.0,2.4,0,0,1,True,2.2,0.08,78.12,1.0,3.0,1.94,3.42,0.03,3.0,Aston Villa,False,Chelsea,-0.25
