name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Scott McTominay,Man Utd,Wolverhampton,2023-08-14,True,Sub,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,0,False,0.0,0.0,2.0,1.0,0.0,1.8,1.08,0.03,2.0,Man Utd,True,Manchester City,-1.29
Scott McTominay,Man Utd,Manchester City,2023-10-29,True,AMC,90,0.0,0.14,0.0,0.0,2,2.0,0.0,6.6,0,0,3,True,1.0,0.0,46.0,1.0,0.0,1.8,1.08,0.03,3.0,Man Utd,False,Fulham,-3.44
Scott McTominay,Man Utd,Fulham,2023-11-04,False,DMC,90,0.0,0.1,0.0,0.0,3,1.0,0.0,2.6,0,1,0,True,1.5,0.07,60.67,1.0,0.0,1.8,1.08,0.03,3.0,Man Utd,True,Luton,
Scott McTominay,Man Utd,Luton,2023-11-11,True,DMC,90,0.0,0.13,0.0,0.0,3,2.0,0.0,3.7,0,1,0,True,2.0,0.08,68.0,1.0,0.0,1.8,1.08,0.03,3.0,Man Utd,False,Everton,0.29
Scott McTominay,Man Utd,Everton,2023-11-26,False,DMC,90,0.0,0.03,0.0,0.0,3,1.0,0.0,1.2,0,1,0,True,2.25,0.09,72.4,1.0,0.0,1.8,1.08,0.03,2.0,Man Utd,False,Newcastle United,1.53
Scott McTominay,Man Utd,Newcastle United,2023-12-02,False,DMC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.7,0,0,1,True,2.4,0.08,75.33,1.0,0.0,1.8,1.08,0.03,14.0,Man Utd,True,Chelsea,-2.84
Scott McTominay,Man Utd,Chelsea,2023-12-06,True,DMC,90,2.0,2.22,0.0,0.0,14,7.0,0.0,21.2,2,0,1,True,2.6,0.08,77.43,1.0,0.0,1.8,1.08,0.03,2.0,Man Utd,True,Bournemouth,-3.39
Scott McTominay,Man Utd,Bournemouth,2023-12-09,True,DMC,90,0.0,0.5,0.0,0.0,2,7.0,0.0,5.3,0,0,3,True,5.0,0.49,79.0,1.0,0.0,1.8,1.08,0.03,3.0,Man Utd,False,Liverpool,4.73
Scott McTominay,Man Utd,Liverpool,2023-12-17,False,AMC,90,0.0,0.04,0.0,0.4,3,1.0,2.0,5.4,0,1,0,True,4.8,0.57,80.22,1.0,0.0,1.8,1.08,0.03,2.0,Man Utd,False,West Ham,1.21
Scott McTominay,Man Utd,West Ham,2023-12-23,False,DMC,90,0.0,0.05,0.0,0.02,2,1.0,1.0,3.9,0,0,2,True,4.8,0.56,81.2,1.0,0.0,1.8,1.08,0.03,1.0,Man Utd,True,Aston Villa,-0.0
Scott McTominay,Man Utd,Aston Villa,2023-12-26,True,Sub,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,0,False,4.6,0.56,74.64,1.0,0.0,1.8,1.08,0.03,0.0,Man Utd,False,Tottenham,-1.07
Scott McTominay,Man Utd,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,False,4.4,0.56,68.42,1.0,0.0,1.8,1.08,0.03,1.0,Man Utd,False,Nottingham Forest,-2.13
Scott McTominay,Man Utd,Nottingham Forest,2023-12-30,False,Sub,45,0.0,0.13,0.0,0.0,1,1.0,0.0,4.0,0,0,2,False,1.6,0.12,66.62,1.0,0.0,1.8,1.08,0.03,1.0,Man Utd,True,Tottenham,-2.65
Scott McTominay,Man Utd,Tottenham,2024-01-14,True,Sub,32,0.0,0.51,0.0,0.0,1,2.0,0.0,1.4,0,0,0,False,1.4,0.05,64.14,1.0,0.0,1.8,1.08,0.03,6.0,Man Utd,False,Wolverhampton,-0.28
