name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jairo Riedewald,Crystal Palace,Sheffield,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,Crystal Palace,True,Tottenham,0.96,0.69
Jairo Riedewald,Crystal Palace,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,Crystal Palace,False,Burnley,1.63,0.0
Jairo Riedewald,Crystal Palace,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,Crystal Palace,True,Everton,-0.5,0.53
Jairo Riedewald,Crystal Palace,Everton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,Crystal Palace,False,Luton,,
Jairo Riedewald,Crystal Palace,Luton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,1.0,Crystal Palace,False,West Ham,0.28,-0.22
Jairo Riedewald,Crystal Palace,West Ham,2023-12-03,False,Sub,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,False,0.0,0.0,1.33,0.0,0.0,0.05,0.0,0.1,0.0,Crystal Palace,True,Bournemouth,-1.71,1.22
Jairo Riedewald,Crystal Palace,Bournemouth,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,1.14,0.0,0.0,0.05,0.0,0.1,0.0,Crystal Palace,True,Liverpool,1.86,0.18
Jairo Riedewald,Crystal Palace,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,1.0,0.0,0.0,0.05,0.0,0.1,2.0,Crystal Palace,False,Manchester City,-0.86,-1.32
Jairo Riedewald,Crystal Palace,Manchester City,2023-12-16,False,MC,80,0.0,0.0,0.0,0.0,2,0.0,0.0,0.2,0,0,2,True,0.2,0.0,9.78,0.0,0.0,0.05,0.0,0.1,0.0,Crystal Palace,True,Brighton,0.52,-0.66
Jairo Riedewald,Crystal Palace,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.0,8.8,0.0,0.0,0.05,0.0,0.1,0.0,Crystal Palace,False,Chelsea,2.53,-0.85
Jairo Riedewald,Crystal Palace,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.0,8.0,0.0,0.0,0.05,0.0,0.1,0.0,Crystal Palace,True,Arsenal,-1.01,-0.11
