name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts
Michael Olise,Crystal Palace,Everton,2023-11-11,True,Sub,23,0,0.0297025125473737,0,0.0,1,1,0,1.0,0,0,1,False
Michael Olise,Crystal Palace,Luton,2023-11-25,False,AMR,90,1,0.267702043056488,0,0.2549381852149963,10,5,2,15.4,3,0,2,True
Michael Olise,Crystal Palace,West Ham,2023-12-03,False,AMR,90,0,0.0738049149513244,0,0.0,2,2,0,4.0,0,0,1,True
Michael Olise,Crystal Palace,Bournemouth,2023-12-06,True,AMR,90,0,0.1363936960697174,0,0.3991784155368805,2,2,5,9.1,0,0,2,True
Michael Olise,Crystal Palace,Liverpool,2023-12-09,True,Sub,22,0,0.0,0,0.4228229820728302,1,0,2,4.1,0,0,2,False
Michael Olise,Crystal Palace,Manchester City,2023-12-16,False,MR,90,1,0.8163619637489319,0,0.0912858769297599,9,2,2,9.0,2,0,2,True
Michael Olise,Crystal Palace,Brighton,2023-12-21,True,FWR,90,0,0.1894114911556244,1,0.8069276809692383,6,2,4,11.0,1,0,1,True
Michael Olise,Crystal Palace,Chelsea,2023-12-27,False,FWR,90,1,0.6209186315536499,0,0.0918592810630798,9,6,2,14.8,2,0,2,True
Michael Olise,Crystal Palace,Brentford,2023-12-30,True,FWR,90,2,0.8409315943717957,0,0.1908169984817505,15,6,2,21.8,3,0,1,True
Michael Olise,Crystal Palace,Sheffield,2024-01-30,True,FWR,69,1,0.1408526003360748,2,0.6279853582382202,16,4,2,13.0,3,0,2,True
Michael Olise,Crystal Palace,Brighton,2024-02-03,False,Sub,10,0,0.0,0,0.0,1,0,0,0.0,0,0,0,False
Michael Olise,Crystal Palace,Manchester City,2024-04-06,True,Sub,16,0,0.0,0,0.35724076628685,1,0,2,2.9,0,0,0,False
Michael Olise,Crystal Palace,Liverpool,2024-04-14,False,FWR,67,0,0.1363804191350937,0,0.0920517519116401,3,2,1,4.3,0,1,0,True
Michael Olise,Crystal Palace,West Ham,2024-04-21,True,AMC,67,1,0.5910210609436035,1,0.8264375329017639,12,4,2,13.5,2,0,1,True
Michael Olise,Crystal Palace,Newcastle United,2024-04-24,True,Sub,17,0,0.0513569265604019,0,0.036514151841402,1,1,1,2.1,0,0,0,False
Michael Olise,Crystal Palace,Fulham,2024-04-27,False,AMC,90,0,0.4299505949020386,0,0.1406110674142837,2,5,3,9.0,0,0,1,True
Michael Olise,Crystal Palace,Manchester United,2024-05-06,True,AMC,84,2,0.4861536920070648,0,0.106294184923172,16,6,2,17.8,3,1,0,True
Michael Olise,Crystal Palace,Wolverhampton,2024-05-11,False,AMC,87,1,0.3240227699279785,1,0.358915239572525,12,2,2,10.4,2,0,1,True
Michael Olise,Crystal Palace,Aston Villa,2024-05-19,True,AMC,90,0,0.5524482727050781,1,0.3927852511405945,6,6,1,12.2,0,1,0,True
