name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ian Maatsen,Chelsea,Liverpool,2023-08-13,True,Sub,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,0,False,0.0,0.0,9.0,0,0,0,0,0,1.0,Chelsea,True,Brentford,4.46,0.79
Ian Maatsen,Chelsea,Brentford,2023-10-28,True,Sub,23,0.0,0.0,0.0,0.0,1,0.0,0.0,1.7,0,0,1,False,1.0,0.0,16.0,0,0,0,0,0,0.0,Chelsea,False,Tottenham,0.52,-0.36
Ian Maatsen,Chelsea,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.0,10.67,0,0,0,0,0,0.0,Chelsea,True,Manchester City,0.82,-0.96
Ian Maatsen,Chelsea,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,False,0.67,0.0,8.0,0,0,0,0,0,0.0,Chelsea,False,Newcastle United,-0.48,-0.41
Ian Maatsen,Chelsea,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,False,0.5,0.0,6.4,0,0,0,0,0,1.0,Chelsea,True,Brighton,0.38,-0.66
Ian Maatsen,Chelsea,Brighton,2023-12-03,True,Sub,18,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,1,False,0.4,0.0,8.33,0,0,0,0,0,0.0,Chelsea,False,Manchester United,1.57,-0.63
Ian Maatsen,Chelsea,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,7.14,0,0,0,0,0,1.0,Chelsea,False,Everton,-0.36,-0.24
Ian Maatsen,Chelsea,Everton,2023-12-10,False,Sub,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,1,False,0.2,0.0,7.0,0,0,0,0,0,1.0,Chelsea,True,Sheffield,,0.68
Ian Maatsen,Chelsea,Sheffield,2023-12-16,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,0.4,0.0,6.33,0,0,0,0,0,1.0,Chelsea,False,Wolverhampton,1.13,-0.52
Ian Maatsen,Chelsea,Wolverhampton,2023-12-24,False,Sub,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,1,False,0.6,0.0,6.8,0,0,0,0,0,1.0,Chelsea,True,Crystal Palace,-1.42,0.88
Ian Maatsen,Chelsea,Crystal Palace,2023-12-27,True,AMR,57,0.0,0.37,0.0,0.0,1,2.0,0.0,1.7,0,0,1,True,0.8,0.0,11.36,0,0,0,0,0,0.0,Chelsea,False,West Ham,2.39,-0.22
Ian Maatsen,Chelsea,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.07,10.42,0,0,0,0,0,0.0,Chelsea,False,Luton,,
Ian Maatsen,Chelsea,Luton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.07,9.62,0,0,0,0,0,0.0,Chelsea,True,Fulham,-0.78,-0.13
Ian Maatsen,Chelsea,Fulham,2024-01-13,True,DL,0,0.0,0.0,0.0,0.48,0,0.0,2.0,0.0,0,0,0,False,0.6,0.07,8.93,0,0,0,0,0,0.0,Chelsea,False,Liverpool,-0.82,-1.01
