name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts
Mario Lemina,Wolves,Manchester United,2023-08-14,False,MC,90,0,0.097210444509983,0,0.0,1,3,0,2.3,0,0,1,True
Mario Lemina,Wolves,Newcastle United,2023-10-28,True,MC,85,1,0.0893901661038398,0,0.033949714154005,9,1,1,7.8,2,0,2,True
Mario Lemina,Wolves,Sheffield,2023-11-04,False,MC,90,0,0.2522256076335907,0,0.0,2,2,0,4.7,0,0,2,True
Mario Lemina,Wolves,Tottenham,2023-11-11,True,MC,90,1,0.5587495565414429,0,0.0,10,3,0,9.6,3,0,1,True
Mario Lemina,Wolves,Fulham,2023-11-27,False,MC,90,0,0.12224842607975,0,0.1392002701759338,1,2,1,4.9,0,0,3,True
Mario Lemina,Wolves,Burnley,2023-12-05,True,MC,90,0,0.4855725765228271,0,0.0,2,1,0,3.0,0,1,0,True
Mario Lemina,Wolves,Nottingham Forest,2023-12-09,True,MC,60,0,0.0,0,0.0,2,0,0,1.2,0,0,1,True
Mario Lemina,Wolves,West Ham,2023-12-17,False,MC,79,0,0.0367210768163204,0,0.0,2,2,0,2.7,0,0,3,True
Mario Lemina,Wolves,Chelsea,2023-12-24,True,MC,90,1,0.1734748780727386,0,0.0,9,3,0,8.3,3,0,1,True
Mario Lemina,Wolves,Brentford,2023-12-27,False,MC,90,1,0.3966870605945587,0,0.0,9,1,0,8.4,2,0,1,True
Mario Lemina,Wolves,Brighton,2023-08-19,True,MC,90,0,0.65529465675354,0,0.0,2,2,0,2.4,0,0,4,True
Mario Lemina,Wolves,Brighton,2024-01-22,False,MC,90,0,0.1173352003097534,0,0.0,3,1,0,4.9,0,1,0,True
Mario Lemina,Wolves,Manchester United,2024-02-01,True,MC,90,0,0.0367951653897762,0,0.1179846227169036,2,1,3,6.3,0,0,4,True
Mario Lemina,Wolves,Chelsea,2024-02-04,False,MC,90,0,0.0,0,0.0255428738892078,2,0,1,2.6,0,0,2,True
Mario Lemina,Wolves,Brentford,2024-02-10,True,MC,90,0,0.1596510410308838,0,0.0,1,4,0,2.5,0,0,2,True
Mario Lemina,Wolves,Tottenham,2024-02-17,False,MC,90,0,0.0400470681488513,0,0.0,2,1,0,3.6,0,0,1,True
Mario Lemina,Wolves,Sheffield,2024-02-25,True,MC,90,0,0.2603840827941894,0,0.1592131555080413,3,2,2,5.8,0,1,0,True
Mario Lemina,Wolves,Newcastle United,2024-03-02,False,MC,80,0,0.0,0,0.0666615143418312,2,0,1,2.8,0,0,2,True
Mario Lemina,Wolves,Fulham,2024-03-09,True,DMC,90,0,0.2326919734477996,0,0.3127199113368988,2,1,1,2.7,0,0,1,True
Mario Lemina,Wolves,Everton,2023-08-26,False,MC,90,0,0.0834138467907905,0,0.0,2,3,0,1.7,0,1,0,True
Mario Lemina,Wolves,Aston Villa,2024-03-30,False,AMC,90,0,0.4401748478412628,0,0.0453718788921833,2,3,1,5.4,0,0,2,True
Mario Lemina,Wolves,Burnley,2024-04-02,False,MC,90,0,0.0177088361233472,0,0.0,2,1,0,1.1,0,0,1,True
Mario Lemina,Wolves,West Ham,2024-04-06,True,MC,74,0,0.0275234077125787,0,0.0143637033179402,2,1,1,3.9,0,0,1,True
Mario Lemina,Wolves,Nottingham Forest,2024-04-13,False,MC,90,0,0.0,0,0.0142978960648179,1,0,1,2.2,0,0,2,True
Mario Lemina,Wolves,Arsenal,2024-04-20,True,Sub,39,0,0.0283380523324012,0,0.0,1,1,0,2.8,0,0,1,False
Mario Lemina,Wolves,Bournemouth,2024-04-24,True,DMC,90,0,0.0504366345703601,0,0.0996381044387817,2,2,3,8.4,0,0,1,True
Mario Lemina,Wolves,Luton,2024-04-27,True,MC,90,0,0.0793486610054969,1,0.6953589916229248,8,2,2,6.6,3,0,1,True
Mario Lemina,Wolves,Manchester City,2024-05-04,False,MC,45,0,0.0,0,0.0,0,0,0,0.3,0,0,3,True
Mario Lemina,Wolves,Crystal Palace,2024-05-11,True,MC,90,0,0.0512031428515911,0,0.0,2,2,0,4.5,0,0,3,True
Mario Lemina,Wolves,Liverpool,2024-05-19,False,MC,90,0,0.0,0,0.0,2,0,0,2.2,0,0,2,True
Mario Lemina,Wolves,Crystal Palace,2023-09-03,False,MC,90,0,0.0,0,0.0622023344039917,2,0,2,5.3,0,0,3,True
Mario Lemina,Wolves,Liverpool,2023-09-16,True,DMC,77,0,0.0573637448251247,0,0.0,2,1,0,2.3,0,0,1,True
Mario Lemina,Wolves,Luton,2023-09-23,False,DMC,90,0,0.0460521355271339,0,0.0,1,1,0,6.7,0,0,1,True
Mario Lemina,Wolves,Manchester City,2023-09-30,True,MC,90,0,0.0,0,0.0,1,0,0,0.8,0,0,1,True
Mario Lemina,Wolves,Aston Villa,2023-10-08,True,MC,90,0,0.0147121334448456,0,0.0,-1,1,0,2.0,0,0,1,True
