name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Charles Sagoe,Arsenal,Burnley,2023-11-11,True,DL,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,False,0.0,0.0,0.0,0,0,0,0,0,0.0,Arsenal,False,Brentford,-0.6
Charles Sagoe,Arsenal,Brentford,2023-11-25,False,DL,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,False,0.0,0.0,0.0,0,0,0,0,0,0.0,Arsenal,True,Wolverhampton,-2.6
Charles Sagoe,Arsenal,Wolverhampton,2023-12-02,True,DL,0,0.0,0.0,1.0,0.4,0,0.0,1.0,0.0,0,0,0,False,0.0,0.0,0.0,0,0,0,0,0,0.0,Arsenal,False,Luton,1.98
Charles Sagoe,Arsenal,Luton,2023-12-05,False,DL,0,0.0,0.02,0.0,0.05,0,1.0,1.0,0.0,0,0,0,False,0.0,0.33,0.0,0,0,0,0,0,0.0,Arsenal,False,Aston Villa,-0.83
Charles Sagoe,Arsenal,Aston Villa,2023-12-09,False,DL,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,False,0.0,0.25,0.0,0,0,0,0,0,0.0,Arsenal,True,Brighton,0.58
Charles Sagoe,Arsenal,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.2,0.0,0,0,0,0,0,0.0,Arsenal,False,Liverpool,0.87
Charles Sagoe,Arsenal,Liverpool,2023-12-23,False,DL,0,0.0,0.0,0.0,0.04,0,0.0,1.0,0.0,0,0,0,False,0.0,0.2,0.0,0,0,0,0,0,0.0,Arsenal,True,West Ham,0.89
Charles Sagoe,Arsenal,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.2,0.0,0,0,0,0,0,0.0,Arsenal,False,Fulham,-0.97
Charles Sagoe,Arsenal,Fulham,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0,0,0,0,0,0.0,Arsenal,True,Crystal Palace,-2.84
Charles Sagoe,Arsenal,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0,0,0,0,0,0.0,Arsenal,False,Nottingham Forest,2.82
Charles Sagoe,Arsenal,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0,0,0,0,0,0.0,Arsenal,True,Liverpool,-1.54
Charles Sagoe,Arsenal,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,0,0,0,0,0,0.0,Arsenal,False,West Ham,-2.34
