name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Mason Mount,Man Utd,Wolverhampton,2023-08-14,True,MC,67,0,0.0,0,0.0,3,0,0,0.6,0,1,0,True,0.0,0.0,67.0,3,2,2.13,2.99,0.05,1
Mason Mount,Man Utd,Manchester City,2023-10-29,True,Sub,45,0,0.0,0,0.0,1,0,0,0.5,0,0,2,False,3.0,0.0,56.0,3,2,2.13,2.99,0.05,1
Mason Mount,Man Utd,Fulham,2023-11-04,False,Sub,11,0,0.0,0,0.0,1,0,0,0.6,0,0,0,False,2.0,0.0,41.0,3,2,2.13,2.99,0.05,1
Mason Mount,Man Utd,Luton,2023-11-11,True,Sub,50,0,0.0,0,0.01,1,0,1,3.6,0,0,0,False,1.67,0.0,43.25,3,2,2.13,2.99,0.05,2
Mason Mount,Man Utd,Tottenham,2023-08-19,False,DMC,84,0,0.0,0,0.06,2,0,2,3.9,0,0,2,True,1.5,0.0,51.4,3,2,2.13,2.99,0.05,6
Mason Mount,Man Utd,Brentford,2024-03-30,False,Sub,10,1,0.38,0,0.0,6,1,0,5.2,0,0,1,False,1.6,0.0,44.5,3,2,2.13,2.99,0.05,1
Mason Mount,Man Utd,Chelsea,2024-04-04,False,Sub,4,0,0.0,0,0.0,1,0,0,0.9,0,0,2,False,2.2,0.08,38.71,3,2,2.13,2.99,0.05,0
Mason Mount,Man Utd,Liverpool,2024-04-07,True,Sub,6,0,0.0,0,0.0,0,0,0,0.1,0,0,0,False,2.2,0.08,34.62,3,2,2.13,2.99,0.05,1
Mason Mount,Man Utd,Bournemouth,2024-04-13,False,Sub,12,0,0.0,0,0.0,1,0,0,0.2,0,0,0,False,2.0,0.08,32.11,3,2,2.13,2.99,0.05,1
Mason Mount,Man Utd,Burnley,2024-04-27,True,Sub,1,0,0.0,0,0.2,1,0,1,1.5,0,0,0,False,2.0,0.08,29.0,3,2,2.13,2.99,0.05,2
Mason Mount,Man Utd,Crystal Palace,2024-05-06,False,AMC,79,0,0.07,0,0.0,2,1,0,2.0,0,0,4,True,1.8,0.08,33.55,3,2,2.13,2.99,0.05,1
Mason Mount,Man Utd,Crystal Palace,2023-09-30,True,DMC,76,0,0.09,0,0.05,1,2,1,5.6,0,0,1,True,1.0,0.01,37.08,3,2,2.13,2.99,0.05,2
Mason Mount,Man Utd,Brentford,2023-10-07,True,AMC,62,0,0.08,0,0.04,2,1,1,3.2,0,0,1,True,1.0,0.03,39.0,3,2,2.13,2.99,0.05,1
Mason Mount,Man Utd,Sheffield,2023-10-21,False,Sub,2,0,0.0,0,0.0,1,0,0,0.2,0,0,0,False,1.4,0.05,36.36,3,2,2.13,2.99,0.05,
