name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Arnaut Danjuma Groeneveld,Everton,Fulham,2023-08-12,True,Sub,18,0.0,0.0,0.0,0.09,1,0.0,1.0,1.8,0,0,1,False,0.0,0.0,18.0,0,0,0,0,0,0.0,Everton,False,West Ham,4.39,
Arnaut Danjuma Groeneveld,Everton,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.0,9.0,0,0,0,0,0,0.0,Everton,True,Brighton,2.15,-0.66
Arnaut Danjuma Groeneveld,Everton,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.5,0.0,6.0,0,0,0,0,0,0.0,Everton,False,Crystal Palace,0.85,
Arnaut Danjuma Groeneveld,Everton,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,False,0.33,0.0,4.5,0,0,0,0,0,1.0,Everton,True,Manchester United,-0.7,
Arnaut Danjuma Groeneveld,Everton,Manchester United,2023-11-26,True,Sub,17,0.0,0.0,0.0,0.09,1,0.0,2.0,2.8,0,0,1,False,0.25,0.0,7.0,0,0,0,0,0,0.0,Everton,False,Nottingham Forest,1.05,
Arnaut Danjuma Groeneveld,Everton,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,5.83,0,0,0,0,0,0.0,Everton,True,Newcastle United,1.57,
Arnaut Danjuma Groeneveld,Everton,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,5.0,0,0,0,0,0,0.0,Everton,True,Chelsea,-0.66,-0.25
Arnaut Danjuma Groeneveld,Everton,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,4.38,0,0,0,0,0,0.0,Everton,False,Burnley,-1.91,0.0
Arnaut Danjuma Groeneveld,Everton,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,3.89,0,0,0,0,0,1.0,Everton,False,Tottenham,4.06,-0.36
Arnaut Danjuma Groeneveld,Everton,Tottenham,2023-12-23,False,Sub,24,0.0,0.57,0.0,0.0,1,4.0,0.0,7.1,0,0,0,False,0.2,0.0,5.9,0,0,0,0,0,1.0,Everton,True,Manchester City,1.82,
