name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Mikkel Damsgaard,Brentford,Tottenham,2023-08-13,True,Sub,41,0.0,0.07,0.0,0.0,1,1.0,0.0,2.8,0,0,0,False,0.0,0.0,41.0,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,False,Chelsea,-4.09,-0.85
Mikkel Damsgaard,Brentford,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.07,20.5,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,True,West Ham,-2.81,
Mikkel Damsgaard,Brentford,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.5,0.04,13.67,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,False,Liverpool,3.61,-1.01
Mikkel Damsgaard,Brentford,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,False,0.33,0.02,10.25,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,True,Arsenal,-0.45,-0.11
Mikkel Damsgaard,Brentford,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,False,0.25,0.02,8.2,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,True,Luton,,
Mikkel Damsgaard,Brentford,Luton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.01,6.83,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,False,Brighton,1.94,-0.6
Mikkel Damsgaard,Brentford,Brighton,2023-12-06,False,Sub,21,0.0,0.0,0.0,0.0,1,0.0,0.0,1.4,0,0,0,False,0.0,0.0,8.86,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,False,Sheffield,,-0.61
Mikkel Damsgaard,Brentford,Sheffield,2023-12-09,False,Sub,25,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,0,False,0.2,0.0,10.88,0.0,0.0,2.67,1.72,0.03,3.0,Brentford,True,Aston Villa,0.1,
Mikkel Damsgaard,Brentford,Aston Villa,2023-12-17,True,MC,67,0.0,0.38,0.0,0.26,3,1.0,1.0,5.3,0,1,0,True,0.4,0.0,17.11,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,True,Wolverhampton,1.61,0.05
Mikkel Damsgaard,Brentford,Wolverhampton,2023-12-27,True,Sub,45,0.0,0.13,0.0,0.62,1,1.0,1.0,3.4,0,0,1,False,1.0,0.08,19.9,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,False,Fulham,3.1,0.86
Mikkel Damsgaard,Brentford,Fulham,2023-08-19,False,Sub,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,False,1.2,0.1,19.09,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,False,Crystal Palace,0.48,
Mikkel Damsgaard,Brentford,Crystal Palace,2023-12-30,False,Sub,23,0.0,0.0,0.0,0.03,1,0.0,1.0,1.8,0,0,0,False,1.4,0.1,19.42,0.0,0.0,2.67,1.72,0.03,5.0,Brentford,True,Nottingham Forest,0.65,
Mikkel Damsgaard,Brentford,Nottingham Forest,2024-01-20,True,MC,73,0.0,0.0,0.0,0.0,5,0.0,0.0,0.7,0,0,2,True,1.4,0.1,23.54,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,False,Tottenham,1.78,-0.36
Mikkel Damsgaard,Brentford,Tottenham,2024-01-31,False,Sub,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,False,2.2,0.1,22.0,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,True,Manchester City,0.86,
Mikkel Damsgaard,Brentford,Manchester City,2024-02-05,True,Sub,13,0.0,0.0,0.0,0.02,1,0.0,1.0,1.8,0,0,0,False,1.8,0.03,21.4,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,False,Wolverhampton,-0.44,-0.52
Mikkel Damsgaard,Brentford,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,False,1.8,0.0,20.06,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,True,Liverpool,-3.47,0.18
Mikkel Damsgaard,Brentford,Liverpool,2024-02-17,True,Sub,16,0.0,0.0,0.0,0.41,1,0.0,1.0,2.3,0,0,1,False,1.6,0.0,19.82,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,False,Manchester City,-1.15,
Mikkel Damsgaard,Brentford,Manchester City,2024-02-20,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,False,1.6,0.0,18.78,0.0,0.0,2.67,1.72,0.03,4.0,Brentford,False,West Ham,-2.81,
Mikkel Damsgaard,Brentford,West Ham,2024-02-26,False,Sub,13,0.0,0.05,1.0,0.15,4,1.0,2.0,6.4,0,0,0,False,0.8,0.0,18.47,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,True,Chelsea,0.13,-0.25
Mikkel Damsgaard,Brentford,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,False,1.4,0.21,17.55,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,False,Arsenal,0.51,-0.48
Mikkel Damsgaard,Brentford,Arsenal,2024-03-09,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,1.2,0.21,16.76,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,False,Burnley,4.94,0.0
Mikkel Damsgaard,Brentford,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,False,1.4,0.21,16.0,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,True,Crystal Palace,0.84,
Mikkel Damsgaard,Brentford,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,False,1.2,0.21,15.3,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,True,Manchester United,-5.51,
Mikkel Damsgaard,Brentford,Manchester United,2024-03-30,True,Sub,19,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,1,False,1.0,0.21,15.46,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,True,Brighton,-1.03,-0.66
Mikkel Damsgaard,Brentford,Brighton,2024-04-03,True,Sub,26,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,0,False,0.4,0.0,15.88,0.0,0.0,2.67,1.72,0.03,4.0,Brentford,False,Aston Villa,3.41,
Mikkel Damsgaard,Brentford,Aston Villa,2024-04-06,False,MC,80,0.0,0.11,1.0,0.36,4,2.0,1.0,3.8,0,0,3,True,0.6,0.0,18.35,0.0,0.0,2.67,1.72,0.03,6.0,Brentford,True,Sheffield,,0.68
Mikkel Damsgaard,Brentford,Sheffield,2024-04-13,True,MC,78,0.0,0.05,0.0,0.0,6,1.0,0.0,1.5,0,1,0,True,1.2,0.22,20.56,0.0,0.0,2.67,1.72,0.03,2.0,Brentford,False,Luton,,
Mikkel Damsgaard,Brentford,Luton,2024-04-20,False,MC,70,0.0,0.05,0.0,0.37,2,1.0,1.0,4.8,0,1,0,True,2.4,0.23,22.32,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,False,Everton,,-0.24
Mikkel Damsgaard,Brentford,Everton,2024-04-27,False,Sub,23,0.0,0.03,0.0,0.06,1,1.0,1.0,2.4,0,0,0,False,2.8,0.24,22.34,0.0,0.0,2.67,1.72,0.03,3.0,Brentford,True,Fulham,,-0.13
Mikkel Damsgaard,Brentford,Fulham,2024-05-04,True,MC,81,0.0,0.0,0.0,0.0,3,0.0,0.0,1.5,0,1,0,True,2.8,0.25,24.3,0.0,0.0,2.67,1.72,0.03,3.0,Brentford,False,Bournemouth,2.35,0.19
Mikkel Damsgaard,Brentford,Bournemouth,2024-05-11,False,MC,74,0.0,0.0,0.0,0.0,3,0.0,0.0,1.4,0,1,0,True,3.2,0.25,25.9,0.0,0.0,2.67,1.72,0.03,1.0,Brentford,True,Newcastle United,,
Mikkel Damsgaard,Brentford,Newcastle United,2024-05-19,True,Sub,26,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,1,False,3.0,0.03,25.91,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,True,Bournemouth,-0.5,1.22
Mikkel Damsgaard,Brentford,Bournemouth,,True,,0,,,,,0,,,0.0,0,0,0,False,2.0,0.02,25.12,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,False,Newcastle United,2.44,
Mikkel Damsgaard,Brentford,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,False,1.6,0.01,24.38,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,True,Everton,0.56,0.53
Mikkel Damsgaard,Brentford,Everton,,True,,0,,,,,0,,,0.0,0,0,0,False,1.4,0.0,23.69,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,False,Nottingham Forest,1.35,
Mikkel Damsgaard,Brentford,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.0,23.03,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,False,Manchester United,0.17,
Mikkel Damsgaard,Brentford,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,22.41,0.0,0.0,2.67,1.72,0.03,0.0,Brentford,True,Burnley,-3.68,0.39
Mikkel Damsgaard,Brentford,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,21.82,0.0,0.0,2.67,1.72,0.03,,,,,,
