name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Kevin De Bruyne,Man City,Burnley,2023-08-11,False,DMC,22,0,0.02,0,0.13,1,1,1,2.2,0,0,0,True,0.0,0.0,22.0,7,16,4.76,16.31,0.08,12
Kevin De Bruyne,Man City,Newcastle United,2024-01-13,False,Sub,21,1,0.14,1,1.07,12,2,3,10.9,3,0,0,False,1.0,0.02,21.5,7,16,4.76,16.31,0.08,7
Kevin De Bruyne,Man City,Burnley,2024-01-31,True,AMC,70,0,0.11,1,0.48,7,3,1,5.8,1,1,0,True,6.5,0.58,37.67,7,16,4.76,16.31,0.08,5
Kevin De Bruyne,Man City,Brentford,2024-02-05,False,MC,90,0,0.15,1,0.53,5,3,4,14.1,0,0,1,True,6.67,0.76,50.75,7,16,4.76,16.31,0.08,4
Kevin De Bruyne,Man City,Everton,2024-02-10,True,Sub,33,0,0.29,1,0.38,4,1,1,3.4,0,0,0,False,6.25,0.86,47.2,7,16,4.76,16.31,0.08,2
Kevin De Bruyne,Man City,Chelsea,2024-02-17,True,MC,90,0,0.07,0,0.65,2,1,7,17.1,0,0,1,True,5.8,0.94,54.33,7,16,4.76,16.31,0.08,0
Kevin De Bruyne,Man City,Bournemouth,2024-02-24,False,Sub,6,0,0.0,0,0.0,0,0,0,0.4,0,0,0,False,6.0,0.95,47.43,7,16,4.76,16.31,0.08,2
Kevin De Bruyne,Man City,Manchester United,2024-03-03,True,AMC,90,0,0.28,0,0.65,2,5,6,11.4,0,0,1,True,3.6,0.73,52.75,7,16,4.76,16.31,0.08,6
Kevin De Bruyne,Man City,Liverpool,2024-03-10,False,AMC,68,0,0.06,1,1.01,6,2,3,7.9,1,0,1,True,2.6,0.56,54.44,7,16,4.76,16.31,0.08,3
Kevin De Bruyne,Man City,Arsenal,2024-03-31,True,MC,90,0,0.0,0,0.83,3,0,4,8.6,0,1,0,True,2.8,0.54,58.0,7,16,4.76,16.31,0.08,18
Kevin De Bruyne,Man City,Crystal Palace,2024-04-06,False,AMC,90,2,0.13,1,1.09,18,3,4,21.5,3,0,2,True,2.6,0.28,60.91,7,16,4.76,16.31,0.08,2
Kevin De Bruyne,Man City,Luton,2024-04-13,True,AMC,80,0,0.32,0,1.19,2,5,7,17.1,0,1,0,True,5.8,0.5,62.5,7,16,4.76,16.31,0.08,9
Kevin De Bruyne,Man City,Brighton,2024-04-25,False,MC,71,1,0.18,0,0.0,9,3,0,7.5,1,1,0,True,6.2,0.56,63.15,7,16,4.76,16.31,0.08,11
Kevin De Bruyne,Man City,Nottingham Forest,2024-04-28,False,MC,88,0,0.22,2,0.56,11,5,3,12.6,2,1,0,True,7.6,0.54,64.93,7,16,4.76,16.31,0.08,2
Kevin De Bruyne,Man City,Wolverhampton,2024-05-04,True,AMC,78,0,0.07,0,0.1,2,1,1,5.6,0,0,1,True,8.6,0.77,65.8,7,16,4.76,16.31,0.08,6
Kevin De Bruyne,Man City,Fulham,2024-05-11,False,AMC,74,0,0.13,1,1.47,6,2,7,16.1,0,1,0,True,8.4,0.78,66.31,7,16,4.76,16.31,0.08,6
Kevin De Bruyne,Man City,Tottenham,2024-05-14,False,AMC,68,0,0.08,1,0.94,6,1,1,5.5,0,1,0,True,6.0,0.78,66.41,7,16,4.76,16.31,0.08,2
Kevin De Bruyne,Man City,West Ham,2024-05-19,True,MC,90,0,0.32,0,0.88,2,6,5,15.9,0,0,1,True,6.8,0.93,67.72,7,16,4.76,16.31,0.08,
