name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Nathan Redmond,Burnley,Manchester City,2023-08-11,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Burnley,False,Bournemouth,0.12
Nathan Redmond,Burnley,Bournemouth,2023-10-28,False,Sub,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,Burnley,True,Crystal Palace,1.35
Nathan Redmond,Burnley,Crystal Palace,2023-11-04,True,Sub,12,0.0,0.0,0.0,0.04,1,0.0,1.0,1.7,0,0,1,False,1.0,0.0,7.33,0.0,0.0,0.0,0.0,1.0,0.0,Burnley,False,Arsenal,0.24
Nathan Redmond,Burnley,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.0,5.5,0.0,0.0,0.0,0.0,1.0,0.0,Burnley,True,West Ham,-0.08
Nathan Redmond,Burnley,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.75,0.0,4.4,0.0,0.0,0.0,0.0,1.0,1.0,Burnley,True,Sheffield,-6.23
Nathan Redmond,Burnley,Sheffield,2023-12-02,True,Sub,13,0.0,0.0,0.0,0.08,1,0.0,1.0,2.3,0,0,0,False,0.6,0.0,5.83,0.0,0.0,0.0,0.0,1.0,1.0,Burnley,False,Wolverhampton,0.3
Nathan Redmond,Burnley,Wolverhampton,2023-12-05,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,False,0.6,0.0,5.14,0.0,0.0,0.0,0.0,1.0,0.0,Burnley,False,Brighton,-4.46
Nathan Redmond,Burnley,Brighton,2023-12-09,False,Sub,12,0.0,0.0,0.0,0.0,0,0.0,1.0,1.4,0,0,0,False,0.6,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,Burnley,True,Everton,1.09
Nathan Redmond,Burnley,Everton,2023-12-16,True,Sub,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,0.4,0.0,5.67,0.0,0.0,0.0,0.0,1.0,1.0,Burnley,False,Fulham,-2.75
Nathan Redmond,Burnley,Fulham,2023-12-23,False,Sub,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,False,0.6,0.0,6.1,0.0,0.0,0.0,0.0,1.0,1.0,Burnley,True,Liverpool,0.6
