name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Josh Dasilva,Brentford,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Chelsea,-4.09
Josh Dasilva,Brentford,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,West Ham,-2.81
Josh Dasilva,Brentford,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Liverpool,3.61
Josh Dasilva,Brentford,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Arsenal,-0.45
Josh Dasilva,Brentford,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Luton,
Josh Dasilva,Brentford,Luton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Brighton,1.94
Josh Dasilva,Brentford,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Sheffield,
Josh Dasilva,Brentford,Sheffield,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Aston Villa,0.1
Josh Dasilva,Brentford,Aston Villa,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Wolverhampton,1.61
Josh Dasilva,Brentford,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.0,4.0,2.0,1.59,2.07,0.06,1.0,Brentford,False,Fulham,3.1
Josh Dasilva,Brentford,Fulham,2023-08-19,False,Sub,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,False,0.0,0.0,0.82,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Crystal Palace,0.48
Josh Dasilva,Brentford,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,0.75,4.0,2.0,1.59,2.07,0.06,1.0,Brentford,True,Nottingham Forest,0.65
Josh Dasilva,Brentford,Nottingham Forest,2024-01-20,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.8,0,0,0,False,0.2,0.0,0.77,4.0,2.0,1.59,2.07,0.06,1.0,Brentford,False,Tottenham,1.78
Josh Dasilva,Brentford,Tottenham,2024-01-31,False,Sub,12,0.0,0.0,0.0,0.13,1,0.0,2.0,2.7,0,0,0,False,0.4,0.0,1.57,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Manchester City,0.86
Josh Dasilva,Brentford,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.0,1.47,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Wolverhampton,-0.44
Josh Dasilva,Brentford,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.0,1.38,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Liverpool,-3.47
Josh Dasilva,Brentford,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,1.29,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Manchester City,-1.15
Josh Dasilva,Brentford,Manchester City,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,1.22,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,West Ham,-2.81
Josh Dasilva,Brentford,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,1.16,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Chelsea,0.13
Josh Dasilva,Brentford,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,1.1,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Arsenal,0.51
Josh Dasilva,Brentford,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,1.05,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Burnley,4.94
Josh Dasilva,Brentford,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,1.0,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Crystal Palace,0.84
Josh Dasilva,Brentford,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.96,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Manchester United,-5.51
Josh Dasilva,Brentford,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.92,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Brighton,-1.03
Josh Dasilva,Brentford,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.88,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Aston Villa,3.41
Josh Dasilva,Brentford,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.85,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Sheffield,
Josh Dasilva,Brentford,Sheffield,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.81,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Luton,
Josh Dasilva,Brentford,Luton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.79,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Everton,
Josh Dasilva,Brentford,Everton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.76,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Fulham,
Josh Dasilva,Brentford,Fulham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.73,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Bournemouth,2.35
Josh Dasilva,Brentford,Bournemouth,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.71,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Newcastle United,
Josh Dasilva,Brentford,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.69,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Bournemouth,-0.5
Josh Dasilva,Brentford,Bournemouth,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.67,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Newcastle United,2.44
Josh Dasilva,Brentford,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.65,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Everton,0.56
Josh Dasilva,Brentford,Everton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.63,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Nottingham Forest,1.35
Josh Dasilva,Brentford,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.61,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,False,Manchester United,0.17
Josh Dasilva,Brentford,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.59,4.0,2.0,1.59,2.07,0.06,0.0,Brentford,True,Burnley,-3.68
Josh Dasilva,Brentford,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.58,4.0,2.0,1.59,2.07,0.06,,,,,
