name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Lewis Miley,Newcastle,Bournemouth,2023-11-11,False,MC,65,0,0.0,0,0.0,2,0,0,1.1,0,0,1,True,0.0,0.0,65.0,0,0,0.06,0,0.07,6
Lewis Miley,Newcastle,Chelsea,2023-11-25,True,MC,90,0,0.02,1,0.44,6,1,1,4.5,1,0,1,True,2.0,0.0,77.5,0,0,0.06,0,0.07,3
Lewis Miley,Newcastle,Manchester United,2023-12-02,True,MC,90,0,0.15,0,0.0,3,1,0,2.7,0,1,0,True,4.0,0.51,81.67,0,0,0.06,0,0.07,2
Lewis Miley,Newcastle,Everton,2023-12-07,False,MC,89,0,0.09,0,0.54,2,2,2,4.7,0,0,2,True,3.67,0.39,83.5,0,0,0.06,0,0.07,2
Lewis Miley,Newcastle,Tottenham,2023-12-10,False,MC,90,0,0.0,0,0.0,2,0,0,2.2,0,0,4,True,3.25,0.32,84.8,0,0,0.06,0,0.07,6
Lewis Miley,Newcastle,Fulham,2023-12-16,True,Sub,54,1,0.38,0,0.15,6,2,2,10.3,0,0,0,False,3.0,0.25,79.67,0,0,0.06,0,0.07,1
Lewis Miley,Newcastle,Luton,2023-12-23,False,MC,37,0,0.13,0,0.0,1,1,0,0.8,0,0,1,True,3.8,0.33,73.57,0,0,0.06,0,0.07,2
Lewis Miley,Newcastle,Nottingham Forest,2023-12-26,True,MC,90,0,0.26,0,0.07,2,5,1,6.5,0,0,3,True,2.8,0.15,75.62,0,0,0.06,0,0.07,0
Lewis Miley,Newcastle,Liverpool,2024-01-01,False,MC,53,0,0.08,0,0.0,0,1,0,1.1,0,0,1,True,2.6,0.17,73.11,0,0,0.06,0,0.07,2
Lewis Miley,Newcastle,Manchester City,2024-01-13,True,MC,90,0,0.0,0,0.1,2,0,1,3.4,0,0,3,True,2.2,0.17,74.8,0,0,0.06,0,0.07,2
Lewis Miley,Newcastle,Aston Villa,2024-01-30,False,MC,74,0,0.0,0,0.05,2,0,1,2.6,0,0,1,True,2.2,0.17,74.73,0,0,0.06,0,0.07,5
Lewis Miley,Newcastle,Luton,2024-02-03,True,MC,90,0,0.0,1,0.08,5,0,2,5.9,0,0,4,True,1.4,0.09,76.0,0,0,0.06,0,0.07,2
Lewis Miley,Newcastle,Nottingham Forest,2024-02-10,False,MC,81,0,0.0,0,0.0,2,0,0,1.8,0,0,2,True,2.2,0.27,76.38,0,0,0.06,0,0.07,2
Lewis Miley,Newcastle,Bournemouth,2024-02-17,True,MC,90,0,0.0,0,0.05,2,0,1,3.9,0,0,2,True,2.2,0.22,77.36,0,0,0.06,0,0.07,2
Lewis Miley,Newcastle,Arsenal,2024-02-24,False,MC,90,0,0.0,0,0.0,2,0,0,1.6,0,0,4,True,2.6,0.2,78.2,0,0,0.06,0,0.07,1
Lewis Miley,Newcastle,Wolverhampton,2024-03-02,True,Sub,20,0,0.0,0,0.0,1,0,0,0.6,0,0,0,False,2.6,0.2,74.56,0,0,0.06,0,0.07,4
Lewis Miley,Newcastle,Chelsea,2024-03-11,False,Sub,10,0,0.0,1,0.06,4,0,1,3.0,0,0,0,False,2.4,0.2,70.76,0,0,0.06,0,0.07,
