name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Maxwel Cornet,West Ham,Bournemouth,2023-08-12,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,False,0.0,0.0,1.0,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Everton,-3.49
Maxwel Cornet,West Ham,Everton,,True,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.0,0.5,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Brentford,4.68
Maxwel Cornet,West Ham,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,False,0.5,0.0,0.33,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Nottingham Forest,-5.45
Maxwel Cornet,West Ham,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,0,0,False,0.33,0.0,0.25,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Burnley,0.79
Maxwel Cornet,West Ham,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,False,0.25,0.0,0.2,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Crystal Palace,1.83
Maxwel Cornet,West Ham,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,0.17,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Tottenham,3.93
Maxwel Cornet,West Ham,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.14,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Fulham,-3.42
Maxwel Cornet,West Ham,Fulham,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.12,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Wolverhampton,-1.49
Maxwel Cornet,West Ham,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.11,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Manchester United,-1.13
Maxwel Cornet,West Ham,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.1,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Arsenal,2.21
Maxwel Cornet,West Ham,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.09,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Chelsea,-1.89
Maxwel Cornet,West Ham,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.08,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Brighton,1.39
Maxwel Cornet,West Ham,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,0.08,0.0,0.0,1.09,0.09,0.06,7.0,West Ham,False,Sheffield,
Maxwel Cornet,West Ham,Sheffield,2024-01-21,False,MR,69,1.0,0.48,0.0,0.0,7,2.0,0.0,8.2,0,0,1,True,0.0,0.0,5.0,0.0,0.0,1.09,0.09,0.06,1.0,West Ham,True,Bournemouth,-2.69
Maxwel Cornet,West Ham,Bournemouth,2024-02-01,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,1.4,0.1,4.73,0.0,0.0,1.09,0.09,0.06,1.0,West Ham,False,Manchester United,2.04
Maxwel Cornet,West Ham,Manchester United,2024-02-04,False,Sub,18,0.0,0.03,0.0,0.14,1,1.0,3.0,4.1,0,0,1,False,1.6,0.1,5.56,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Arsenal,0.59
Maxwel Cornet,West Ham,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,False,1.8,0.1,5.24,0.0,0.0,1.09,0.09,0.06,1.0,West Ham,False,Nottingham Forest,1.5
Maxwel Cornet,West Ham,Nottingham Forest,2024-02-17,False,Sub,14,0.0,0.03,0.0,0.02,1,1.0,1.0,1.8,0,0,1,False,1.8,0.1,5.72,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Brentford,3.72
Maxwel Cornet,West Ham,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,False,2.0,0.11,5.42,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Everton,-0.01
Maxwel Cornet,West Ham,Everton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.01,5.15,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Burnley,1.4
Maxwel Cornet,West Ham,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.01,4.9,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Aston Villa,
Maxwel Cornet,West Ham,Aston Villa,,True,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.01,4.68,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Brighton,-6.17
Maxwel Cornet,West Ham,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.01,4.48,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Newcastle United,-0.75
Maxwel Cornet,West Ham,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,4.29,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Tottenham,-2.08
Maxwel Cornet,West Ham,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,4.12,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Wolverhampton,2.78
Maxwel Cornet,West Ham,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,3.96,0.0,0.0,1.09,0.09,0.06,1.0,West Ham,True,Fulham,-5.99
Maxwel Cornet,West Ham,Fulham,2024-04-14,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,False,0.0,0.0,3.85,0.0,0.0,1.09,0.09,0.06,1.0,West Ham,False,Crystal Palace,
Maxwel Cornet,West Ham,Crystal Palace,2024-04-21,False,Sub,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,False,0.2,0.0,3.89,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Liverpool,-1.96
Maxwel Cornet,West Ham,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,3.76,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Chelsea,-1.22
Maxwel Cornet,West Ham,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,3.63,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Luton,
Maxwel Cornet,West Ham,Luton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,3.52,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Manchester City,3.95
Maxwel Cornet,West Ham,Manchester City,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,3.41,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Luton,0.92
Maxwel Cornet,West Ham,Luton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.2,0.0,3.3,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Manchester City,2.35
Maxwel Cornet,West Ham,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,3.21,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Liverpool,0.49
Maxwel Cornet,West Ham,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,3.11,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Sheffield,-1.28
Maxwel Cornet,West Ham,Sheffield,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,3.03,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,True,Newcastle United,-0.75
Maxwel Cornet,West Ham,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,2.95,0.0,0.0,1.09,0.09,0.06,0.0,West Ham,False,Aston Villa,-0.5
Maxwel Cornet,West Ham,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,2.87,0.0,0.0,1.09,0.09,0.06,,,,,
