name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Jeffrey Schlupp,Crystal Palace,Sheffield,2023-08-12,False,AML,90,0,0.12,0,0.05,3,2,2,6.0,0,1,0,True,0.0,0.0,90.0,3,1,3.44,2.29,0.04,1
Jeffrey Schlupp,Crystal Palace,Tottenham,2023-10-27,True,AML,59,0,0.0,0,0.07,1,0,1,1.7,0,0,1,True,3.0,0.12,74.5,3,1,3.44,2.29,0.04,9
Jeffrey Schlupp,Crystal Palace,Burnley,2023-11-04,False,AML,69,1,0.8,0,0.0,9,1,0,7.0,1,1,0,True,2.0,0.06,72.67,3,1,3.44,2.29,0.04,2
Jeffrey Schlupp,Crystal Palace,Everton,2023-11-11,True,AML,66,0,0.0,0,0.07,2,0,1,2.7,0,0,2,True,4.33,0.31,71.0,3,1,3.44,2.29,0.04,2
Jeffrey Schlupp,Crystal Palace,Luton,2023-11-25,False,AML,79,0,0.32,0,0.06,2,2,1,4.7,0,0,1,True,3.75,0.23,72.6,3,1,3.44,2.29,0.04,2
Jeffrey Schlupp,Crystal Palace,Bournemouth,2023-12-06,True,AMC,68,0,0.0,0,0.0,2,0,0,2.0,0,0,1,True,3.4,0.25,71.83,3,1,3.44,2.29,0.04,2
Jeffrey Schlupp,Crystal Palace,Liverpool,2023-12-09,True,FWL,83,0,0.07,0,0.0,2,2,0,2.6,0,0,1,True,3.2,0.22,73.43,3,1,3.44,2.29,0.04,5
Jeffrey Schlupp,Crystal Palace,Manchester City,2023-12-16,False,ML,80,0,0.04,1,0.74,5,1,1,4.3,0,0,2,True,3.4,0.24,74.25,3,1,3.44,2.29,0.04,1
Jeffrey Schlupp,Crystal Palace,Chelsea,2023-12-27,False,Sub,11,0,0.0,0,0.09,1,0,1,1.5,0,0,1,False,2.6,0.29,67.22,3,1,3.44,2.29,0.04,2
Jeffrey Schlupp,Crystal Palace,Arsenal,2023-08-21,True,AML,73,0,0.0,0,0.1,2,0,2,3.0,0,0,1,True,2.4,0.29,67.8,3,1,3.44,2.29,0.04,1
Jeffrey Schlupp,Crystal Palace,Brentford,2023-12-30,True,Sub,1,0,0.0,0,0.0,1,0,0,0.2,0,0,0,False,2.4,0.22,61.73,3,1,3.44,2.29,0.04,2
Jeffrey Schlupp,Crystal Palace,Arsenal,2024-01-20,False,FWR,75,0,0.04,0,0.05,2,2,1,2.9,0,0,3,True,2.2,0.22,62.83,3,1,3.44,2.29,0.04,1
Jeffrey Schlupp,Crystal Palace,Sheffield,2024-01-30,True,Sub,20,0,0.0,0,0.0,1,0,0,0.8,0,0,0,False,2.2,0.21,59.54,3,1,3.44,2.29,0.04,1
Jeffrey Schlupp,Crystal Palace,Brighton,2024-02-03,False,FWL,45,0,0.06,0,0.0,1,2,0,3.2,0,0,3,True,1.4,0.01,58.5,3,1,3.44,2.29,0.04,2
Jeffrey Schlupp,Crystal Palace,Brentford,2023-08-26,False,AML,70,0,0.06,0,0.12,2,1,1,2.9,0,0,1,True,1.4,0.02,59.27,3,1,3.44,2.29,0.04,0
Jeffrey Schlupp,Crystal Palace,Nottingham Forest,2024-03-30,False,Sub,24,0,0.0,0,0.02,0,0,1,1.5,0,0,0,False,1.4,0.03,57.06,3,1,3.44,2.29,0.04,1
Jeffrey Schlupp,Crystal Palace,Bournemouth,2024-04-02,False,Sub,20,0,0.0,0,0.0,1,0,0,0.2,0,0,1,False,1.2,0.03,54.88,3,1,3.44,2.29,0.04,4
Jeffrey Schlupp,Crystal Palace,Manchester City,2024-04-06,True,Sub,26,0,0.03,1,0.53,4,1,1,4.3,0,0,2,False,1.0,0.02,53.28,3,1,3.44,2.29,0.04,1
Jeffrey Schlupp,Crystal Palace,Liverpool,2024-04-14,False,Sub,13,0,0.0,0,0.0,1,0,0,0.0,0,0,0,False,1.6,0.23,51.16,3,1,3.44,2.29,0.04,1
Jeffrey Schlupp,Crystal Palace,West Ham,2024-04-21,True,Sub,9,0,0.0,0,0.0,1,0,0,0.2,0,0,1,False,1.6,0.22,49.05,3,1,3.44,2.29,0.04,1
Jeffrey Schlupp,Crystal Palace,Newcastle United,2024-04-24,True,Sub,7,0,0.0,0,0.06,1,0,1,2.2,0,0,0,False,1.4,0.21,47.05,3,1,3.44,2.29,0.04,9
Jeffrey Schlupp,Crystal Palace,Fulham,2024-04-27,False,Sub,14,1,0.03,0,0.04,9,1,1,5.9,3,0,0,False,1.6,0.21,45.55,3,1,3.44,2.29,0.04,1
Jeffrey Schlupp,Crystal Palace,Manchester United,2024-05-06,True,Sub,5,0,0.0,0,0.0,1,0,0,0.0,0,0,0,False,3.2,0.21,43.78,3,1,3.44,2.29,0.04,1
Jeffrey Schlupp,Crystal Palace,Wolverhampton,2024-05-11,False,Sub,2,0,0.0,0,0.0,1,0,0,0.0,0,0,0,False,2.6,0.01,42.04,3,1,3.44,2.29,0.04,2
Jeffrey Schlupp,Crystal Palace,Wolverhampton,2023-09-03,True,AML,70,0,0.12,0,0.06,2,2,1,7.3,0,0,1,True,2.6,0.01,43.16,3,1,3.44,2.29,0.04,2
Jeffrey Schlupp,Crystal Palace,Aston Villa,2023-09-16,False,AML,90,0,0.0,0,0.05,2,0,1,3.0,0,0,3,True,2.8,0.03,44.96,3,1,3.44,2.29,0.04,3
Jeffrey Schlupp,Crystal Palace,Fulham,2023-09-23,True,AMC,69,0,0.0,0,0.05,3,0,1,2.1,0,1,0,True,3.0,0.03,45.85,3,1,3.44,2.29,0.04,3
Jeffrey Schlupp,Crystal Palace,Manchester United,2023-09-30,False,AML,77,0,0.21,0,0.0,3,2,0,1.8,0,1,0,True,1.8,0.02,46.96,3,1,3.44,2.29,0.04,1
Jeffrey Schlupp,Crystal Palace,Nottingham Forest,2023-10-07,True,MC,25,0,0.0,0,0.0,1,0,0,0.1,0,0,0,True,2.2,0.06,46.21,3,1,3.44,2.29,0.04,
