name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts
Bryan Gil Salvatierra,Spurs,Crystal Palace,2023-10-27,False,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,0,1,False
Bryan Gil Salvatierra,Spurs,Wolverhampton,2023-11-11,False,Sub,15,0,0.0,0,0.0,1,0,0,0.2,0,0,2,False
Bryan Gil Salvatierra,Spurs,Aston Villa,2023-11-26,True,AML,70,0,0.1199338659644126,0,0.0263651367276906,2,1,1,5.6,0,0,2,True
Bryan Gil Salvatierra,Spurs,Manchester City,2023-12-03,False,AML,45,0,0.0,0,0.0,1,0,0,0.5,0,0,2,True
Bryan Gil Salvatierra,Spurs,West Ham,2023-12-07,True,Sub,6,0,0.0,0,0.029310530051589,1,0,1,1.5,0,0,0,False
Bryan Gil Salvatierra,Spurs,Newcastle United,2023-12-10,True,Sub,4,0,0.0,0,0.0,1,0,0,0.7,0,0,1,False
Bryan Gil Salvatierra,Spurs,Brighton,2023-12-28,False,Sub,25,0,0.0566867664456367,0,0.0781856849789619,1,1,1,3.8,0,0,1,False
Bryan Gil Salvatierra,Spurs,Bournemouth,2023-12-31,True,Sub,8,0,0.5917666554450989,0,0.0,1,1,0,0.8,0,0,1,False
Bryan Gil Salvatierra,Spurs,Manchester United,2024-01-14,False,Sub,10,0,0.0,0,0.0,1,0,0,0.3,0,0,0,False
Bryan Gil Salvatierra,Spurs,Everton,2024-02-03,False,Sub,4,0,0.0,0,0.0,1,0,0,0.4,0,0,1,False
Bryan Gil Salvatierra,Spurs,Chelsea,2024-05-02,False,Sub,12,0,0.022050030529499,0,0.0585825592279434,1,1,1,2.1,0,0,0,False
