name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
James Garner,Everton,Fulham,2023-08-12,True,MR,82,0.0,0.0,0.0,0.03,2,0.0,1.0,2.7,0,0,1,True,0.0,0.0,82.0,0.0,1.0,0.84,0.44,0.03,3.0,Everton,False,West Ham,4.39,-0.22
James Garner,Everton,West Ham,2023-10-29,False,MC,90,0.0,0.0,0.0,0.0,3,0.0,0.0,2.6,0,1,0,True,2.0,0.0,86.0,0.0,1.0,0.84,0.44,0.03,2.0,Everton,True,Brighton,2.15,-0.66
James Garner,Everton,Brighton,2023-11-04,True,MC,90,0.0,0.12,0.0,0.02,2,1.0,1.0,3.2,0,0,1,True,2.5,0.0,87.33,0.0,1.0,0.84,0.44,0.03,1.0,Everton,False,Crystal Palace,0.85,0.38
James Garner,Everton,Crystal Palace,2023-11-11,False,MC,90,0.0,0.03,0.0,0.0,1,1.0,0.0,1.6,0,0,2,True,2.33,0.04,88.0,0.0,1.0,0.84,0.44,0.03,2.0,Everton,True,Manchester United,-0.7,0.38
James Garner,Everton,Manchester United,2023-11-26,True,MC,90,0.0,0.04,0.0,0.21,2,2.0,3.0,7.1,0,0,3,True,2.0,0.04,88.4,0.0,1.0,0.84,0.44,0.03,3.0,Everton,False,Nottingham Forest,1.05,-0.55
James Garner,Everton,Nottingham Forest,2023-12-02,False,MC,90,0.0,0.01,0.0,0.0,3,1.0,0.0,3.3,0,1,0,True,2.0,0.04,88.67,0.0,1.0,0.84,0.44,0.03,0.0,Everton,True,Newcastle United,1.57,0.55
James Garner,Everton,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,False,2.2,0.04,76.0,0.0,1.0,0.84,0.44,0.03,3.0,Everton,True,Chelsea,-0.66,-0.25
James Garner,Everton,Chelsea,2023-12-10,True,MC,90,0.0,0.0,0.0,0.0,3,0.0,0.0,1.2,0,1,0,True,1.6,0.04,77.75,0.0,1.0,0.84,0.44,0.03,2.0,Everton,False,Burnley,-1.91,0.0
James Garner,Everton,Burnley,2023-12-16,False,ML,90,0.0,0.05,0.0,0.53,2,1.0,2.0,6.4,0,1,0,True,1.8,0.02,79.11,0.0,1.0,0.84,0.44,0.03,2.0,Everton,False,Tottenham,4.06,-0.36
James Garner,Everton,Tottenham,2023-12-23,False,AMC,90,0.0,0.17,0.0,0.2,2,3.0,3.0,8.8,0,0,2,True,2.0,0.02,80.2,0.0,1.0,0.84,0.44,0.03,2.0,Everton,True,Manchester City,1.82,-0.96
