name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts
Ryan Yates,Nott'm Forest,Arsenal,2023-08-12,False,MC,90,0,0.0,0,0.0,2,0,0,1.0,0,0,2,True
Ryan Yates,Nott'm Forest,Liverpool,2023-10-29,False,Sub,21,0,0.0,0,0.2814087271690368,1,0,1,2.4,0,0,1,False
Ryan Yates,Nott'm Forest,Aston Villa,2023-11-05,True,Sub,3,0,0.0,0,0.0,1,0,0,0.2,0,0,0,False
Ryan Yates,Nott'm Forest,Brighton,2023-11-25,True,Sub,21,0,0.3658198714256286,0,0.0,1,3,0,3.6,0,0,0,False
Ryan Yates,Nott'm Forest,Everton,2023-12-02,True,MC,90,0,0.1703841537237167,0,0.0187371596693992,3,2,1,8.2,1,0,1,True
Ryan Yates,Nott'm Forest,Fulham,2023-12-06,False,Sub,45,0,0.0,0,0.0,0,0,0,0.4,0,0,3,False
Ryan Yates,Nott'm Forest,Wolverhampton,2023-12-09,False,MC,90,0,0.0857518836855888,0,0.0,2,1,0,1.1,0,0,1,True
Ryan Yates,Nott'm Forest,Tottenham,2023-12-15,True,MC,90,0,0.0,0,0.0,2,0,0,2.1,0,0,2,True
Ryan Yates,Nott'm Forest,Bournemouth,2023-12-23,True,DMC,90,0,0.0600245371460914,0,0.0402032360434532,2,1,1,3.7,0,0,3,True
Ryan Yates,Nott'm Forest,Newcastle United,2023-12-26,False,Sub,20,0,0.0646326318383216,0,0.0,1,1,0,0.3,0,0,0,False
Ryan Yates,Nott'm Forest,Sheffield,2023-08-18,True,Sub,21,0,0.0,0,0.0,1,0,0,0.7,0,0,0,False
Ryan Yates,Nott'm Forest,Manchester United,2023-12-30,True,DMC,90,0,0.0551057942211627,0,0.0,2,1,0,2.2,0,0,1,True
Ryan Yates,Nott'm Forest,Brentford,2024-01-20,False,AMC,61,0,0.0470440275967121,0,0.0,2,2,0,0.9,0,0,2,True
Ryan Yates,Nott'm Forest,Arsenal,2024-01-30,True,Sub,19,0,0.0,0,0.0,1,0,0,1.0,0,0,1,False
Ryan Yates,Nott'm Forest,Bournemouth,2024-02-04,False,DMC,90,0,0.16671022772789,0,0.0,1,2,0,5.8,0,0,1,True
Ryan Yates,Nott'm Forest,Newcastle United,2024-02-10,True,DMC,72,0,0.0171412285417318,0,0.0,2,1,0,0.8,0,0,3,True
Ryan Yates,Nott'm Forest,West Ham,2024-02-17,True,Sub,4,0,0.0,0,0.0,1,0,0,0.8,0,0,0,False
Ryan Yates,Nott'm Forest,Aston Villa,2024-02-24,False,Sub,17,0,0.350334882736206,0,0.0,1,1,0,1.5,0,0,0,False
Ryan Yates,Nott'm Forest,Liverpool,2024-03-02,True,DMC,90,0,0.0,0,0.0,2,0,0,1.3,0,0,1,True
Ryan Yates,Nott'm Forest,Brighton,2024-03-10,False,MC,71,0,0.0,0,0.0,2,0,0,1.3,0,0,1,True
Ryan Yates,Nott'm Forest,Luton,2024-03-16,False,DMC,90,0,0.0154497902840375,0,0.0249309577047824,2,1,1,3.3,0,0,1,True
Ryan Yates,Nott'm Forest,Manchester United,2023-08-26,False,MC,90,0,0.0,0,0.0,2,0,0,1.6,0,0,3,True
Ryan Yates,Nott'm Forest,Crystal Palace,2024-03-30,True,DMC,90,0,0.0,0,0.0662940293550491,2,0,1,2.6,0,0,1,True
Ryan Yates,Nott'm Forest,Fulham,2024-04-02,True,DMC,90,0,0.1774010062217712,0,0.0,2,2,0,2.0,0,0,1,True
Ryan Yates,Nott'm Forest,Tottenham,2024-04-07,False,DMC,80,0,0.092479757964611,0,0.0,1,1,0,2.5,0,0,3,True
Ryan Yates,Nott'm Forest,Wolverhampton,2024-04-13,True,DMC,65,0,0.0660738870501518,0,0.0812814310193061,2,3,1,3.0,0,0,2,True
Ryan Yates,Nott'm Forest,Everton,2024-04-21,False,Sub,10,0,0.0,0,0.0,0,0,0,0.2,0,0,0,False
Ryan Yates,Nott'm Forest,Manchester City,2024-04-28,True,Sub,16,0,0.0,0,0.0,1,0,0,0.4,0,0,0,False
Ryan Yates,Nott'm Forest,Sheffield,2024-05-04,False,DMC,90,1,0.4990955293178558,0,0.0,7,2,0,7.0,0,0,1,True
Ryan Yates,Nott'm Forest,Chelsea,2024-05-11,True,MC,71,0,0.196311205625534,0,0.0,2,5,0,2.6,0,0,1,True
Ryan Yates,Nott'm Forest,Burnley,2024-05-19,False,DMC,57,0,0.0975184515118599,1,0.4936040341854095,4,1,1,4.0,0,0,0,True
Ryan Yates,Nott'm Forest,Chelsea,2023-09-02,False,MC,90,0,0.0102639850229024,0,0.0,2,1,0,2.6,0,1,0,True
Ryan Yates,Nott'm Forest,Burnley,2023-09-18,True,Sub,19,0,0.0,0,0.0,1,0,0,0.0,0,0,0,False
Ryan Yates,Nott'm Forest,Crystal Palace,2023-10-07,False,Sub,14,0,0.0,0,0.0,0,0,0,0.0,0,0,0,False
Ryan Yates,Nott'm Forest,Luton,2023-10-21,True,Sub,12,0,0.0847905650734901,0,0.0,1,1,0,1.0,0,0,2,False
