h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,1.02385,1.88818,1.02385,1.88818,5.7727272727272725,16.11111111111111,10,7,0,2,0.6559,l,2021-08-13 19:00:00,0,0,1,0,-0.86433,0.0,0.4,0.21396784508269906,0.4015192248822397,0.02054644209140286,0.24782067247820674,0.43478260869565216,0.3684210526315789
h,0.630099,3.64132,0.630099,3.64132,16.347826086956523,10.4,3,19,0,2,0.0659,l,2021-08-22 15:30:00,0,0,1,0,-3.011221,0.0,0.4,0.12108375116325973,0.8074779357177625,0.24391907848127836,0.1198007471980075,0.13043478260869565,1.0
a,0.116805,4.47273,0.116805,4.47273,52.142857142857146,5.055555555555555,0,14,0,5,0.0063,l,2021-08-28 11:30:00,0,0,1,0,-4.355925,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.7368421052631579
h,2.68515,0.577292,2.68515,0.577292,12.5,19.363636363636363,13,5,1,0,2.6841,w,2021-09-11 14:00:00,1,0,0,3,2.107858,0.2,0.0,0.605861059902127,0.09796879392421197,0.16264333132166564,0.3207290841163818,0.5652173913043478,0.2631578947368421
a,1.09928,0.775574,1.09928,0.775574,10.823529411764707,12.695652173913043,7,9,1,0,1.6597,w,2021-09-18 14:00:00,1,0,0,3,0.323706,0.2,0.0,0.23176144358617795,0.14388315621238582,0.12723206361603182,0.17125994910390385,0.30434782608695654,0.47368421052631576
h,1.44499,0.980166,1.44499,0.980166,16.4,12.5,5,2,3,1,1.7799,w,2021-09-26 15:30:00,1,0,0,3,0.464824,0.6,0.2,0.31331288119240464,0.1912586679041282,0.24502112251056118,0.16687422166874225,0.21739130434782608,0.10526315789473684
a,0.36431,1.11551,0.36431,1.11551,30.125,8.75,7,9,0,0,0.6811,d,2021-10-02 16:30:00,0,1,0,1,-0.7512,0.0,0.0,0.05838531880688769,0.2225990490256148,0.5349275799637899,0.08281444582814447,0.30434782608695654,0.47368421052631576
h,1.7436,0.492239,1.7436,0.492239,16.894736842105264,21.384615384615383,10,3,2,2,2.3971,d,2021-10-18 19:00:00,0,1,0,1,1.2513610000000002,0.4,0.4,0.38375364016262636,0.07827384301744254,0.25547120668297174,0.36603122904492774,0.43478260869565216,0.15789473684210525
h,3.4984,1.41088,2.62648,1.41088,9.73913043478261,13.25,14,7,3,1,2.6395,w,2021-10-22 19:00:00,1,0,0,3,1.2156,0.6,0.2,0.7977030853953551,0.2909951978896464,0.10432683477211305,0.18368617683686178,0.6086956521739131,0.3684210526315789
a,1.10288,1.98801,1.10288,1.98801,24.933333333333334,9.105263157894736,5,9,2,0,0.685,w,2021-10-30 11:30:00,1,0,0,3,-0.88513,0.4,0.0,0.23261066743096814,0.4246359515000285,0.42526654596660624,0.09077800353935898,0.21739130434782608,0.47368421052631576
h,1.49208,0.491659,0.730909,0.491659,11.866666666666667,10.892857142857142,7,1,1,0,2.2822,w,2021-11-07 14:00:00,1,0,0,3,0.23925,0.2,0.0,0.3244212008732852,0.07813953768399252,0.14926574129953732,0.1308486034513432,0.30434782608695654,0.05263157894736842
a,0.268025,3.97374,0.268025,3.97374,28.133333333333333,6.774193548387097,0,13,0,4,0.0066999999999999,l,2021-11-20 17:30:00,0,0,1,0,-3.705715,0.0,0.8,0.03567211939143676,0.8844534166582146,0.49285857976262315,0.03852488651428113,0.0,0.6842105263157895
h,2.84493,0.185383,2.84493,0.185383,7.037037037037037,16.736842105263158,13,4,2,0,2.91,w,2021-11-27 12:30:00,1,0,0,3,2.6595470000000003,0.4,0.0,0.6435524448800649,0.0072179854292606874,0.04725183844073404,0.26184702103952284,0.5652173913043478,0.21052631578947367
a,1.16638,1.85597,1.16638,1.0948,11.647058823529411,14.85,4,9,2,3,0.8204,l,2021-12-02 20:15:00,0,0,1,0,0.0715799999999999,0.4,0.6,0.24759003247101727,0.3940606476573676,0.14462707231353614,0.21955168119551682,0.17391304347826086,0.47368421052631576
a,1.05723,1.06108,1.05723,1.06108,9.0,15.434782608695652,8,5,1,2,1.3465,l,2021-12-06 20:00:00,0,0,1,0,-0.0038500000000001,0.2,0.4,0.2218420372880036,0.20999518816408777,0.08871454435727218,0.23266013319616657,0.34782608695652173,0.2631578947368421
h,2.08429,0.502215,2.08429,0.502215,21.375,20.0,7,2,3,0,2.5278,w,2021-12-11 15:00:00,1,0,0,3,1.582075,0.6,0.0,0.4641208822963957,0.08058389475278323,0.3501056125528062,0.33499377334993774,0.30434782608695654,0.10526315789473684
h,2.81482,0.338855,2.05365,0.338855,9.090909090909092,13.444444444444445,13,0,2,0,2.8489,w,2021-12-15 20:00:00,1,0,0,3,1.714795,0.4,0.0,0.6364496310004447,0.04275610290382025,0.09063477259011357,0.18804483188044835,0.5652173913043478,0.0
a,3.69008,1.31408,3.69008,0.55291,7.483870967741935,14.125,14,7,4,1,2.6982999999999997,w,2021-12-18 17:30:00,1,0,0,3,3.13717,0.8,0.2,0.8429195372201838,0.2685801008586742,0.05669009286117545,0.20330012453300128,0.6086956521739131,0.3684210526315789
a,2.87539,0.154212,2.11422,0.154212,9.5625,13.88,10,1,5,0,2.9385,w,2021-12-26 15:00:00,1,0,0,3,1.960008,1.0,0.0,0.6507378221890396,0.0,0.10059595654797826,0.19780821917808222,0.43478260869565216,0.05263157894736842
h,0.836949,1.94623,0.836949,1.18506,13.12,7.0,4,8,1,2,0.4979,l,2022-01-01 12:30:00,0,0,1,0,-0.3481109999999999,0.2,0.4,0.16987873791182934,0.41496133627323073,0.1757392878696439,0.04358655043586551,0.17391304347826086,0.42105263157894735
h,1.35507,0.388963,1.35507,0.388963,6.0,24.785714285714285,11,5,0,0,2.1715,d,2022-01-23 14:00:00,0,1,0,1,0.966107,0.0,0.0,0.2921011567136453,0.05435915747022474,0.025347012673506336,0.44227005870841485,0.4782608695652174,0.2631578947368421
a,1.45247,0.641359,1.45247,0.641359,15.75,9.052631578947368,9,2,1,0,2.1926,w,2022-02-10 19:45:00,1,0,0,3,0.8111109999999999,0.2,0.0,0.31507737962546867,0.11280420736928733,0.23129149064574528,0.08959821721177165,0.391304347826087,0.10526315789473684
h,1.52247,0.640726,1.52247,0.640726,7.304347826086956,24.1,3,4,2,1,2.0689,w,2022-02-19 15:00:00,1,0,0,3,0.881744,0.4,0.2,0.33159006549638903,0.112657629307091,0.05289811340557843,0.4268991282689913,0.13043478260869565,0.21052631578947367
h,2.50961,1.10934,2.50961,1.10934,9.26923076923077,12.857142857142858,23,2,2,1,2.2782,w,2022-02-24 19:45:00,1,0,0,3,1.40027,0.4,0.2,0.5644519616481076,0.22117031815081006,0.094401374123764,0.17487991460594204,1.0,0.10526315789473684
a,1.00457,1.29603,1.00457,1.29603,7.193548387096774,15.333333333333334,10,6,3,2,1.13,w,2022-03-06 14:00:00,1,0,0,3,-0.29146,0.6,0.4,0.2094197796028227,0.26440042625734106,0.050557751085327146,0.23038605230386056,0.43478260869565216,0.3157894736842105
h,2.93665,0.54911,2.17548,0.54911,22.625,16.473684210526315,9,6,2,0,2.7911,w,2022-03-13 16:30:00,1,0,0,3,1.62637,0.4,0.0,0.6651887812812194,0.09144294408405845,0.3765087507543753,0.25594808940158614,0.391304347826087,0.3157894736842105
h,0.534265,1.27681,0.534265,1.27681,16.25,11.68,1,4,0,2,0.5846,l,2022-03-16 20:15:00,0,0,1,0,-0.742545,0.0,0.4,0.09847694062392004,0.2599498253799104,0.24185274592637293,0.14849315068493152,0.043478260869565216,0.21052631578947367
a,1.14522,0.309375,1.14522,0.309375,13.666666666666666,21.571428571428573,11,3,1,0,2.1957,w,2022-03-19 12:30:00,1,0,0,3,0.835845,0.2,0.0,0.24259848342775048,0.035929686989842356,0.1872862603097968,0.3702188222736169,0.4782608695652174,0.15789473684210525
a,1.05199,1.39707,1.05199,0.635906,5.555555555555555,22.375,8,1,0,3,1.0164,l,2022-04-04 19:00:00,0,0,1,0,0.416084,0.0,0.6,0.22060594480280904,0.287797341588017,0.01595923020183732,0.3882316313823163,0.34782608695652173,0.05263157894736842
h,2.35153,0.596106,2.35153,0.596106,6.5,9.571428571428571,12,6,1,2,2.6027,l,2022-04-09 14:00:00,0,0,1,0,1.755424,0.2,0.4,0.5271615990413206,0.10232538106822757,0.035908267954133974,0.10122753958370398,0.5217391304347826,0.3157894736842105
a,1.35002,1.04007,1.35002,1.04007,7.636363636363637,25.166666666666668,12,4,0,1,1.5461,l,2022-04-16 14:00:00,0,0,1,0,0.3099499999999999,0.0,0.2,0.29090988437581455,0.20513009324031994,0.05991112086465134,0.4508094645080948,0.5217391304347826,0.21052631578947367
a,1.87331,0.593801,1.11214,0.593801,16.476190476190474,8.473684210526315,6,11,4,2,2.3863,w,2022-04-20 18:45:00,1,0,0,3,0.5183389999999999,0.8,0.4,0.41435164708144173,0.10179163314822354,0.24663045664856156,0.07662056760831093,0.2608695652173913,0.5789473684210527
h,2.54173,2.04244,1.78057,1.28127,15.266666666666667,17.625,7,3,3,1,1.7779,w,2022-04-23 11:30:00,1,0,0,3,0.4993000000000001,0.6,0.2,0.5720289255077357,0.4372398123615555,0.2210822772078053,0.28175591531755917,0.30434782608695654,0.15789473684210525
