h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,1.486,4.32208,1.486,4.32208,11.571428571428571,15.0,6,9,1,5,0.1709,l,2023-08-12 16:30:00,0,0,1,0,-2.83608,0.16666666666666666,1.0,0.41516051392374487,1.0,0.11391100702576112,0.46895618338690576,0.2608695652173913,0.2916666666666667
h,3.24336,0.721465,2.48219,0.721465,17.0,16.73913043478261,13,2,4,0,2.8068999999999997,w,2023-08-20 13:00:00,1,0,0,3,1.760725,0.6666666666666666,0.0,0.9283775253493184,0.06935915386112507,0.19934426229508198,0.5448647694423808,0.5652173913043478,0.0
a,2.83691,0.630605,2.83691,0.630605,24.333333333333332,8.193548387096774,9,8,3,1,2.7695000000000003,w,2023-08-27 13:00:00,1,0,0,3,2.206305,0.5,0.2,0.8096784231198808,0.04587482485616946,0.31475409836065577,0.17187201554237316,0.391304347826087,0.25
a,0.615503,2.73138,0.615503,2.73138,67.875,8.551724137931034,3,11,0,3,0.1952,l,2023-09-03 13:00:00,0,0,1,0,-2.115877,0.0,0.6,0.16094176034170857,0.5888562387389076,1.0,0.18750546905535556,0.13043478260869565,0.375
h,2.31518,1.11696,1.55401,1.11696,4.548387096774194,9.533333333333333,14,7,3,1,2.2635,w,2023-09-16 14:00:00,1,0,0,3,0.4370499999999999,0.5,0.2,0.6573131073217151,0.1715816356992817,0.0033844526705446966,0.23035019455252917,0.6086956521739131,0.20833333333333334
a,1.13479,1.19716,1.13479,1.19716,21.76923076923077,8.84,6,8,1,0,1.2832,w,2023-09-24 13:00:00,1,0,0,3,-0.06237,0.16666666666666666,0.0,0.3125936257603773,0.19231070444457599,0.2744010088272384,0.20008797157841313,0.2608695652173913,0.25
h,1.90746,1.72819,1.90746,1.72819,9.727272727272727,4.294117647058823,15,11,6,1,1.4983,w,2023-09-30 11:30:00,1,0,0,3,0.17927,1.0,0.2,0.538243116028847,0.32956453706070593,0.08488822652757079,0.0016718580512902286,0.6521739130434783,0.375
a,1.81618,1.76232,1.81618,1.76232,14.866666666666667,11.380952380952381,9,3,1,1,1.3806000000000005,d,2023-10-08 13:00:00,0,1,0,1,0.0538599999999998,0.16666666666666666,0.2,0.5115858296430601,0.33838602230106624,0.1657704918032787,0.31099403050003627,0.391304347826087,0.041666666666666664
h,2.34143,0.659622,1.58026,0.659622,11.823529411764707,14.421052631578947,9,4,4,1,2.5746,w,2023-10-22 15:30:00,1,0,0,3,0.920638,0.6666666666666666,0.2,0.6649791214280573,0.05337476734721941,0.11787849566055933,0.44368661460791203,0.391304347826087,0.08333333333333333
h,3.07654,0.453117,3.07654,0.453117,13.4,24.647058823529413,15,2,3,1,2.8714,w,2023-10-29 14:00:00,1,0,0,3,2.623423,0.5,0.2,0.8796596406552237,0.0,0.14268852459016393,0.8900255754475703,0.6521739130434783,0.0
a,1.33116,0.592447,1.33116,0.592447,7.2105263157894735,27.166666666666668,23,3,0,2,1.9666,l,2023-11-05 14:00:00,0,0,1,0,0.738713,0.0,0.4,0.3699412520484684,0.03601223376910039,0.04528041415012943,1.0,1.0,0.041666666666666664
h,2.86039,0.648745,2.86039,0.648745,16.444444444444443,9.457142857142857,8,2,3,1,2.8323,w,2023-11-12 14:00:00,1,0,0,3,2.2116450000000003,0.5,0.2,0.8165354902138585,0.05056341970703779,0.19060109289617486,0.22702467554438457,0.34782608695652173,0.0
a,2.39755,2.22542,2.39755,2.22542,18.6,9.375,5,18,2,1,1.5025,w,2023-11-26 14:00:00,1,0,0,3,0.1721299999999996,0.3333333333333333,0.2,0.681368329490835,0.45808217860961714,0.22452459016393447,0.22343935036372864,0.21739130434782608,0.6666666666666666
a,0.89511,2.54937,0.89511,2.54937,4.75,7.735294117647059,3,10,2,2,0.3336,d,2023-12-03 14:00:00,0,1,0,1,-1.6542600000000005,0.3333333333333333,0.4,0.2425978062934033,0.5418126252435084,0.006557377049180333,0.15187039119488094,0.13043478260869565,0.3333333333333333
h,2.1922,1.00198,2.1922,1.00198,13.73913043478261,9.035714285714286,9,8,1,0,2.289,w,2023-12-06 20:15:00,1,0,0,3,1.19022,0.16666666666666666,0.0,0.6213981962817934,0.14186307803925757,0.14802565930149683,0.20863039853058465,0.391304347826087,0.25
h,0.628499,1.71667,0.628499,1.71667,9.620689655172415,5.346153846153846,3,10,1,0,0.5097,w,2023-12-09 17:30:00,1,0,0,3,-1.088171,0.16666666666666666,0.0,0.1647370944112713,0.3265869950164941,0.08321085358959866,0.047590541753965876,0.13043478260869565,0.3333333333333333
a,1.4664,0.796812,1.4664,0.796812,6.333333333333333,5.205128205128205,13,4,2,1,1.9046000000000003,w,2023-12-17 14:00:00,1,0,0,3,0.669588,0.3333333333333333,0.2,0.40943655672434276,0.08883388132685682,0.031475409836065574,0.04143513397446744,0.5652173913043478,0.08333333333333333
h,1.21861,0.646159,1.21861,0.646159,4.333333333333333,15.636363636363637,10,2,1,1,1.8315,d,2023-12-22 20:00:00,0,1,0,1,0.5724509999999999,0.16666666666666666,0.2,0.33707230394679993,0.04989502355023815,0.0,0.4967318251026592,0.43478260869565216,0.0
a,1.83637,1.20104,1.83637,1.20104,15.214285714285714,7.444444444444445,12,4,2,3,1.8899,l,2023-12-26 20:00:00,0,0,1,0,0.63533,0.3333333333333333,0.6,0.5174820896357096,0.1933135571469668,0.17124121779859483,0.13917554841256416,0.5217391304347826,0.08333333333333333
