h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
h,1.97087,1.72228,1.97087,1.72228,7.28125,13.5,16,12,1,0,1.5762,w,2023-08-14 19:00:00,1,0,0,3,0.2485899999999998,0.25,0.0,0.4676361637439181,0.31757250733199843,0.16155515440159776,0.4996426018584703,0.8823529411764706,0.44
a,2.44604,2.53904,2.44604,2.53904,12.52,9.85,12,12,0,2,1.3163,l,2023-08-19 16:30:00,0,0,1,0,-0.0929999999999999,0.0,0.5,0.5899221921463326,0.514967910800363,0.3949608234751882,0.2804860614724803,0.6470588235294118,0.44
h,3.02803,0.960354,2.26686,0.960354,8.421052631578947,19.846153846153847,13,5,3,2,2.6857,w,2023-08-26 14:00:00,1,0,0,3,1.3065059999999995,0.75,0.5,0.7396985788498727,0.13342944182556188,0.21233757307695414,0.8806840050585583,0.7058823529411765,0.16
a,0.966109,1.90973,0.966109,1.90973,26.1,19.4375,4,11,1,3,0.6584,l,2023-09-03 15:30:00,0,0,1,0,-0.943621,0.25,0.75,0.20905874474937244,0.3628756176460992,1.0,0.8561472480343102,0.17647058823529413,0.4
h,0.719951,1.93908,0.719951,1.93908,22.47826086956522,13.136363636363637,5,4,1,3,0.5,l,2023-09-16 14:00:00,0,0,1,0,-1.219129,0.25,0.75,0.145709450434745,0.36996895607084634,0.8386381398331407,0.47780882448502177,0.23529411764705882,0.12
a,0.840273,0.935444,0.840273,0.935444,20.842105263157894,17.923076923076923,9,8,1,0,1.2391,w,2023-09-23 19:00:00,1,0,0,3,-0.095171,0.25,0.0,0.17667457767222908,0.12740916720339998,0.7657413621625118,0.7652169131797437,0.47058823529411764,0.28
h,1.55408,1.19015,1.55408,1.19015,3.6551724137931036,20.94736842105263,16,1,0,1,1.6395,l,2023-09-30 14:00:00,0,0,1,0,0.3639299999999998,0.0,0.25,0.36037435475378343,0.18896677731630127,0.0,0.9468041081975846,0.8823529411764706,0.0
h,1.29356,1.02509,1.29356,1.02509,8.55,8.434782608695652,17,2,2,1,1.5749,w,2023-10-07 14:00:00,1,0,0,3,0.26847,0.5,0.25,0.29332896864060926,0.1490749054120843,0.2180826547856814,0.19551232246635794,0.9411764705882353,0.04
a,1.46187,1.41074,1.46187,0.649567,12.272727272727273,14.095238095238095,7,7,2,1,1.3651999999999995,w,2023-10-21 19:00:00,1,0,0,3,0.812303,0.5,0.25,0.3366439115882077,0.24227919718393254,0.3839439098311429,0.5353824160114367,0.35294117647058826,0.24
h,0.714628,4.54595,0.714628,3.78478,21.214285714285715,19.083333333333332,4,21,0,3,0.0225,l,2023-10-29 15:30:00,0,0,1,0,-3.070152,0.0,0.75,0.14433956485866478,1.0,0.7823233764238526,0.8348820586132951,0.17647058823529413,0.8
a,0.697095,1.18241,0.697095,1.18241,8.363636363636363,16.933333333333334,7,3,1,0,0.9259,w,2023-11-04 12:30:00,1,0,0,3,-0.4853149999999999,0.25,0.0,0.13982740934383947,0.18709616609287558,0.2097794661936619,0.7057898498927806,0.35294117647058826,0.08
h,2.74105,0.408265,2.74105,0.408265,8.19047619047619,20.307692307692307,10,4,1,0,2.8168,w,2023-11-11 15:00:00,1,0,0,3,2.332785,0.25,0.0,0.6658436544419241,0.0,0.20206454067262175,0.9083961071094737,0.5294117647058824,0.12
a,2.07334,2.49764,1.31218,2.49764,13.75,10.458333333333334,6,10,3,0,1.0874,w,2023-11-26 16:30:00,1,0,0,3,-1.1854600000000002,0.75,0.0,0.4940070401258349,0.5049623158843652,0.4497618681825165,0.317012151536812,0.29411764705882354,0.36
a,0.422674,2.90191,0.422674,2.90191,15.666666666666666,8.5,2,17,0,1,0.1061999999999999,l,2023-12-02 20:00:00,0,0,1,0,-2.479236,0.0,0.25,0.06920457078033808,0.6026667085580463,0.5351564500435294,0.1994281629735525,0.058823529411764705,0.64
h,4.03949,2.3512,3.26308,2.3512,14.73913043478261,11.222222222222221,8,6,2,1,2.348,w,2023-12-06 20:15:00,1,0,0,3,0.91188,0.5,0.25,1.0,0.469570544881981,0.4938312837743058,0.36287824636645216,0.4117647058823529,0.2
h,1.11296,1.9742,1.11296,1.9742,6.409090909090909,13.916666666666666,15,6,0,3,0.6859,l,2023-12-09 15:00:00,0,0,1,0,-0.86124,0.0,0.75,0.2468511675810389,0.37845679407688115,0.12269724437492142,0.5246604717655468,0.8235294117647058,0.2
a,0.632715,1.97111,0.632715,1.97111,23.384615384615383,5.178571428571429,7,12,0,0,0.4708,d,2023-12-17 16:30:00,0,1,0,1,-1.3383949999999998,0.0,0.0,0.12325907693954746,0.37770999967373053,0.8790195823534277,0.0,0.35294117647058826,0.44
a,0.730496,1.51468,0.730496,1.51468,6.12,16.61904761904762,7,4,0,2,0.7029,l,2023-12-23 12:30:00,0,0,1,0,-0.784184,0.0,0.5,0.14842322901820665,0.2673995241300389,0.10981717621754493,0.6869192280200144,0.35294117647058826,0.12
h,1.20104,1.83637,1.20104,1.83637,7.444444444444445,15.214285714285714,4,12,3,2,0.8528,w,2023-12-26 20:00:00,1,0,0,3,-0.63533,0.75,0.5,0.26951874630377953,0.3451458967997805,0.16882606988614055,0.6025732666190136,0.17647058823529413,0.44
a,0.651905,0.744348,0.651905,0.744348,13.125,15.333333333333334,9,7,1,2,1.207,l,2023-12-30 17:30:00,0,0,1,0,-0.092443,0.25,0.5,0.12819766499233345,0.08122488782978887,0.4219158088800123,0.6097212294496068,0.47058823529411764,0.24
