h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
h,1.20637,1.43601,1.20637,1.43601,10.25,12.678571428571429,8,13,0,2,1.1504,l,2022-08-05 19:00:00,0,0,1,0,-0.22964,0.0,0.5,0.3554805999820089,0.4581305834884775,0.06431646932185145,0.4175697323784395,0.5714285714285714,0.631578947368421
a,1.64468,2.23596,1.64468,2.23596,41.27272727272727,3.4146341463414633,2,20,1,1,0.9993,d,2022-08-15 19:00:00,0,1,0,1,-0.59128,0.2,0.25,0.49529712966371425,0.7528647185242034,0.6987963597220863,0.0,0.14285714285714285,1.0
h,2.91137,0.803828,2.00662,0.803828,13.944444444444445,7.411764705882353,8,3,3,1,2.6914,w,2022-08-20 14:00:00,1,0,0,3,1.202792,0.6,0.25,0.8993586386014966,0.2252090071960152,0.13987561296495635,0.18016969320709814,0.5714285714285714,0.10526315789473684
a,0.091976,2.3853,0.091976,2.3853,56.0,6.904761904761905,1,18,2,4,0.0732,l,2022-08-27 14:00:00,0,0,1,0,-2.293324,0.4,1.0,0.0,0.807887652115347,1.0,0.15731666457260124,0.07142857142857142,0.8947368421052632
h,0.777363,1.61808,0.777363,1.61808,13.0,14.473684210526315,1,8,1,1,0.7246,d,2022-08-30 18:30:00,0,1,0,1,-0.8407169999999999,0.2,0.25,0.21863163475383854,0.5252125810707696,0.12055974165769645,0.4984840068509003,0.07142857142857142,0.3684210526315789
a,0.920595,2.90672,0.920595,2.90672,11.866666666666667,6.303030303030303,4,10,0,0,0.3035,d,2022-09-03 14:00:00,0,1,0,1,-1.986125,0.0,0.0,0.2643212178784992,1.0,0.09738069608898459,0.13019375816209589,0.2857142857142857,0.47368421052631576
h,0.70987,1.25506,0.70987,1.25506,17.0,7.8076923076923075,2,12,1,2,0.8415,l,2022-10-01 14:00:00,0,0,1,0,-0.5451900000000001,0.2,0.5,0.19710203917580624,0.3914612394860842,0.2023681377825619,0.19801603409782825,0.14285714285714285,0.5789473684210527
h,1.65194,1.06564,1.65194,1.06564,7.105263157894737,6.368421052631579,5,10,2,1,1.8395999999999997,w,2022-10-09 13:00:00,1,0,0,3,0.5863,0.4,0.25,0.49761299744106174,0.3216712027857064,0.0,0.13314123038466877,0.35714285714285715,0.47368421052631576
a,0.346808,0.973426,0.346808,0.973426,24.357142857142858,7.7105263157894735,1,13,0,0,0.7158,d,2022-10-15 11:30:00,0,1,0,1,-0.626618,0.0,0.0,0.08128887292520895,0.28769581241357767,0.35283715208365374,0.19363630051381747,0.07142857142857142,0.631578947368421
h,1.25617,0.857837,1.25617,0.857837,7.7272727272727275,8.366666666666667,8,8,2,1,1.688,w,2022-10-18 19:15:00,1,0,0,3,0.398333,0.4,0.25,0.37136630457042563,0.24510812076454389,0.012721401311282904,0.22321166813251248,0.5714285714285714,0.3684210526315789
a,0.597167,1.93396,0.597167,1.93396,8.583333333333334,9.655172413793103,4,5,0,3,0.3649,l,2022-10-22 14:00:00,0,0,1,0,-1.336793,0.0,0.75,0.16115090334792817,0.6415956282300734,0.030229637603157524,0.2812907530403663,0.2857142857142857,0.21052631578947367
h,1.00384,1.35803,1.00384,1.35803,11.608695652173912,7.3,7,8,1,0,1.0788,w,2022-10-29 14:00:00,1,0,0,3,-0.35419,0.2,0.0,0.2908755447552613,0.4293995779880264,0.09210464735339541,0.17513192612137202,0.5,0.3684210526315789
a,1.03344,0.192579,1.03344,0.192579,31.333333333333332,18.055555555555557,9,1,2,1,2.1555,w,2022-11-06 14:00:00,1,0,0,3,0.8408609999999999,0.4,0.25,0.3003176502937579,0.0,0.49551489056332976,0.6599359914003714,0.6428571428571429,0.0
a,1.14552,1.23752,0.384356,1.23752,8.2,25.6,3,4,0,1,1.2479,l,2022-11-12 15:00:00,0,0,1,0,-0.853164,0.0,0.25,0.3360700553192548,0.3849987896723125,0.02238966630785789,1.0,0.21428571428571427,0.15789473684210525
h,0.421754,2.69927,0.421754,2.69927,18.11111111111111,8.678571428571429,2,13,0,3,0.1444,l,2022-12-26 15:00:00,0,0,1,0,-2.277516,0.0,0.75,0.10519590136062017,0.9235669775446448,0.2250926922616912,0.2372706998366629,0.14285714285714285,0.631578947368421
a,1.75264,0.895819,1.75264,0.895819,9.73076923076923,7.05,8,8,2,0,2.0931,w,2022-12-31 15:00:00,1,0,0,3,0.8568209999999999,0.4,0.0,0.529735295675069,0.25910223529286064,0.05369711020948909,0.16386323658751098,0.5714285714285714,0.3684210526315789
h,0.787525,1.66514,0.787525,1.66514,14.75,14.235294117647058,8,9,0,4,0.6605000000000001,l,2023-01-04 20:00:00,0,0,1,0,-0.877615,0.0,1.0,0.2218732116620211,0.5425514002404443,0.1563509149623251,0.4877386310724817,0.5714285714285714,0.42105263157894735
a,0.837366,2.12987,0.837366,2.12987,11.5,5.739130434782608,3,9,0,1,0.4668,l,2023-01-15 14:00:00,0,0,1,0,-1.292504,0.0,0.25,0.23777199484256883,0.713776845049686,0.0898815931108719,0.10477610798822223,0.21428571428571427,0.42105263157894735
h,0.413339,1.39437,0.413339,1.39437,13.068965517241379,7.958333333333333,3,12,1,1,0.5356,d,2023-01-18 15:30:00,0,1,0,1,-0.981031,0.2,0.25,0.10251160007324012,0.4427887128929558,0.12197023124605619,0.20480614189387272,0.21428571428571427,0.5789473684210527
h,0.333154,1.44384,0.333154,1.44384,7.870967741935484,6.842105263157895,3,13,0,0,0.4495,d,2023-01-21 17:30:00,0,1,0,1,-1.110686,0.0,0.0,0.07693338275552539,0.46101547414080546,0.015660265981457686,0.15449243160672127,0.21428571428571427,0.631578947368421
a,1.3798,2.07035,1.3798,1.30918,16.466666666666665,13.823529411764707,4,11,1,2,0.8257,l,2023-02-04 15:00:00,0,0,1,0,0.0706199999999999,0.2,0.5,0.41080304469624807,0.6918472548036376,0.19146035163257982,0.4691784365461224,0.2857142857142857,0.5263157894736842
h,0.928279,2.64981,0.928279,2.64981,21.61904761904762,3.6333333333333333,2,8,1,1,0.3426,d,2023-02-11 15:00:00,0,1,0,1,-1.721531,0.2,0.25,0.26677233743788464,0.9053439007037586,0.29683735711722803,0.009857812958076811,0.14285714285714285,0.3684210526315789
a,1.12202,0.610105,1.12202,0.610105,19.733333333333334,7.32,3,12,1,1,1.8361,d,2023-02-18 15:00:00,0,1,0,1,0.511915,0.2,0.25,0.32857378909781315,0.1538335701792943,0.25827054180122,0.17603342128408092,0.21428571428571427,0.5789473684210527
