h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
h,1.90756,1.45316,1.1464,1.45316,14.1,5.870967741935484,11,7,2,2,1.7563,d,2023-08-13 13:00:00,0,1,0,1,-0.3067599999999999,0.4,0.5,0.44205997079462395,0.35813305663834283,0.43703099510603594,0.012480702039489719,0.5,0.2777777777777778
a,3.46888,0.399899,2.70772,0.399899,12.789473684210526,10.478260869565217,13,8,3,0,2.9282,w,2023-08-19 14:00:00,1,0,0,3,2.307821,0.6,0.0,0.9070705542439379,0.05045564700823542,0.37503219713230873,0.1424597524915124,0.6,0.3333333333333333
h,0.948011,1.06061,0.948011,1.06061,6.4,12.72,5,5,1,1,1.2513,d,2023-08-26 14:00:00,0,1,0,1,-0.112599,0.2,0.25,0.1562758648213412,0.24346179552614114,0.07275693311582385,0.20570277078085644,0.2,0.16666666666666666
h,3.07185,2.11013,3.07185,2.11013,5.708333333333333,14.0,15,5,2,2,2.0028,d,2023-09-02 14:00:00,0,1,0,1,0.96172,0.4,0.5,0.7888224360190506,0.5500463884760275,0.04003534529635672,0.24181360201511334,0.7,0.16666666666666666
a,0.633678,1.50126,0.633678,0.740091,7.962962962962963,7.6521739130434785,4,8,0,1,0.5686,l,2023-09-16 16:30:00,0,0,1,0,-0.106413,0.0,0.25,0.06265753435265238,0.37218397412527926,0.14669808470787266,0.06273135472565984,0.15,0.3333333333333333
h,1.57402,2.51497,1.57402,2.51497,14.0,14.36,6,10,1,3,0.7358,l,2023-09-23 16:30:00,0,0,1,0,-0.94095,0.2,0.75,0.34272118694270104,0.6683077904596315,0.43230016313213704,0.2519697732997481,0.25,0.4444444444444444
a,1.75862,0.800317,1.75862,0.800317,15.642857142857142,40.875,11,2,1,1,2.0866,d,2023-10-01 13:00:00,0,1,0,1,0.958303,0.2,0.25,0.3977009180066363,0.16742529936341452,0.510020974131904,1.0,0.5,0.0
a,1.02509,1.29356,1.02509,1.29356,8.434782608695652,8.55,2,17,1,2,1.1315,l,2023-10-07 14:00:00,0,0,1,0,-0.26847,0.2,0.5,0.17923243410994938,0.31151088551744766,0.16901907936733104,0.0880604534005038,0.05,0.8333333333333334
h,3.15685,0.693129,3.15685,0.693129,9.678571428571429,14.666666666666666,15,3,3,0,2.7946,w,2023-10-21 14:00:00,1,0,0,3,2.463721,0.6,0.0,0.8141381301709166,0.1361136622825467,0.22786063854579355,0.26062132661628884,0.7,0.05555555555555555
a,2.48137,1.71801,2.48137,1.71801,20.76923076923077,6.0344827586206895,6,16,2,0,1.9344,w,2023-10-28 11:30:00,1,0,0,3,0.76336,0.4,0.0,0.6129587762214749,0.43550073847649495,0.7525410967499059,0.017093720142447658,0.25,0.7777777777777778
