h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,0.966305,0.84262,0.966305,0.84262,44.1,4.0,4,9,1,2,1.4883000000000002,l,2023-08-12 11:30:00,0,0,1,0,0.1236849999999999,0.3333333333333333,0.4,0.24458205245890272,0.1225011001941051,0.4430934821606538,0.004504504504504515,0.3333333333333333,0.36
h,1.37181,0.551038,1.37181,0.551038,15.866666666666667,12.526315789473685,6,4,2,1,2.0681000000000003,w,2023-08-18 18:45:00,1,0,0,3,0.820772,0.6666666666666666,0.2,0.37723740697473956,0.025802743736521177,0.10544149890372731,0.5037932669511618,0.5,0.16
a,0.960354,3.02803,0.960354,2.26686,19.846153846153847,8.421052631578947,5,13,2,3,0.2116,l,2023-08-26 14:00:00,0,0,1,0,-1.3065059999999995,0.6666666666666666,0.6,0.2426352650833494,0.8472562468971542,0.15303353214455465,0.2633949739212897,0.4166666666666667,0.52
a,1.1505,2.28442,1.1505,2.28442,19.27777777777778,6.2105263157894735,2,18,1,0,0.5925,w,2023-09-02 14:00:00,1,0,0,3,-1.1339199999999998,0.3333333333333333,0.0,0.3048389001550953,0.6006502669483782,0.14623613048966844,0.1339497392128971,0.16666666666666666,0.72
h,0.705795,0.807651,0.705795,0.807651,15.25,9.0,9,1,1,1,1.1841,d,2023-09-18 18:45:00,0,1,0,1,-0.101856,0.3333333333333333,0.2,0.1593598075915875,0.11090420866113922,0.09806657364959137,0.2972972972972973,0.75,0.04
a,0.729109,1.33984,0.729109,1.33984,14.157894736842104,21.0,7,7,0,2,0.8057,l,2023-09-23 14:00:00,0,0,1,0,-0.6107309999999999,0.0,0.4,0.1669866603682049,0.28739590439271767,0.08500571740293526,1.0,0.5833333333333334,0.28
h,0.800317,1.75862,0.800317,1.75862,40.875,15.642857142857142,2,11,1,1,0.6775,d,2023-10-01 13:00:00,0,1,0,1,-0.958303,0.3333333333333333,0.2,0.19028137309520873,0.42627737758827505,0.4045246163045645,0.6862934362934363,0.16666666666666666,0.44
a,1.22105,0.982452,1.22105,0.982452,14.090909090909092,16.58823529411765,12,5,0,0,1.5332,d,2023-10-07 16:30:00,0,1,0,1,0.2385979999999999,0.0,0.0,0.32791835727915614,0.1688740744523819,0.08420461340533097,0.7416534181240064,1.0,0.2
h,3.27549,1.49555,3.27549,1.49555,8.88888888888889,16.22222222222222,4,6,2,2,2.4776,d,2023-10-21 14:00:00,0,1,0,1,1.77994,0.6666666666666666,0.4,1.0,0.33903455521482057,0.02199189422629726,0.7202202202202201,0.3333333333333333,0.24
a,0.642014,2.70428,0.642014,2.70428,31.285714285714285,7.947368421052632,3,11,0,3,0.1893,l,2023-10-29 14:00:00,0,0,1,0,-2.0622659999999997,0.0,0.6,0.1384947352339727,0.7398899043137889,0.28984310487200654,0.23565670934091987,0.25,0.44
h,0.592447,1.33116,0.592447,1.33116,27.166666666666668,7.2105263157894735,3,23,2,0,0.7351000000000001,w,2023-11-05 14:00:00,1,0,0,3,-0.738713,0.6666666666666666,0.0,0.12227957646333736,0.2845173256942664,0.24058202112816424,0.19250829777145567,0.25,0.92
a,1.42128,2.06402,1.42128,2.06402,18.88235294117647,15.8125,4,5,2,3,0.9196,l,2023-11-12 14:00:00,0,0,1,0,-0.6427400000000001,0.6666666666666666,0.6,0.3934208335364304,0.5275582456190387,0.14150711111632214,0.6962274774774775,0.3333333333333333,0.2
h,2.22655,1.21792,1.46538,0.456822,26.0,17.571428571428573,12,9,2,3,2.1404,l,2023-11-25 15:00:00,0,0,1,0,1.0085579999999998,0.6666666666666666,0.6,0.6568537809254094,0.24696314921815743,0.2266294598365557,0.7992277992277993,1.0,0.36
h,0.673085,0.623789,0.673085,0.623789,9.0625,13.0,6,7,0,1,1.3384,l,2023-12-02 17:30:00,0,0,1,0,0.049296,0.0,0.2,0.14865918331762537,0.049929411811524736,0.024068168228024715,0.5315315315315315,0.5,0.28
a,0.218659,3.09427,0.218659,3.09427,20.842105263157894,10.91304347826087,0,14,0,5,0.0285,l,2023-12-06 19:30:00,0,0,1,0,-2.8756109999999997,0.0,1.0,0.0,0.8692236493148285,0.16494445202102323,0.4093223658441049,0.0,0.56
a,1.21801,1.02199,1.21801,1.02199,18.857142857142858,8.777777777777779,5,4,1,1,1.5291,d,2023-12-09 15:00:00,0,1,0,1,0.19602,0.3333333333333333,0.2,0.3269238633081123,0.18198619940392194,0.14120561519405447,0.2842842842842843,0.4166666666666667,0.16
h,1.70569,1.60738,1.70569,1.60738,10.857142857142858,7.0,8,10,0,2,1.4316,l,2023-12-15 20:00:00,0,0,1,0,0.0983099999999999,0.0,0.4,0.48646163297872863,0.3761211284691765,0.04553090919445315,0.1801801801801802,0.6666666666666666,0.4
h,0.791806,1.89067,0.791806,1.89067,12.842105263157896,3.923076923076923,4,7,2,3,0.5982000000000001,l,2023-12-23 15:00:00,0,0,1,0,-1.098864,0.6666666666666666,0.6,0.18749711711246062,0.47006958002266386,0.06926974602142191,0.0,0.3333333333333333,0.28
a,3.1074,2.79106,3.1074,2.02989,12.75,6.933333333333334,4,18,3,1,1.6152000000000002,w,2023-12-26 12:30:00,1,0,0,3,1.0775100000000002,1.0,0.2,0.9450116803971171,0.7686690586284899,0.06816822802471596,0.1762762762762763,0.3333333333333333,0.72
h,0.744348,0.651905,0.744348,0.651905,15.333333333333334,13.125,7,9,2,1,1.4113,w,2023-12-30 17:30:00,1,0,0,3,0.092443,0.6666666666666666,0.2,0.17197188853423695,0.05925361903337458,0.09906318517042058,0.5388513513513513,0.5833333333333334,0.36
a,1.22251,1.94219,1.22251,1.94219,13.0,8.0,9,4,2,3,0.8308000000000001,l,2024-01-20 17:30:00,0,0,1,0,-0.7196800000000001,0.6666666666666666,0.6,0.3283959760941969,0.4871553374586329,0.0711580625872035,0.23873873873873871,0.75,0.16
h,0.631618,1.39143,0.631618,1.39143,39.714285714285715,8.555555555555555,2,25,1,2,0.7547,l,2024-01-30 19:30:00,0,0,1,0,-0.7598119999999999,0.3333333333333333,0.4,0.13509382756194244,0.30450487617302907,0.39064324155015806,0.27127127127127126,0.16666666666666666,1.0
a,0.456548,1.1895,0.456548,1.1895,7.05,6.181818181818182,6,4,1,1,0.5377000000000001,d,2024-02-04 14:00:00,0,1,0,1,-0.732952,0.3333333333333333,0.2,0.0778220974597549,0.23753812541516367,0.0,0.13226863226863228,0.5,0.16
h,0.968075,0.511375,0.968075,0.511375,26.4375,9.529411764705882,7,7,2,3,1.7924,l,2024-02-10 17:30:00,0,0,1,0,0.4567,0.6666666666666666,0.6,0.24516108348809604,0.012649164598655494,0.23186167032090887,0.3282988871224165,0.5833333333333334,0.28
h,2.66942,0.520016,2.66942,0.520016,13.8125,8.185185185185185,9,3,2,0,2.7223,w,2024-02-17 15:00:00,1,0,0,3,2.149404,0.6666666666666666,0.0,0.8017325786083693,0.015514809590973209,0.08087502491528802,0.2495829162495829,0.75,0.12
