h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,1.27062,1.44281,0.509456,1.44281,12.695652173913043,9.344827586206897,6,3,3,1,1.2081,w,2020-09-14 19:15:00,1,0,0,3,-0.933354,0.75,0.2,0.22476060010088103,0.43529254258734945,0.25586463576283897,0.0023236761748715337,0.22727272727272727,0.23076923076923078
h,0.904183,2.25211,0.143014,2.25211,37.63636363636363,11.4375,1,13,0,2,0.3666,l,2020-09-20 15:30:00,0,0,1,0,-2.109096,0.0,0.4,0.14637523546391362,0.6982759040885741,1.0,0.032154427645788346,0.0,1.0
a,2.36046,0.911185,2.36046,0.911185,4.52,40.81818181818182,12,3,3,3,2.4217000000000004,d,2020-09-26 16:30:00,0,1,0,1,1.4492749999999996,0.75,0.6,0.4578907310536846,0.26254012746552996,0.011934468916133216,0.4509719222462204,0.5,0.23076923076923078
h,2.51433,0.103249,0.991996,0.103249,4.451612903225806,25.88235294117647,5,2,4,0,2.9262999999999995,w,2020-10-03 11:30:00,1,0,0,3,0.888747,1.0,0.0,0.4908054095842102,0.0,0.009894059714342696,0.23806377842713766,0.18181818181818182,0.15384615384615385
h,1.98708,1.42348,1.98708,1.42348,10.91304347826087,14.608695652173912,11,5,3,3,1.8385,d,2020-10-17 14:00:00,0,1,0,1,0.5635999999999999,0.75,0.6,0.3780201736368548,0.42901122740408165,0.20267841559311478,0.07735937646727392,0.45454545454545453,0.38461538461538464
a,0.219906,0.648427,0.219906,0.648427,14.681818181818182,22.058823529411764,1,6,0,0,0.7915,d,2020-10-24 16:30:00,0,1,0,1,-0.428521,0.0,0.0,0.0,0.17715648468616657,0.3151242269718998,0.1835599034430187,0.0,0.46153846153846156
a,1.23077,0.407341,1.23077,0.407341,8.956521739130435,16.923076923076923,12,1,3,0,2.1067,w,2020-10-31 15:00:00,1,0,0,3,0.823429,0.75,0.0,0.21623619677702682,0.09881519382877844,0.14430329589463706,0.11035055657085897,0.5,0.07692307692307693
h,2.87622,0.743967,2.87622,0.743967,14.5,29.375,14,5,4,1,2.7167,w,2020-11-07 17:30:00,1,0,0,3,2.132253,1.0,0.2,0.5682181152020166,0.20820236428313557,0.30969946837365736,0.2878509719222463,0.5909090909090909,0.38461538461538464
a,1.81923,0.368286,1.81923,0.368286,7.294117647058823,29.533333333333335,8,3,2,0,2.4943,w,2020-11-21 12:30:00,1,0,0,3,1.4509439999999998,0.5,0.0,0.34211500179472376,0.08612420756480918,0.0947035209874337,0.2901079913606912,0.3181818181818182,0.23076923076923078
h,0.974755,0.22689,0.974755,0.22689,9.875,32.333333333333336,4,4,0,0,2.0179,d,2020-11-29 16:30:00,0,1,0,1,0.747865,0.0,0.0,0.16147145105666236,0.04017734560654011,0.17170717153086687,0.33002159827213834,0.13636363636363635,0.3076923076923077
h,4.89472,1.0277,4.89472,1.0277,9.580645161290322,9.181818181818182,9,7,3,1,2.946,w,2020-12-05 20:00:00,1,0,0,3,3.86702,0.75,0.2,1.0,0.30040186769204075,0.16292474984863173,0.0,0.36363636363636365,0.5384615384615384
a,1.00627,1.2216,1.00627,0.460428,4.12,18.75,6,2,0,1,1.0974,l,2020-12-12 20:00:00,0,0,1,0,0.5458419999999999,0.0,0.2,0.1682128957430178,0.36340999050816264,0.0,0.1363930885529158,0.22727272727272727,0.15384615384615385
a,1.56772,0.683783,1.56772,0.683783,7.827586206896552,19.692307692307693,6,4,1,2,2.1125000000000003,l,2020-12-15 18:00:00,0,0,1,0,0.883937,0.25,0.4,0.2883139307788502,0.18864547483720737,0.11062018085022803,0.1498255524173451,0.22727272727272727,0.3076923076923077
h,2.41157,0.277737,2.41157,0.277737,13.105263157894736,16.157894736842106,9,9,3,0,2.8396,w,2020-12-21 20:00:00,1,0,0,3,2.133833,0.75,0.0,0.46882378635813104,0.05670016159845012,0.26808585965292964,0.09944299192906676,0.36363636363636365,0.6923076923076923
a,2.25414,1.94485,1.49304,1.18368,8.777777777777779,16.125,7,6,1,3,1.6145,l,2020-12-26 17:30:00,0,0,1,0,0.3093599999999998,0.25,0.6,0.43514758020319094,0.5984312634672145,0.13897026026786255,0.09897408207343414,0.2727272727272727,0.46153846153846156
h,1.53701,0.730859,1.53701,0.730859,5.142857142857143,16.94736842105263,8,6,1,1,2.0733,d,2020-12-28 17:30:00,0,1,0,1,0.806151,0.25,0.2,0.28174468545700426,0.20394289819817565,0.03051814194268356,0.11069682846424918,0.3181818181818182,0.46153846153846156
h,0.691013,3.18063,0.691013,3.18063,13.52,13.4,6,11,1,3,0.148,l,2021-01-03 16:30:00,0,0,1,0,-2.489617,0.25,0.6,0.10077556026828018,1.0,0.2804600195291309,0.06012958963282939,0.22727272727272727,0.8461538461538461
a,1.37939,0.46126,1.37939,0.46126,6.583333333333333,20.19047619047619,13,6,1,0,2.1143,w,2021-01-16 17:30:00,1,0,0,3,0.91813,0.25,0.0,0.24802783597379485,0.1163362612559186,0.07349643774185381,0.15692687442147488,0.5454545454545454,0.46153846153846156
a,0.615727,1.1449,0.615727,1.1449,8.545454545454545,18.045454545454547,7,9,0,2,0.8397999999999999,l,2021-01-19 20:15:00,0,0,1,0,-0.529173,0.0,0.4,0.08467096230994431,0.3384861997913161,0.13203862428121946,0.12634989200863936,0.2727272727272727,0.6923076923076923
h,0.663324,0.63192,0.663324,0.63192,4.28125,79.33333333333333,6,1,0,0,1.2833,d,2021-01-27 18:00:00,0,1,0,1,0.0314039999999999,0.0,0.0,0.09485254386591638,0.17179250797999987,0.004811082781816206,1.0,0.22727272727272727,0.07692307692307693
h,1.4405,0.390714,1.4405,0.390714,6.35,17.08695652173913,23,4,2,0,2.2206,w,2021-01-31 12:00:00,1,0,0,3,1.049786,0.5,0.0,0.2611000138187316,0.09341222292592306,0.06653466420744275,0.11268663724293361,1.0,0.3076923076923077
a,2.393,0.569446,1.63183,0.569446,9.206896551724139,12.344827586206897,13,2,1,0,2.6319,w,2021-02-04 20:00:00,1,0,0,3,1.0623839999999998,0.25,0.0,0.4648514358004403,0.1514914792805961,0.15177352194034266,0.045088255008564844,0.5454545454545454,0.15384615384615385
a,1.64144,0.623045,0.880268,0.623045,10.642857142857142,19.695652173913043,9,4,2,1,2.2695000000000003,w,2021-02-07 19:15:00,1,0,0,3,0.2572230000000001,0.5,0.2,0.3040835421473453,0.16890856218323305,0.19461708953951548,0.14987322753310173,0.36363636363636365,0.3076923076923077
h,2.5428,0.432603,2.5428,0.432603,6.409090909090909,10.545454545454545,8,1,2,0,2.7429,w,2021-02-15 20:00:00,1,0,0,3,2.1101970000000003,0.5,0.0,0.4968954914569863,0.10702412213502327,0.06829771075187155,0.019438444924406044,0.3181818181818182,0.07692307692307693
a,1.44849,0.496603,0.687319,0.496603,4.171428571428572,16.928571428571427,10,0,1,1,2.2823,d,2021-02-20 12:30:00,0,1,0,1,0.190716,0.25,0.2,0.26280917272858345,0.12782102703565143,0.0015344317177885636,0.11042887997531625,0.4090909090909091,0.0
h,1.17294,0.35954,1.17294,0.35954,8.73076923076923,10.235294117647058,1,4,0,0,2.1529,d,2021-02-28 16:30:00,0,1,0,1,0.8134000000000001,0.0,0.0,0.203865651125371,0.08328218052948272,0.13756770516019726,0.01501715156905094,0.0,0.3076923076923077
a,1.22635,0.247034,1.22635,0.247034,12.533333333333333,11.96875,12,10,1,0,2.2693,w,2021-03-04 20:15:00,1,0,0,3,0.979316,0.25,0.0,0.2152907046141301,0.04672317142401282,0.2510216628693357,0.03972732181425487,0.5,0.7692307692307693
h,2.57224,0.270757,1.81107,0.270757,9.125,18.192307692307693,6,0,2,0,2.851,w,2021-03-08 18:00:00,1,0,0,3,1.5403129999999998,0.5,0.0,0.5031930682161899,0.05443199915772537,0.14933004231311706,0.12844326300049846,0.22727272727272727,0.0
a,0.971054,0.382957,0.971054,0.382957,7.96,10.357142857142858,12,3,0,0,1.8632,d,2021-03-13 12:30:00,0,1,0,1,0.588097,0.0,0.0,0.16067976180442683,0.09089157306163911,0.11457090159487902,0.016754088244369032,0.5,0.23076923076923078
h,2.55917,1.38315,2.55917,1.38315,6.185185185185185,15.523809523809524,12,6,2,5,2.1777,l,2021-04-03 11:30:00,0,0,1,0,1.1760199999999998,0.5,1.0,0.500397235055769,0.41590592780029517,0.061617220996628606,0.09040419623572973,0.5,0.46153846153846156
a,3.85472,0.602167,3.85472,0.602167,8.466666666666667,22.25,7,0,4,1,2.9134,w,2021-04-10 16:30:00,1,0,0,3,3.252553,1.0,0.2,0.7775312557890003,0.1621242218626813,0.12968789555531446,0.18628509719222466,0.2727272727272727,0.0
h,0.807348,0.459568,0.807348,0.459568,12.470588235294118,15.121212121212121,4,6,0,0,1.7026,d,2021-04-20 19:00:00,0,1,0,1,0.34778,0.0,0.0,0.12566104234307504,0.11578644308260823,0.2491495893138638,0.08466522678185746,0.13636363636363635,0.46153846153846156
a,2.52059,0.267123,2.52059,0.267123,10.944444444444445,12.2,7,1,1,0,2.8291999999999997,w,2021-04-24 16:30:00,1,0,0,3,2.2534669999999997,0.25,0.0,0.49214450029455714,0.053251124901336565,0.20361530023025087,0.04302375809935205,0.2727272727272727,0.07692307692307693
h,1.8433,0.290042,1.8433,0.290042,11.48,12.347826086956522,10,9,2,0,2.6106000000000003,w,2021-05-01 16:30:00,1,0,0,3,1.553258,0.5,0.0,0.34726386974968415,0.06069869151723496,0.21959422805685147,0.045130998215794915,0.4090909090909091,0.6923076923076923
