h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,1.6853,1.79548,1.6853,1.79548,7.933333333333334,17.88888888888889,7,3,2,1,1.2564000000000002,w,2021-08-14 14:00:00,1,0,0,3,-0.1101799999999999,0.5,0.25,0.5621014427289245,0.46860528460252826,0.19233572841820265,0.48206937095825986,0.2631578947368421,0.14285714285714285
h,1.77896,0.407224,1.77896,0.407224,12.666666666666666,25.866666666666667,7,6,2,0,2.5067,w,2021-08-21 16:30:00,1,0,0,3,1.371736,0.5,0.0,0.5956781227459602,0.053759533641581383,0.3993543684265333,0.8197530864197531,0.2631578947368421,0.35714285714285715
h,0.701622,1.54868,0.701622,0.787544,7.0,14.25925925925926,9,3,0,2,0.6414,l,2021-08-28 14:00:00,0,0,1,0,-0.085922,0.0,0.5,0.20945739568859084,0.394855247622921,0.15151515151515152,0.3284342543601803,0.3684210526315789,0.14285714285714285
a,0.287902,0.729786,0.287902,0.729786,6.615384615384615,10.125,6,3,1,0,0.8029999999999999,w,2021-09-11 14:00:00,1,0,0,3,-0.441884,0.25,0.0,0.06114067503251553,0.15014915855331593,0.1346934852089491,0.15343915343915343,0.21052631578947367,0.14285714285714285
h,1.47438,1.25373,0.71321,1.25373,13.761904761904763,8.857142857142858,6,12,2,1,1.5399,w,2021-09-19 13:00:00,1,0,0,3,-0.54052,0.5,0.25,0.4864875910399092,0.30671678162966665,0.44725606581276695,0.0997732426303855,0.21052631578947367,0.7857142857142857
a,0.649566,1.36836,0.649566,0.607196,11.043478260869565,17.38095238095238,5,4,1,1,0.6482,d,2021-09-27 19:00:00,0,1,0,1,0.04237,0.25,0.25,0.19079555867207568,0.34097110391075414,0.3283620607690531,0.4605694129503653,0.15789473684210525,0.21428571428571427
h,1.11551,0.36431,1.11551,0.36431,8.75,30.125,9,7,0,0,1.987,d,2021-10-02 16:30:00,0,1,0,1,0.7512,0.0,0.0,0.3578343435733962,0.04093575290032181,0.22805373320837238,1.0,0.3684210526315789,0.42857142857142855
a,1.17572,1.16088,1.17572,1.16088,5.913043478260869,24.0,15,6,0,0,1.3659,d,2021-10-16 14:00:00,0,1,0,1,0.0148400000000001,0.0,0.0,0.3794193521557764,0.27897087022951855,0.10397565978023171,0.7407407407407407,0.6842105263157895,0.35714285714285715
h,1.1695,3.57376,0.408335,3.57376,9.793103448275861,23.785714285714285,7,10,1,4,0.1408,l,2021-10-23 16:30:00,0,0,1,0,-3.165425,0.25,1.0,0.3771895107111259,1.0,0.2736752523457109,0.7316704459561602,0.2631578947368421,0.6428571428571429
a,1.51032,1.39778,1.51032,1.39778,26.4,11.826086956521738,4,11,2,2,1.4754,d,2021-10-30 14:00:00,0,1,0,1,0.11254,0.5,0.5,0.4993719160432432,0.3497625386268807,1.0,0.2254428341384863,0.10526315789473684,0.7142857142857143
h,1.43123,0.227321,0.670063,0.227321,7.0344827586206895,20.3,6,1,1,1,2.5305999999999997,d,2021-11-06 17:30:00,0,1,0,1,0.4427419999999999,0.25,0.25,0.471018514136908,0.0,0.15302330090812138,0.5841269841269842,0.21052631578947367,0.0
a,0.582787,1.06946,0.582787,1.06946,7.590909090909091,17.818181818181817,4,6,0,2,0.8714999999999999,l,2021-11-20 15:00:00,0,0,1,0,-0.486673,0.0,0.5,0.1668555937472665,0.2516522787356949,0.17735934793104427,0.479076479076479,0.10526315789473684,0.35714285714285715
h,1.90498,0.864829,1.90498,0.864829,9.238095238095237,6.837837837837838,13,6,0,0,2.1563000000000003,d,2021-11-27 17:30:00,0,1,0,1,1.0401509999999998,0.0,0.0,0.6408557142017239,0.19050339779090547,0.24940122878267204,0.014300014300014294,0.5789473684210527,0.35714285714285715
a,1.2607,1.14679,1.2607,1.14679,3.5357142857142856,13.375,10,5,1,1,1.428,d,2021-12-01 19:30:00,0,1,0,1,0.1139099999999999,0.25,0.25,0.4098842920217564,0.27476042443923226,0.0,0.291005291005291,0.42105263157894735,0.2857142857142857
a,1.4872,1.34236,1.4872,1.34236,4.24,8.652173913043478,6,8,1,1,1.5093,d,2021-12-04 15:00:00,0,1,0,1,0.14484,0.25,0.25,0.4910835021846711,0.333201651068494,0.03080287410184319,0.09109730848861285,0.21052631578947367,0.5
h,1.20118,1.11736,1.20118,1.11736,6.333333333333333,17.933333333333334,2,3,0,1,1.4464,l,2021-12-15 19:30:00,0,0,1,0,0.08382,0.0,0.25,0.38854664527166066,0.26596600147201244,0.12235759658440071,0.4839506172839506,0.0,0.14285714285714285
h,0.943363,1.10342,0.943363,1.10342,10.32,12.631578947368421,7,7,2,0,1.1899,w,2021-12-26 20:00:00,1,0,0,3,-0.1600570000000001,0.5,0.0,0.2961204343817173,0.26180037944812384,0.29671977507029057,0.25953773322194373,0.2631578947368421,0.42857142857142855
a,0.78663,0.763458,0.78663,0.763458,12.625,9.222222222222221,11,10,1,1,1.3281,d,2021-12-29 19:30:00,0,1,0,1,0.023172,0.25,0.25,0.23993237342602597,0.16021119763426137,0.3975320212433615,0.11522633744855963,0.47368421052631576,0.6428571428571429
a,1.48397,1.82698,1.48397,1.06581,8.08695652173913,11.31578947368421,8,5,3,2,1.0883,w,2022-01-02 14:00:00,1,0,0,3,0.4181600000000001,0.75,0.5,0.48992556201325294,0.4780182755460356,0.19905464325007133,0.20384294068504596,0.3157894736842105,0.2857142857142857
h,2.18053,0.509681,1.41937,0.509681,5.321428571428571,24.583333333333332,11,4,1,1,2.6221,d,2022-01-14 20:00:00,0,1,0,1,0.909689,0.25,0.25,0.7396391241813758,0.08437625786694454,0.07810059356451109,0.7654320987654321,0.47368421052631576,0.21428571428571427
