h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
h,2.38863,0.580601,2.38863,0.580601,6.869565217391305,5.592592592592593,4,6,3,1,2.6311,w,2021-08-14 14:00:00,1,0,0,3,1.808029,1.0,0.2,0.876898052067725,0.08447804829312464,0.029414677627017927,0.07672248706352117,0.3333333333333333,0.25
a,1.85713,0.966093,1.09596,0.966093,17.0,5.428571428571429,6,4,2,2,2.1241000000000003,d,2021-08-21 14:00:00,0,1,0,1,0.129867,0.6666666666666666,0.4,0.6639556406701976,0.17795934461340135,0.22171602126044038,0.07040704070407042,0.5,0.08333333333333333
a,1.54868,0.701622,0.787544,0.701622,14.25925925925926,7.0,3,9,2,0,2.1092999999999997,w,2021-08-28 14:00:00,1,0,0,3,0.085922,0.6666666666666666,0.0,0.5403769260971643,0.11382547952898998,0.16968981129953037,0.1309130913091309,0.25,0.5
h,1.80386,1.82061,1.80386,1.82061,11.9375,10.85,7,4,3,1,1.3254,w,2021-09-13 19:00:00,1,0,0,3,-0.01675,1.0,0.2,0.6426133222221332,0.38517857844371145,0.1256169324221716,0.27915291529152914,0.5833333333333334,0.08333333333333333
a,0.755035,0.777716,0.755035,0.777716,11.882352941176471,8.222222222222221,2,5,0,3,1.2992,l,2021-09-18 16:30:00,0,0,1,0,-0.0226809999999999,0.0,0.6,0.22240763147140602,0.13227817313143864,0.124570101389075,0.17797335289084462,0.16666666666666666,0.16666666666666666
h,2.26681,0.800903,1.50564,0.800903,10.607142857142858,14.0,6,4,2,0,2.5462,w,2021-09-25 14:00:00,1,0,0,3,0.7047370000000001,0.6666666666666666,0.0,0.8280915712465645,0.13790098973406142,0.10036337997613624,0.4004400440044005,0.5,0.08333333333333333
a,1.32211,1.0496,1.32211,1.0496,19.8125,8.133333333333333,2,12,1,1,1.5787,d,2021-10-02 11:30:00,0,1,0,1,0.2725099999999998,0.3333333333333333,0.2,0.449602961562192,0.19820968083780383,0.2751044039483675,0.17455078841217456,0.16666666666666666,0.75
h,0.854165,2.03034,0.854165,2.03034,18.41176470588235,11.307692307692308,8,9,0,1,0.5223,l,2021-10-17 13:00:00,0,0,1,0,-1.1761749999999995,0.0,0.2,0.26212349457928347,0.4360378239721573,0.24851489570771357,0.2967758314292968,0.6666666666666666,0.5
h,1.84089,3.10344,1.84089,3.10344,10.68421052631579,13.428571428571429,12,6,2,5,0.603,l,2021-10-23 14:00:00,0,0,1,0,-1.26255,0.6666666666666666,1.0,0.6574491782786721,0.6962631440340236,0.10182631978579706,0.37843784378437845,1.0,0.25
a,1.69767,1.69344,1.69767,1.69344,13.464285714285714,8.5,7,6,1,2,1.3843,l,2021-11-01 20:00:00,0,0,1,0,0.0042299999999999,0.3333333333333333,0.4,0.6000689108085803,0.3543400229015742,0.15459919730990343,0.18866886688668869,0.5833333333333334,0.25
h,0.597906,0.801798,0.597906,0.801798,10.419354838709678,9.041666666666666,9,3,0,0,1.0875,d,2021-11-07 14:00:00,0,1,0,1,-0.2038919999999999,0.0,0.0,0.1594548033237446,0.1381180260414469,0.09679868714331202,0.20952511917858452,0.75,0.0
a,0.266894,2.61302,0.266894,2.61302,58.0,6.833333333333333,3,14,0,3,0.1081,l,2021-11-21 14:00:00,0,0,1,0,-2.346126,0.0,0.6,0.02683675349962741,0.5773369475334734,1.0,0.12449578291162448,0.25,0.9166666666666666
a,0.968075,1.19813,0.968075,0.436957,6.9655172413793105,13.210526315789474,9,3,0,1,1.0775,l,2021-11-28 14:00:00,0,0,1,0,0.531118,0.0,0.2,0.3077608794942267,0.2342280079170965,0.031236090383054485,0.37004226738463325,0.75,0.0
h,0.512263,2.86067,0.512263,2.86067,15.636363636363637,4.461538461538462,1,10,1,4,0.1388,l,2021-12-01 20:15:00,0,0,1,0,-2.348407,0.3333333333333333,0.8,0.1251424290258736,0.6373917425323748,0.19583074480568785,0.033172548024033174,0.08333333333333333,0.5833333333333334
