h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
h,0.126327,2.16287,0.126327,2.16287,32.69230769230769,21.928571428571427,0,11,0,3,0.0587,l,2020-09-12 11:30:00,0,0,1,0,-2.036543,0.0,0.75,0.0,0.6534431202785833,0.8491262679444971,0.4789313426971809,0.0,0.7857142857142857
a,1.55503,1.45254,0.793862,0.691368,9.423076923076923,7.617647058823529,4,5,3,4,1.4255,l,2020-09-19 14:00:00,0,0,1,0,0.1024939999999999,1.0,1.0,0.5892717866565917,0.4297358217512036,0.171734001572851,0.08534929540031314,0.2857142857142857,0.35714285714285715
h,0.534675,2.03222,0.534675,2.03222,5.958333333333333,9.303030303030303,5,10,0,3,0.3681999999999999,l,2020-09-28 17:00:00,0,0,1,0,-1.497545,0.0,0.75,0.16842405702070057,0.6122969508184702,0.0708715993761913,0.1317010593113137,0.35714285714285715,0.7142857142857143
a,0.969393,0.89359,0.969393,0.89359,21.214285714285715,14.590909090909092,6,2,0,1,1.418,l,2020-10-04 13:00:00,0,0,1,0,0.0758029999999999,0.0,0.25,0.3477244802379684,0.25370328122513985,0.5149887367873852,0.2771294121849077,0.42857142857142855,0.14285714285714285
a,1.35611,1.66363,0.594945,0.902464,12.705882352941176,15.173913043478262,1,1,1,1,1.0473,d,2020-10-18 11:00:00,0,1,0,1,-0.3075190000000001,0.3333333333333333,0.25,0.5072267823402787,0.4962153082520477,0.26729998878775213,0.2931633093187224,0.07142857142857142,0.07142857142857142
h,1.05258,2.81049,1.05258,2.81049,6.241379310344827,21.533333333333335,8,9,1,2,0.3312,l,2020-10-24 14:00:00,0,0,1,0,-1.75791,0.3333333333333333,0.5,0.382035146707208,0.8574008873337573,0.07911137136335662,0.4680614216023311,0.5714285714285714,0.6428571428571429
h,1.62247,0.482685,1.62247,0.482685,12.478260869565217,5.054054054054054,4,3,2,0,2.3381,w,2020-11-02 17:30:00,1,0,0,3,1.139785,0.6666666666666666,0.0,0.6170875673276763,0.12429519272909864,0.2606736832588731,0.014844822231130069,0.2857142857142857,0.21428571428571427
a,1.84922,1.42614,1.08806,1.42614,37.875,11.1,5,6,0,1,1.7197,l,2020-11-07 20:00:00,0,0,1,0,-0.3380799999999999,0.0,0.25,0.7106111181457135,0.42142155559163996,1.0,0.18112169727924562,0.35714285714285715,0.42857142857142855
h,1.87028,2.2508,1.10911,2.2508,10.592592592592593,13.619047619047619,9,9,2,3,1.0824,l,2020-11-22 12:00:00,0,0,1,0,-1.14169,0.6666666666666666,0.75,0.7192973628214704,0.6811352954077663,0.20577985714010671,0.250401073895819,0.6428571428571429,0.6428571428571429
a,2.03719,1.27814,1.27602,1.27814,17.454545454545453,5.666666666666667,7,9,2,1,1.9729,w,2020-11-30 17:30:00,1,0,0,3,-0.0021200000000001,0.6666666666666666,0.25,0.7881397701733494,0.37481127560620764,0.40553866511239584,0.03169302295124907,0.5,0.6428571428571429
