name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jonathan Rowe,Norwich,Aston Villa,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Norwich,True,Arsenal,,
Jonathan Rowe,Norwich,Arsenal,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,1.0,Norwich,False,Crystal Palace,,
Jonathan Rowe,Norwich,Crystal Palace,2021-12-28,False,22,0.0,0.0,0.0,0.08,1,0.0,1.0,1.5,0,0.33,0.0,7.33,1.0,Norwich,False,West Ham,,
Jonathan Rowe,Norwich,West Ham,2022-01-12,False,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0.5,0.0,9.25,0.0,Norwich,True,Everton,,
Jonathan Rowe,Norwich,Everton,,True,0,,,,,0,,,0.0,0,0.4,0.0,7.4,0.0,Norwich,False,Watford,,
Jonathan Rowe,Norwich,Watford,,False,0,,,,,0,,,0.0,0,0.4,0.0,6.17,1.0,Norwich,True,Crystal Palace,,
Jonathan Rowe,Norwich,Crystal Palace,2022-02-09,True,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.6,0.0,6.14,0.0,Norwich,True,Manchester City,,
Jonathan Rowe,Norwich,Manchester City,,True,0,,,,,0,,,0.0,0,0.4,0.0,5.38,1.0,Norwich,False,Liverpool,,
Jonathan Rowe,Norwich,Liverpool,2022-02-19,False,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.4,0.0,5.22,0.0,Norwich,False,Southampton,,
Jonathan Rowe,Norwich,Southampton,,False,0,,,,,0,,,0.0,0,0.4,0.0,4.7,4.0,Norwich,True,Brentford,,
Jonathan Rowe,Norwich,Brentford,2022-03-05,True,16,0.0,0.0,1.0,0.17,4,0.0,2.0,4.7,0,1.2,0.2,5.73,1.0,Norwich,True,Chelsea,,
Jonathan Rowe,Norwich,Chelsea,2022-03-10,True,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,1.2,0.2,5.75,1.0,Norwich,False,Leicester City,,
Jonathan Rowe,Norwich,Leicester City,2022-03-13,False,28,0.0,0.12,0.0,0.0,1,2.0,0.0,1.9,0,1.4,0.22,7.46,1.0,Norwich,False,Brighton,,
Jonathan Rowe,Norwich,Brighton,2022-04-02,False,29,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,1.4,0.22,9.0,0.0,Norwich,True,Burnley,,
Jonathan Rowe,Norwich,Burnley,,True,0,,,,,0,,,0.0,0,1.4,0.22,8.4,1.0,Norwich,False,Manchester United,,
Jonathan Rowe,Norwich,Manchester United,2022-04-16,False,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0.8,0.02,8.38,1.0,Norwich,True,Newcastle United,,
Jonathan Rowe,Norwich,Newcastle United,2022-04-23,True,32,0.0,0.08,0.0,0.09,1,1.0,1.0,3.9,0,0.8,0.04,9.76,1.0,Norwich,False,Aston Villa,,
Jonathan Rowe,Norwich,Aston Villa,2022-04-30,False,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.8,0.02,9.89,0.0,Norwich,True,West Ham,,
Jonathan Rowe,Norwich,West Ham,,True,0,,,,,0,,,0.0,0,0.6,0.02,9.37,1.0,Norwich,False,Leeds United,,
Jonathan Rowe,Norwich,Leeds United,2022-05-11,False,23,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0.8,0.02,10.05,1.0,Norwich,False,Wolverhampton,,
Jonathan Rowe,Norwich,Wolverhampton,2022-05-15,False,7,0.0,0.0,0.0,0.06,1,0.0,1.0,1.8,0,0.8,0.02,9.9,0.0,Norwich,True,Tottenham,,
Jonathan Rowe,Norwich,Tottenham,,True,0,,,,,0,,,0.0,0,0.6,0.0,9.45,,Arsenal,False,Crystal Palace,,
